,CMC 5-Long-Decile 1 Lookback 1-All,CMC 5-Long-Decile 1 Lookback 1-Positive,CMC 5-Long-Decile 1 Lookback 1-Negative,CMC 5-Short-Decile 10 Lookback 10-All,CMC 5-Short-Decile 10 Lookback 10-Positive,CMC 5-Short-Decile 10 Lookback 10-Negative,BM,CMC 5-Long-Decile 1 Lookback 1-All,CMC 5-Long-Decile 1 Lookback 1-Positive,CMC 5-Long-Decile 1 Lookback 1-Negative,CMC 5-Short-Decile 10 Lookback 10-All,CMC 5-Short-Decile 10 Lookback 10-Positive,CMC 5-Short-Decile 10 Lookback 10-Negative,Equal Weight
4/8/2016,0.003542957,-0.000860934,0.002206629,0.002298339,0.002937385,-9.75E-05,-0.008844828,1.562998702,1.511594549,1.556770824,1.274600428,1.313171241,1.198424237,0.968927464
4/11/2016,0.002680869,0.002073389,0.00620896,0.002778307,0.004152254,0.002107816,0.019239583,1.567188897,1.514728672,1.566436752,1.278141659,1.318623861,1.200950295,0.987569225
4/12/2016,0.003294091,-0.001549867,0.001751718,0.004681355,0.004813654,0.003902065,-0.004303136,1.57235136,1.512381044,1.569180707,1.284125094,1.32497126,1.205636481,0.98331958
4/13/2016,-0.003740735,0.002085067,-0.00380488,0.002659486,0.003015934,-0.001685028,0.016854167,1.56646961,1.51553446,1.563210163,1.287540207,1.328967286,1.20360495,0.999892613
4/14/2016,0.001353654,0.004648574,0.00304033,-0.000606498,-0.001062109,0.001690198,0.005732639,1.568590068,1.522579534,1.567962838,1.286759316,1.327555778,1.205639281,1.005624636
4/15/2016,-0.001599027,-0.003160867,-0.001067627,0.00034941,-1.74E-05,-0.002416302,-0.003986159,1.56608185,1.517766863,1.566288838,1.287208923,1.32753266,1.202726092,1.001616056
4/18/2016,-0.005664785,-0.002465189,-0.000633647,0.003961508,0.005378361,0.004226344,-0.016213793,1.557210333,1.514025281,1.565296364,1.292308211,1.33467261,1.207809226,0.98537606
4/19/2016,0.00077119,-0.002416115,0.00181387,-0.003966918,-0.005145122,-0.004136708,0.003475862,1.558411238,1.510367222,1.568135608,1.287181731,1.327805557,1.202812872,0.988801092
4/20/2016,0.004691292,0.001150543,0.002285176,0.010647926,0.012084108,0.005127029,-0.029680556,1.5657222,1.512104964,1.571719074,1.300887546,1.343850902,1.208979729,0.959452926
4/21/2016,0.000392238,-0.003613216,-2.29E-05,0.003026294,0.001276203,0.004093868,-0.008644599,1.566336336,1.506641402,1.571683142,1.304824415,1.345565929,1.213929132,0.95115884
4/22/2016,0.003971693,0.003531553,0.003607174,0.004721449,0.004009921,0.003516296,0.003298611,1.572557343,1.511962186,1.577352476,1.310985076,1.350961542,1.218197666,0.954296343
4/25/2016,-0.003030582,-0.003421753,-0.001959096,0.005115223,0.005329547,0.002892462,-0.004444444,1.567791579,1.506788625,1.574262291,1.317691057,1.358161555,1.221721257,0.950055026
4/26/2016,0.002615592,0.004522259,-0.000457918,-0.000983185,-0.001591383,0.001201496,0.007552083,1.571892282,1.513602713,1.573541408,1.316395523,1.3560002,1.22318915,0.957229921
4/27/2016,0.001439366,-0.000697425,0.002160311,0.000814374,0.001514234,0.002355197,-0.005520833,1.574154811,1.512547089,1.576940747,1.317467562,1.358053501,1.226070001,0.951945214
4/28/2016,-0.000870079,0.000824865,-0.002963545,-0.001473302,-0.003193094,-0.002869674,-0.002229965,1.572785172,1.513794736,1.572267412,1.315526534,1.353717109,1.22255158,0.949822409
4/29/2016,0.002879041,0.001633533,0.001962528,0.001991744,0.001929706,0.000189505,-0.000993007,1.577313285,1.51626757,1.575353031,1.318146726,1.356329385,1.22278326,0.948879229
5/3/2016,-0.00210413,0.001307186,-0.001405676,-0.004631034,-0.00382904,-8.17E-05,0.024149306,1.573994412,1.518249614,1.573138595,1.312042344,1.351135946,1.222683336,0.971794003
5/4/2016,0.001655138,-0.001115199,0.002653176,0.003360832,-0.001323721,0.001001066,-0.00021875,1.57659959,1.516556463,1.577312409,1.316451898,1.349347419,1.223907322,0.971581423
5/5/2016,-0.000306651,-0.000991799,-0.004437363,-0.000399054,-0.000346708,-0.002858791,0.003822917,1.576116124,1.515052344,1.570313301,1.315926562,1.348879589,1.220408427,0.975295698
5/6/2016,0.002377934,0.001970798,-0.000525302,0.000940524,0.002053802,-0.000247548,-0.032402778,1.579864025,1.518038206,1.569488412,1.317164223,1.351649921,1.220106318,0.943693408
5/9/2016,0.00639698,0.006224982,0.003358251,0.001724718,0.001325852,-0.002620047,-0.0294375,1.589970383,1.527487967,1.574759148,1.31943596,1.353442008,1.216909582,0.915913434
5/10/2016,-0.005077997,-0.000170929,-0.002512431,0.001757631,0.002970455,0.003643747,0.001864583,1.581896518,1.527226875,1.570802675,1.321755041,1.357462347,1.221343692,0.917621231
5/11/2016,0.008250978,0.005414968,0.009775616,0.000140453,-0.003853013,-0.00307186,0.004844291,1.594948712,1.535496759,1.586158238,1.321940686,1.352232027,1.217591896,0.922066455
5/12/2016,0.001810529,0.00431826,0.000684504,-0.00466854,-0.007541551,-0.00657931,0.001201389,1.597836413,1.542127434,1.58724397,1.315769153,1.3420341,1.209580981,0.923174215
5/13/2016,-0.002598145,0.002565348,-0.002628317,0.001233081,0.00304261,0.003956084,-0.005305556,1.593685002,1.546083527,1.58307219,1.317391603,1.346117386,1.214366185,0.918276263
5/16/2016,0.001175186,-0.001483152,-0.00102553,-0.004261187,-0.007677306,-0.003707477,0.00958042,1.595557878,1.54379045,1.581448702,1.311777951,1.335782831,1.20986395,0.927073735
5/17/2016,-0.000886144,0.001590142,-0.001490106,0.010594529,0.010930081,0.004869221,-0.002156794,1.594143984,1.546245296,1.579092176,1.32567562,1.350383046,1.215755045,0.925074227
5/18/2016,0.002374854,0.002327847,0.004120381,-0.000979068,0.000397185,-0.000164739,-0.013677083,1.597929843,1.549844719,1.585598637,1.324377694,1.350919398,1.215554763,0.91242191
5/19/2016,-0.004051767,-0.005041926,-0.005424368,-0.004146926,-0.005576952,-0.005584185,-0.000486111,1.591455404,1.542030516,1.576997766,1.318885597,1.343385385,1.20876688,0.911978372
5/20/2016,-0.001200034,-0.001127345,-0.000828196,-0.002036078,-0.003634204,-0.00411261,0.006602076,1.589545603,1.540292116,1.575691703,1.316200243,1.338503249,1.203795693,0.917999322
5/23/2016,0.001215664,0.003886062,0.001701294,0.001003466,0.000440583,0.000598699,0.006269896,1.591477957,1.546277787,1.578372418,1.317521006,1.33909297,1.204516405,0.923755083
5/24/2016,-0.000801519,0.000784462,0.000674584,-0.00631736,-0.002446707,-0.006101966,-0.008941176,1.590202357,1.547490783,1.579437163,1.309197751,1.335816602,1.197166487,0.915495625
5/25/2016,-0.000494515,-0.004461525,-0.003191909,0.004697326,0.00526044,0.001849076,-0.003768966,1.589415978,1.540586614,1.574395743,1.31534748,1.342843585,1.199380138,0.912045154
5/26/2016,0.001058823,-0.000116755,-0.002243722,-0.00772272,-0.006988432,-0.0070292,0.002393103,1.591098888,1.540406743,1.570863237,1.305189419,1.333459214,1.190949456,0.914227772
5/27/2016,-0.000349339,-0.003781308,-0.001916012,-0.000809917,-2.30E-05,0.000479978,-0.000844828,1.590543055,1.53458199,1.567853444,1.304132324,1.333428482,1.191521085,0.913455408
5/30/2016,0.001315783,0.00032945,0.000497023,0.004300582,0.002528376,0.001166861,-0.003078767,1.592635865,1.535087558,1.568632703,1.309740852,1.33679989,1.192911425,0.910643091
5/31/2016,-0.003189116,-0.00037459,-0.002912591,-0.010071852,-0.007818538,-0.007375154,0.039599315,1.587556764,1.53451253,1.564063918,1.296549336,1.326348069,1.184113519,0.946703934
6/1/2016,0.002323596,0.004012001,-0.000441098,-0.005601309,-0.004329063,-0.002693157,0.000373288,1.591245605,1.540668996,1.563374012,1.289286963,1.320606225,1.180924516,0.947057327
6/2/2016,-0.004519146,-0.002382184,-0.004790366,-0.000385057,0.000147999,-0.000493444,0.004263699,1.584054534,1.536998839,1.555884878,1.288790514,1.320801673,1.180341795,0.951095294
6/3/2016,0.00270634,0.004062013,0.00263296,0.00318167,0.002891761,0.004161579,0.005901024,1.588341524,1.543242148,1.559981461,1.29289102,1.324621116,1.185253881,0.95670773
6/6/2016,-0.002420863,-0.00251027,-0.00199883,0.000201584,0.000122203,0.00479886,-0.001232082,1.584496367,1.539368194,1.556863323,1.293151646,1.324782989,1.190941748,0.955528987
6/7/2016,6.59E-05,-0.000937971,0.000664906,0.00393329,0.002747141,0.004259247,-0.001139932,1.584600785,1.537924311,1.557898491,1.298237987,1.328422355,1.196014264,0.95443975
6/8/2016,-0.000769415,0.000185826,0.000472443,0.005667833,0.006431415,0.002736553,-0.005318493,1.583381569,1.538210097,1.558634509,1.305596183,1.33696599,1.19928722,0.949363568
6/13/2016,0.005324754,0.004814079,0.005628198,0.013725023,0.00480707,0.005596883,-0.039225256,1.591812687,1.545615162,1.567406813,1.32351552,1.343392879,1.20599949,0.912124539
6/14/2016,-0.002650531,-0.001079534,-0.002899257,0.0070788,0.006393361,0.006613767,0.001952381,1.587593538,1.543946618,1.562862498,1.332884422,1.351981675,1.21397569,0.913905354
6/15/2016,7.56E-05,0.001065616,0.000170401,-0.008486091,-0.010038795,-0.00604394,0.018843537,1.58771356,1.545591872,1.563128811,1.321573444,1.338409408,1.206638494,0.931126564
6/16/2016,-0.000907266,-0.002695399,0.000345778,0.000697182,-0.001381884,0.004164944,-0.008030612,1.586273081,1.541425885,1.563669307,1.322494821,1.336559881,1.211664075,0.923649047
6/17/2016,0.000130898,0.0004787,0.00147049,0.002030477,0.002472655,-0.000434635,0.006540816,1.586480721,1.542163766,1.565968667,1.325180116,1.339864733,1.211137444,0.929690466
6/20/2016,-0.001666114,-0.001314595,-0.00167319,0.001729633,0.003160153,0.001093671,-0.000385666,1.583837464,1.540136445,1.563348504,1.327472191,1.34409891,1.21246203,0.929331916
6/21/2016,0.002570348,0.000214325,0.000864892,0.003713847,0.002689835,0.001259194,-0.003842466,1.587908477,1.540466535,1.564700631,1.33240222,1.347714315,1.213988755,0.92576099
6/22/2016,0.001112093,-0.001982428,-0.002384537,0.000154992,0.000451039,-0.001227363,0.012075085,1.589674379,1.537412671,1.560969545,1.332608732,1.348322186,1.21249875,0.936939633
6/23/2016,0.001612726,0.002922503,0.000734978,0.005127523,0.005845887,0.00621292,-0.004805461,1.592238088,1.541905764,1.562116823,1.339441714,1.356204326,1.220031907,0.932437207
6/24/2016,-0.003339037,-0.003949209,-0.000661399,-0.013574966,-0.008414006,-0.004404273,-0.013670068,1.586921546,1.535816456,1.561083641,1.321258838,1.344793214,1.214658554,0.919690727
6/27/2016,-0.001458735,-0.003667626,-0.005948266,0.003363573,0.000653818,0.002178122,0.018037543,1.584606648,1.530183656,1.5517979,1.325702988,1.345672464,1.217304228,0.936279687
6/28/2016,-0.001063884,0.003062831,-0.002806643,0.001981564,0.001529134,0.000321992,0.007720137,1.582920811,1.53487035,1.547442557,1.328329954,1.347730178,1.217696191,0.943507894
6/29/2016,0.002493333,-0.003413847,0.00452595,-0.004343291,-0.005575449,-0.006052517,0.00337415,1.586867559,1.529630537,1.554446205,1.32256063,1.340215977,1.210326064,0.946691431
6/30/2016,-0.002526352,-6.07E-05,-0.003239391,-0.00302651,-0.002486325,-0.002901342,0.000146259,1.582858573,1.529537672,1.549410746,1.318557887,1.336883764,1.206814494,0.946829893
7/1/2016,0.00274296,-0.002013069,0.00177208,0.002762092,0.002183679,0.002565662,-0.001272109,1.587200291,1.526458607,1.552156425,1.322199865,1.339803089,1.209910772,0.945625422
7/4/2016,0.00345174,0.000514043,0.002650316,0.001988258,0.0022737,0.003593491,0.021658784,1.592678894,1.527243272,1.55627013,1.32482874,1.3428494,1.214258575,0.966106519
7/5/2016,-0.002392098,-0.003913397,0.004991271,0.004948961,0.004961389,0.003734805,0.005398649,1.58886905,1.521266563,1.564037896,1.331385266,1.349511798,1.218793594,0.971322188
7/6/2016,0.000573237,-0.002640243,0.003226711,-0.003663489,-0.00404069,-0.002512455,0.003902027,1.589779848,1.517250049,1.569084595,1.32650775,1.344058839,1.21573143,0.975112314
7/7/2016,0.002945732,0.001730905,0.000387791,-0.002378149,-0.00437401,0.000693387,-0.000690476,1.594462914,1.519876265,1.569693072,1.323353117,1.338179912,1.216574403,0.974439022
7/8/2016,-0.000728608,-0.004145823,-0.001644269,0.00132692,0.000861018,0.000229233,-0.004525424,1.593301175,1.513575127,1.567112074,1.325109101,1.339332109,1.216853282,0.970029273
7/11/2016,0.00043801,-0.001369626,0.000679857,-0.002805594,-0.005804744,-0.008075949,0.003912162,1.593999057,1.511502095,1.568177486,1.321391383,1.331557629,1.207026037,0.973824184
7/12/2016,0.002822827,0.003831857,0.001732283,0.012141676,0.006418672,0.010786826,0.024361486,1.598498641,1.517293955,1.570894013,1.337435289,1.340104461,1.220046016,0.997547989
7/13/2016,0.001530054,-0.000286107,0.001151469,-0.005066042,-0.002790721,-0.007391988,0.006444068,1.60094443,1.516859847,1.572702849,1.330659786,1.336364603,1.211027451,1.003976256
7/14/2016,0.00072289,0.003078993,0.003180461,0.003562208,0.004753197,0.003713647,-0.001342373,1.602101737,1.521530248,1.577704769,1.335399872,1.342716607,1.215524779,1.002628545
7/15/2016,-0.000565233,0.002531136,0.000788012,0.001147363,0.000761272,0.001707397,-0.000756757,1.601196176,1.525381448,1.578948019,1.336932061,1.34373878,1.217600163,1.0018698
7/18/2016,0.003318049,0.006035265,0.003256963,-0.003673617,-0.002436623,-0.003182296,-0.005959459,1.606509023,1.534587529,1.584090595,1.332020684,1.340464595,1.213725399,0.995899197
7/19/2016,-0.004623221,-0.002729504,-0.004025135,-0.003837123,-0.002169819,-0.004399137,-0.001220339,1.599081777,1.530398866,1.577714416,1.326909557,1.33755603,1.208386054,0.994683862
7/20/2016,0.004546156,0.004431512,0.001706962,0.003019342,0.002192837,0.001485467,-0.002949153,1.606351452,1.537180847,1.580407515,1.330915951,1.340489072,1.210181072,0.991750388
7/21/2016,-0.001115391,0.000742911,-6.04E-05,0.003310656,0.001427847,0.003370088,0.004180272,1.604559742,1.538322836,1.580312124,1.335322156,1.342403085,1.214259489,0.995896175
7/22/2016,-0.000755732,0.0012203,-0.001353894,-0.006601767,-0.006785481,-0.00962141,-0.008316327,1.603347125,1.540200051,1.578172549,1.32650667,1.333294235,1.2025766,0.987613977
7/25/2016,-0.001012599,-0.001207699,-0.001533565,0.009232898,0.00792532,0.005616632,0.001928082,1.601723577,1.538339953,1.575752319,1.338754171,1.343861018,1.20933103,0.989518178
7/26/2016,0.002674501,-3.92E-05,0.002033207,-0.000221914,0.000990542,-0.000741859,0.01280137,1.606007389,1.538279621,1.57895615,1.338457083,1.345192169,1.208433877,1.002185366
7/27/2016,0.011641273,0.00014265,0.001746859,0.009018758,0.007947561,0.007354988,-0.025326531,1.624703359,1.538499056,1.581714363,1.350528303,1.355883166,1.217321894,0.976803488
7/28/2016,0.016484709,0.002208694,0.0133677,0.006580418,0.006154591,0.007419816,0.003204778,1.651486121,1.54189713,1.602858246,1.359415344,1.364228072,1.226354199,0.979933926
7/29/2016,0.002198454,0.005169985,0.004178604,0.005951677,0.007386359,0.004823939,-0.006544218,1.655116837,1.549868715,1.609555956,1.367506145,1.37430475,1.232270056,0.973521025
8/1/2016,-0.000911671,-0.003770918,-0.001326066,0.003955531,0.005113261,0.003535462,-0.0115,1.653607915,1.544024287,1.607421579,1.372915358,1.381331929,1.2366267,0.962325533
8/2/2016,-0.001370595,-0.000840907,0.000818409,-0.001697139,-0.000152905,-0.00074574,0.007125,1.651341489,1.542725906,1.608737107,1.37058533,1.381120717,1.235704498,0.969182103
8/3/2016,-0.000974037,0.001703245,-0.00149237,-0.004129352,-0.005845842,-0.005059109,0.002537162,1.649733021,1.545353546,1.606336276,1.3649257,1.373046903,1.229452935,0.971641075
8/4/2016,-0.002274913,-0.00177569,2.55E-06,-0.004340396,-0.002509908,-0.004166702,0.002318644,1.645980022,1.542609478,1.606340374,1.359001382,1.369600682,1.224330171,0.973893965
8/5/2016,-0.001444703,-0.00151603,-0.004130764,-0.004537739,-0.003943121,-0.003551827,-0.001952542,1.64360207,1.540270835,1.599704961,1.352834589,1.364200181,1.219981562,0.971992395
8/8/2016,-0.003810233,5.10E-05,-0.001580309,0.004632095,0.005101779,0.004173004,0.012511864,1.637339563,1.540349315,1.597176932,1.359101047,1.371160028,1.22507255,0.984153832
8/9/2016,0.001394077,-0.003451922,0.000864916,-0.008747694,-0.009774811,-0.008054211,0.006847458,1.63962214,1.535032149,1.598558356,1.347212047,1.357757198,1.215205557,0.990892784
8/10/2016,-0.003401523,-0.001657352,-0.00170394,3.19E-05,-0.000276495,-0.001420771,-0.004227119,1.634044928,1.53248806,1.595834509,1.347255038,1.357381785,1.213479028,0.986704163
8/11/2016,-0.00348859,-0.003667964,0.005867262,0.001272142,0.001599601,0.002711442,-0.008344595,1.628344415,1.526866949,1.605197688,1.348968938,1.359553054,1.216769306,0.978470517
8/12/2016,-0.003529295,0.001185621,0.002164064,-0.00028205,-0.000295716,-0.000939609,0.016912162,1.622597507,1.528677235,1.608671438,1.348588461,1.359151013,1.215626019,0.995018569
8/15/2016,-0.009964748,-0.004563689,-0.002809631,-0.004076366,-0.004661098,-0.004109239,0.029674576,1.606428732,1.521700827,1.604151665,1.343091121,1.352815877,1.210630721,1.024545323
8/16/2016,-0.000213044,0.003040036,0.000465688,-0.004266104,-0.007761242,-0.004333327,-0.000915254,1.606086492,1.526326853,1.604898699,1.337361354,1.342316345,1.205384662,1.023607604
8/17/2016,0.00226554,0.004128706,0.002405678,0.002029305,0.001603155,-0.002093052,9.15E-05,1.609725145,1.532628608,1.608759569,1.340075269,1.344468287,1.202861729,1.02370129
8/18/2016,-0.00100013,-0.001406849,-0.002488616,-0.001052138,-0.001586089,-0.00083069,-0.000508475,1.608115211,1.53047243,1.604755984,1.338665324,1.34233584,1.201862524,1.023180764
8/19/2016,-0.006307576,-0.004692111,-0.005794038,-0.00074244,-0.002105671,-0.000833322,0.000315254,1.597971902,1.523291284,1.595457967,1.337671446,1.339509323,1.200860985,1.023503326
8/22/2016,0.004438742,0.001005605,0.004154921,0.00513627,0.007648914,0.005106633,-0.010379661,1.605064887,1.524823113,1.602086969,1.344542087,1.349755114,1.206993342,1.012879708
8/23/2016,0.001271863,0.001188206,0.00290575,0.007547015,0.007568429,0.007933263,0.000840136,1.607106309,1.526634917,1.606742233,1.354689367,1.35997064,1.216568737,1.013730665
8/24/2016,0.004165266,0.001950701,0.001937458,0.00054909,0.001164307,-4.34E-06,-0.002138983,1.613800335,1.529612926,1.609855229,1.355433213,1.361554063,1.216563454,1.011562312
8/25/2016,-0.001004729,0.000407785,0.001758043,0.008845699,0.009341038,0.008759197,-0.007932203,1.612178903,1.530236679,1.612685423,1.367422967,1.374272391,1.227219573,1.003538394
8/26/2016,0.004284978,0.003586187,0.004582931,0.001706383,0.002314252,0.001475366,0.000496622,1.619087054,1.535724394,1.620076249,1.369756315,1.377452804,1.229030171,1.004036773
8/29/2016,-0.002076368,-0.0037892,0.000407803,-0.004133192,-0.004025895,-0.00490626,0.001736486,1.615725233,1.529905227,1.620736921,1.364094849,1.371907324,1.223000229,1.005780269
8/30/2016,-0.002183292,-0.001265142,-0.000372369,0.001850426,0.001380517,0.001950066,0.000168919,1.612197633,1.527969679,1.620133409,1.366619005,1.373801265,1.22538516,1.005950165
8/31/2016,-0.000286329,-0.001886088,-0.000148611,-0.006459941,-0.007003349,-0.006662276,0.002484746,1.611736014,1.525087794,1.61989264,1.357790727,1.364180055,1.217221306,1.008449695
9/1/2016,0.002117204,0.000991746,0.002787923,0.003799358,0.004363105,0.004644308,-0.008376271,1.615148388,1.526600294,1.624408775,1.36294946,1.370132116,1.222874457,1.000002647
9/2/2016,-0.000493886,0.001918178,0.002199397,-0.006725196,-0.006996924,-0.005774073,0.002084459,1.614350689,1.529528585,1.627981495,1.353783358,1.360545406,1.215813491,1.002087112
9/5/2016,-0.000132791,-0.000878955,0.00033228,-0.007835884,-0.006543224,-0.003995342,0.002493243,1.614136318,1.528184198,1.628522441,1.343175269,1.351643053,1.2109559,1.004585559
9/6/2016,0.000402913,-0.000419928,-0.000701531,-0.004979987,-0.003772098,-0.004721126,0.009966216,1.614786674,1.527542471,1.627379982,1.336486273,1.346544523,1.205238825,1.014597476
9/7/2016,0.000374912,0.000969118,0.004849462,0.003419876,0.001171808,0.003047671,-0.001212838,1.615392077,1.52902284,1.635271899,1.341056891,1.348122414,1.208911996,1.013366933
9/8/2016,0.000940946,0.001346434,0.000750721,0.00374669,0.004465136,0.004803811,0.000118243,1.616912074,1.531081568,1.636499532,1.346081415,1.354141964,1.214719381,1.013486757
9/9/2016,-0.001449145,0.000266072,-4.18E-06,-0.003474766,-0.003432773,-0.004689205,-0.007817568,1.614568934,1.531488946,1.636492689,1.341404097,1.349493502,1.209023312,1.005563756
9/12/2016,0.00192399,-0.000123636,0.001178277,0.003055953,0.00019967,0.002494139,-0.020790541,1.617675348,1.531299599,1.63842093,1.345503365,1.349762956,1.212038785,0.984657542
9/13/2016,0.000377416,0.000800522,0.002673723,-0.005288262,-0.005272259,-0.007385301,0.000283784,1.618285885,1.532525438,1.642801614,1.338387991,1.342646656,1.203087513,0.984936972
9/14/2016,0.001574628,0.000778605,-0.00232515,-0.005709423,-0.006352432,-0.00334691,-0.005493243,1.620834083,1.53371867,1.638981854,1.330746568,1.334117584,1.199060888,0.979526474
9/19/2016,0.001310347,-0.0002958,0.002375695,-0.003232998,-0.002266055,-0.004850824,0.008119048,1.622957938,1.533264996,1.642875575,1.326444267,1.3310944,1.193244454,0.987479296
9/20/2016,0.001675052,-0.000540012,0.001424498,0.006742021,0.005824472,0.006460556,-0.001366438,1.625676477,1.532437014,1.645215848,1.335387182,1.338847322,1.200953477,0.986129966
9/21/2016,-0.006956539,-0.00385941,-0.005586428,-0.00216784,-0.001655012,-0.000649754,0.00265529,1.614367395,1.526522712,1.636024968,1.332492276,1.336631514,1.200173153,0.988748427
9/22/2016,-0.002047603,-0.002454973,-0.001292933,-0.00545976,-0.005483159,-0.005570746,0.005061433,1.611061812,1.52277514,1.633909697,1.325217188,1.329302551,1.193487293,0.993752912
9/23/2016,0.002264811,0.001946025,0.003749251,0.01046456,0.010225168,0.009930162,-0.004287671,1.614710562,1.525738498,1.640035635,1.339085003,1.342894893,1.205338815,0.989492026
9/26/2016,0.001113858,-0.001161025,-0.001957643,0.004739591,0.002771319,0.003565161,-0.0195,1.616509121,1.523967077,1.636825031,1.345431718,1.346616483,1.209636042,0.970196931
9/27/2016,-0.001814141,0.001389453,-0.001019979,-0.003554769,-0.004253096,-0.003625765,0.007424658,1.613576545,1.526084558,1.635155504,1.340649019,1.340889194,1.205250186,0.977400311
9/28/2016,0.000247618,0.000315366,-0.001234066,0.004053123,0.003583374,0.002989641,-0.003208904,1.613976096,1.526565833,1.633137614,1.346082834,1.345694101,1.208853451,0.974263927
9/29/2016,0.004587082,0.004144436,0.0050608,0.003623788,0.002715447,0.003189186,0.00375,1.621379537,1.532892588,1.641402597,1.350960753,1.349348262,1.21270871,0.977917417
9/30/2016,0.002233404,0.002685854,0.002056418,-0.000106002,0.000216276,-0.00058676,0.002873288,1.625000732,1.537009713,1.644778006,1.350817549,1.349640094,1.211997141,0.980727255
10/10/2016,0.001043457,0.001977521,-0.001132996,-0.003771737,-0.004084122,-0.001970681,0.015547945,1.62669635,1.540049182,1.64291448,1.34572262,1.344127999,1.209608681,0.995975549
10/11/2016,0.000755609,0.0018326,0.000641409,-0.006431793,-0.004865198,-0.00510758,0.005197952,1.627925497,1.542871476,1.64396826,1.337067211,1.33758855,1.203430508,1.001152582
10/12/2016,0.002617268,0.002259741,0.004571801,-0.001647503,-0.002855629,-0.002511827,-0.001675768,1.632186214,1.546357966,1.651484155,1.334864388,1.333768893,1.200407699,0.999474883
10/13/2016,-0.000850681,0.000650144,0.002651525,0.000500688,-0.000731247,0.001358795,0.002085324,1.630797744,1.547363322,1.655863107,1.335532739,1.332793579,1.202038807,1.001559112
10/14/2016,-0.003176547,-0.004122733,-0.000754641,-0.001667936,-0.004096833,-0.001662227,0.000566553,1.625617439,1.540983956,1.654613525,1.333305156,1.327333346,1.200040745,1.002126548
10/17/2016,-0.002253587,-0.002006713,-0.001345441,0.000718452,-0.000441362,-0.00102442,-0.008639456,1.621953968,1.537891643,1.65238734,1.334263072,1.326747512,1.1988114,0.99346872
10/18/2016,-0.003485133,0.002066486,-0.00336209,-0.000414901,-0.000686487,0.001502735,0.015122449,1.616301243,1.541069675,1.646831865,1.333709485,1.325836717,1.200612896,1.0084924
10/19/2016,-0.002814838,-0.004591098,-0.003217594,-0.000659347,-0.001447699,-0.003448785,-0.00125256,1.611751617,1.533994473,1.641533029,1.332830107,1.323917304,1.19647224,1.007229203
10/20/2016,-0.002801309,-0.000221084,0.00112691,0.001774332,0.001303159,0.002770248,0.000726962,1.607236603,1.533655331,1.643382889,1.33519499,1.325642579,1.199786765,1.007961421
10/21/2016,-0.003401522,8.35E-05,-0.004018194,-0.001989033,-0.001815454,-0.000254261,0.000583618,1.601769552,1.533783318,1.636779457,1.332539243,1.323235936,1.199481706,1.008549685
10/24/2016,0.001774753,-0.001174682,-0.000217868,0.005388691,0.005174686,0.005442238,0.013397959,1.604612297,1.53198161,1.636422855,1.339719886,1.330083266,1.206009571,1.022062193
10/25/2016,0.002746025,0.001553448,0.001232139,-0.003163767,-0.003232453,-0.002470892,0.000710884,1.609018603,1.534361464,1.638439156,1.335481324,1.325783835,1.203029651,1.022788761
10/26/2016,-0.001676922,0.001371498,-0.000766273,0.00019596,0.000312407,0.001893257,-0.004472789,1.606320404,1.536465838,1.637183664,1.335743025,1.326198019,1.205307296,1.018214042
10/27/2016,-0.000333781,0.002860117,-0.002167067,0.005104867,0.005056038,0.003573218,-0.002037415,1.605784245,1.54086031,1.633635777,1.342561816,1.332903327,1.209614121,1.016139518
10/28/2016,-2.74E-05,0.000926056,0.000352758,0.007025781,0.006252347,0.004205287,-0.00520068,1.605740246,1.542287233,1.634212056,1.351994361,1.341237101,1.214700896,1.010854901
10/31/2016,0.001191413,-0.002344618,-0.002603809,0.001180316,0.000836244,0.00318856,-0.00140273,1.607653346,1.538671158,1.629956879,1.353590141,1.342358702,1.218574042,1.009436944
11/1/2016,0.002441415,0.001239572,0.003028438,-0.003225999,-0.003073738,-0.001929319,0.006409556,1.611578295,1.540578452,1.634893103,1.349223461,1.338232643,1.216223024,1.015906987
11/2/2016,0.000682361,0.001407444,-0.001457882,0.001615005,0.001325901,0.000799076,-0.007573379,1.612677973,1.54274673,1.632509622,1.351402464,1.340007007,1.217194879,1.008213139
11/3/2016,-0.005308107,-0.003377816,-0.004873508,-0.002408256,-0.001620661,-0.003307289,0.009279863,1.604117706,1.537535615,1.624553573,1.348147941,1.33783531,1.213169264,1.017569219
11/4/2016,-0.000712716,-0.00105672,-0.001256031,-0.002205053,-0.001101929,-0.001638975,-0.004112628,1.602974426,1.535910871,1.622513083,1.345175203,1.336361111,1.21118091,1.013384335
11/7/2016,-0.002308948,-0.001875523,-0.003246724,-0.002371966,-0.00250069,-0.00117357,0.001201365,1.599273241,1.533030235,1.617245231,1.341984493,1.333019286,1.209759504,1.01460178
11/8/2016,0.000774495,0.000586708,0.002591308,0.001026051,0.002328505,0.00084997,0.005091837,1.60051187,1.533929676,1.621436012,1.343361438,1.336123228,1.210787763,1.019767966
11/9/2016,-0.002645532,-0.003729691,-0.00143909,-0.003747017,-0.004779494,-0.00406842,-0.007245734,1.596277665,1.528208592,1.619102619,1.338327839,1.329737235,1.20586177,1.012378999
