Date,Title,Link,Id
31 May 2018,Index Treatment For Conditional Spin-off By Country Garden,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180531T000300.pdf,0255f903ec
31 May 2018,Hang Seng Stock Connect China AH Smart Index and Hang Seng China Enterprises Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180531T000100.pdf,3a9f7b17bd
31 May 2018,Hang Seng CSI Shanghai-Hong Kong AH Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180531T000000.pdf,ae45a861bd
23 May 2018,Constituent Changes in Hang Seng Family of Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180523T000000.pdf,66c1dcec56
04 May 2018,Index Review Results for Thematic Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180504T000000.xlsx,9cfc4c8e7c
03 May 2018,Hang Seng Stock Connect China AH Smart Index and Hang Seng China Enterprises Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180503T000100.pdf,06811cd432
03 May 2018,Hang Seng CSI Shanghai-Hong Kong AH Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180503T000000.pdf,0d51e336a7
12 Apr 2018,Hang Seng Stock Connect China AH Smart Index and Hang Seng China Enterprises Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180412T000002.pdf,a7d1ed8e1e
12 Apr 2018,Hang Seng CSI Shanghai-Hong Kong AH Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180412T000001.pdf,f6f159ee38
06 Apr 2018,Hang Seng Indexes Announces Next Index Review Date,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180406T000000.pdf,40ca59328a
22 Mar 2018,EU Benchmarks Regulation,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180322T000000.pdf,ec3efebcc0
01 Mar 2018,Hang Seng Stock Connect China AH Smart Index and Hang Seng China Enterprises Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180301T000001.pdf,24e7254378
01 Mar 2018,Hang Seng CSI Shanghai-Hong Kong AH Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180301T000000.pdf,90d7f1a16d
23 Feb 2018,Constituent Changes in Hang Seng Family of Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180223T000001.pdf,f284cb1e3f
23 Feb 2018,Hang Seng Indexes Launches a Day-end Pure H-share Index,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180223T000000.pdf,d37c65e889
06 Feb 2018,Index Review Results for Benchmark and Thematic Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180206T000000.xls,4b308a45d4
01 Feb 2018,Hang Seng Stock Connect China AH Smart Index and Hang Seng China Enterprises Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180201T000001.pdf,70ea80766c
01 Feb 2018,Hang Seng CSI Shanghai-Hong Kong AH Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180201T000000.pdf,5e362f544c
30 Jan 2018,Constituent Changes in Hang Seng Family of Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180130T000000.pdf,f227c53461
26 Jan 2018,Hang Seng CSI Shanghai-Hong Kong AH Smart Index Half-Yearly Index Reviews Results,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180126T000000.pdf,53f5bcb542
23 Jan 2018,Constituent Changes in Hang Seng Family of Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180123T000000.pdf,41f106f805
05 Jan 2018,Hang Seng Indexes Announces Next Index Review Date,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180105T000000.pdf,eca9924632
04 Jan 2018,Hang Seng Stock Connect China AH Smart Index and Hang Seng China Enterprises Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180104T000001.pdf,5e13f00eb2
04 Jan 2018,Hang Seng CSI Shanghai-Hong Kong AH Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180104T000000.pdf,bd692626d3
03 Jan 2018,Constituent Changes in Hang Seng Family of Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20180103T000000.pdf,95adb29a94
30 Nov 2017,Hang Seng Stock Connect China AH Smart Index and Hang Seng China Enterprises Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20171130T000001.pdf,fe9c38c7ff
30 Nov 2017,Hang Seng CSI Shanghai-Hong Kong AH Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20171130T000000.pdf,b73099eb93
27 Nov 2017,Constituent Changes in Hang Seng Family of Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20171127T000000.pdf,e1761b6077
