Date,High,Low,Open,Close,Volume,Adj Close
2019-08-07,26025.439453125,25738.80078125,25977.720703125,25997.029296875,1671335000,25997.029296875
2019-08-08,26317.419921875,25999.44921875,25999.44921875,26120.76953125,1658129900,26120.76953125
2019-08-09,26313.779296875,25939.30078125,26278.919921875,25939.30078125,1357616900,25939.30078125
2019-08-12,26069.23046875,25824.720703125,25869.48046875,25824.720703125,1200393600,25824.720703125
2019-08-13,25616.7109375,25270.91015625,25536.619140625,25281.30078125,1979089800,25281.30078125
2019-08-14,25717.98046875,25197.380859375,25711.099609375,25302.279296875,1915522900,25302.279296875
2019-08-15,25552.130859375,24899.9296875,24945.740234375,25495.4609375,2145864600,25495.4609375
2019-08-16,25798.109375,25314.26953125,25484.9609375,25734.220703125,2022477500,25734.220703125
2019-08-19,26356.220703125,25994.80078125,25994.80078125,26291.83984375,2144882700,26291.83984375
2019-08-20,26347.23046875,26149.400390625,26256.5390625,26231.5390625,1822936100,26231.5390625
2019-08-21,26318.130859375,26075.91015625,26160.5390625,26270.0390625,1701479200,26270.0390625
2019-08-22,26288.240234375,25977.669921875,26272.91015625,26048.720703125,1780728400,26048.720703125
2019-08-23,26241.220703125,25940.439453125,26057.880859375,26179.330078125,1621440900,26179.330078125
2019-08-26,25692.279296875,25249.509765625,25322.0,25680.330078125,2475604900,25680.330078125
2019-08-27,25764.609375,25581.73046875,25715.98046875,25664.0703125,2214167200,25664.0703125
2019-08-28,25830.640625,25596.080078125,25767.080078125,25615.48046875,1462114400,25615.48046875
2019-08-29,25714.779296875,25372.490234375,25606.330078125,25703.5,1784869100,25703.5
2019-08-30,26011.640625,25536.150390625,26011.640625,25724.73046875,2017892000,25724.73046875
2019-09-02,25662.310546875,25502.69921875,25627.830078125,25626.55078125,1295066700,25626.55078125
2019-09-03,25736.05078125,25498.109375,25546.3203125,25527.849609375,1149210200,25527.849609375
2019-09-04,26654.2109375,25675.16015625,25675.16015625,26523.23046875,2688524600,26523.23046875
2019-09-05,26697.849609375,26283.119140625,26512.859375,26515.529296875,1996619100,26515.529296875
2019-09-06,26790.7890625,26563.169921875,26773.130859375,26690.759765625,1895344700,26690.759765625
2019-09-09,26807.859375,26609.650390625,26743.359375,26681.400390625,1700948300,26681.400390625
2019-09-10,26870.76953125,26634.470703125,26831.98046875,26683.6796875,1738020300,26683.6796875
2019-09-11,27159.509765625,26705.630859375,26790.640625,27159.060546875,2072246200,27159.060546875
2019-09-12,27283.98046875,26967.25,27283.98046875,27087.630859375,1337046900,27087.630859375
2019-09-13,27366.44921875,27074.5390625,27154.509765625,27352.689453125,1176496300,27352.689453125
2019-09-16,27212.890625,26976.30078125,27212.890625,27124.55078125,2189101500,27124.55078125
2019-09-17,26951.83984375,26694.369140625,26942.9609375,26790.240234375,1850715100,26790.240234375
2019-09-18,26891.16015625,26730.630859375,26838.4296875,26754.119140625,1372644100,26754.119140625
2019-09-19,26820.73046875,26372.08984375,26820.73046875,26468.94921875,1330417000,26468.94921875
2019-09-20,26564.359375,26410.41015625,26532.880859375,26435.669921875,1972985800,26435.669921875
2019-09-23,26483.029296875,26186.009765625,26463.619140625,26222.400390625,1285452900,26222.400390625
2019-09-24,26391.98046875,26207.26953125,26300.2109375,26281.0,2089366000,26281.0
2019-09-25,26190.560546875,25917.6796875,26162.7109375,25945.349609375,1762622300,25945.349609375
2019-09-26,26099.640625,25917.580078125,26075.150390625,26041.9296875,1700238600,26041.9296875
2019-09-27,26017.4609375,25840.66015625,25977.98046875,25954.810546875,984279500,25954.810546875
2019-09-30,26161.69921875,25786.2890625,25844.7109375,26092.26953125,1343934800,26092.26953125
2019-10-02,26092.619140625,25778.220703125,25901.470703125,26042.689453125,1202153800,26042.689453125
2019-10-03,26192.869140625,25809.470703125,25831.439453125,26110.310546875,1142351000,26110.310546875
2019-10-04,26169.509765625,25612.490234375,26169.509765625,25821.029296875,1137243700,25821.029296875
2019-10-08,26180.029296875,25761.5,25848.73046875,25893.400390625,1779110400,25893.400390625
2019-10-09,25866.83984375,25656.66015625,25736.880859375,25682.810546875,1588334500,25682.810546875
2019-10-10,25799.4296875,25521.94921875,25625.5703125,25782.1796875,0,25782.1796875
