Date,High,Low,Open,Close,Volume,Adj Close
2019-07-22,16.200000762939453,15.960000038146973,16.15999984741211,15.960000038146973,1556000,15.960000038146973
2019-07-23,16.280000686645508,15.9399995803833,16.0,16.079999923706055,1257000,16.079999923706055
2019-07-24,16.200000762939453,15.579999923706055,16.200000762939453,15.899999618530273,3888680,15.899999618530273
2019-07-25,16.040000915527344,15.0600004196167,15.899999618530273,15.180000305175781,6645000,15.180000305175781
2019-07-26,15.5,15.020000457763672,15.180000305175781,15.220000267028809,2566000,15.220000267028809
2019-07-29,15.279999732971191,14.319999694824219,15.199999809265137,14.4399995803833,5799760,14.4399995803833
2019-07-30,14.5600004196167,13.619999885559082,14.460000038146973,13.680000305175781,8418000,13.680000305175781
2019-07-31,14.4399995803833,13.800000190734863,14.199999809265137,14.199999809265137,9532977,14.199999809265137
2019-08-01,14.199999809265137,13.300000190734863,13.300000190734863,14.0,8962702,14.0
2019-08-02,13.739999771118164,12.819999694824219,13.720000267028809,12.979999542236328,12239354,12.979999542236328
2019-08-05,12.779999732971191,11.880000114440918,12.699999809265137,12.479999542236328,9984285,12.479999542236328
2019-08-06,12.880000114440918,11.920000076293945,12.0,12.739999771118164,8547000,12.739999771118164
2019-08-07,12.84000015258789,12.359999656677246,12.760000228881836,12.5,3870650,12.5
2019-08-08,12.720000267028809,12.239999771118164,12.539999961853027,12.579999923706055,3361325,12.579999923706055
2019-08-09,12.680000305175781,12.039999961853027,12.600000381469727,12.199999809265137,2736347,12.199999809265137
2019-08-12,12.520000457763672,12.180000305175781,12.220000267028809,12.5,2589000,12.5
2019-08-13,12.5,12.100000381469727,12.5,12.399999618530273,4545000,12.399999618530273
2019-08-14,12.539999961853027,11.15999984741211,12.399999618530273,12.180000305175781,15471664,12.180000305175781
2019-08-15,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,0,9.729999542236328
2019-08-16,11.420000076293945,10.300000190734863,10.300000190734863,11.079999923706055,53835364,11.079999923706055
2019-08-19,11.300000190734863,10.15999984741211,11.079999923706055,11.020000457763672,17586500,11.020000457763672
2019-08-20,12.399999618530273,10.920000076293945,11.020000457763672,12.279999732971191,13323337,12.279999732971191
2019-08-21,12.359999656677246,11.720000267028809,12.359999656677246,11.880000114440918,5462000,11.880000114440918
2019-08-22,11.84000015258789,10.880000114440918,11.84000015258789,11.4399995803833,7849172,11.4399995803833
2019-08-23,11.579999923706055,11.0,11.479999542236328,11.460000038146973,6175152,11.460000038146973
2019-08-26,11.319999694824219,11.0,11.0600004196167,11.15999984741211,3897559,11.15999984741211
2019-08-27,11.699999809265137,10.979999542236328,11.260000228881836,11.600000381469727,4582565,11.600000381469727
2019-08-28,11.640000343322754,11.199999809265137,11.640000343322754,11.319999694824219,2246442,11.319999694824219
2019-08-29,11.260000228881836,11.039999961853027,11.0600004196167,11.119999885559082,1705233,11.119999885559082
