date,PX_OPEN,PX_LAST
2015-01-05,4.355,4.555
2015-01-06,4.525,4.545
2015-01-07,4.54,4.525
2015-01-08,4.55,4.46
2015-01-09,4.46,4.345
2015-01-12,4.305,4.285
2015-01-13,4.305,4.33
2015-01-14,4.33,4.28
2015-01-15,4.29,4.43
2015-01-16,4.435,4.425
2015-01-19,4.26,4.195
2015-01-20,4.3,4.275
2015-01-21,4.28,4.39
2015-01-22,4.39,4.52
2015-01-23,4.525,4.445
2015-01-26,4.45,4.65
2015-01-27,4.68,4.61
2015-01-28,4.615,4.535
2015-01-29,4.495,4.55
2015-01-30,4.555,4.455
2015-02-02,4.39,4.325
2015-02-03,4.355,4.425
2015-02-04,4.43,4.37
2015-02-05,4.42,4.335
2015-02-06,4.33,4.345
2015-02-09,4.415,4.39
2015-02-10,4.385,4.4
2015-02-11,4.415,4.52
2015-02-12,4.525,4.545
2015-02-13,4.5600000000000005,4.575
2015-02-16,4.555,4.58
2015-02-17,4.65,4.635
2015-02-25,4.68,4.66
2015-02-26,4.65,4.605
2015-02-27,4.585,4.59
2015-03-02,4.605,4.62
2015-03-03,4.6,4.495
2015-03-04,4.5,4.5600000000000005
2015-03-05,4.555,4.745
2015-03-06,4.715,4.65
2015-03-09,4.62,4.65
2015-03-10,4.625,4.66
2015-03-11,4.665,4.8100000000000005
2015-03-12,4.8149999999999995,4.76
2015-03-13,4.72,4.77
2015-03-16,4.825,4.885
2015-03-17,4.91,5.035
2015-03-18,5.045,5.375
2015-03-19,5.38,5.365
2015-03-20,5.38,5.32
2015-03-23,5.34,5.39
2015-03-24,5.4,5.245
2015-03-25,5.255,5.285
2015-03-26,5.27,5.505
2015-03-27,5.45,5.59
2015-03-30,5.59,5.89
2015-03-31,5.89,5.765
2015-04-01,5.77,5.88
2015-04-02,5.96,5.945
2015-04-03,5.9,5.905
2015-04-07,5.9,5.905
2015-04-08,6.0,5.765
2015-04-09,5.88,5.85
2015-04-10,5.85,6.22
2015-04-13,6.2,6.23
2015-04-14,6.215,6.035
2015-04-15,6.05,5.775
2015-04-16,5.725,5.845
2015-04-17,5.865,5.82
2015-04-20,5.8,5.555
2015-04-21,5.55,5.75
2015-04-22,5.76,5.87
2015-04-23,5.9,5.925
2015-04-24,5.84,5.885
2015-04-27,5.875,5.9350000000000005
2015-04-28,5.91,5.66
2015-04-29,5.66,5.6899999999999995
2015-04-30,5.7,5.605
2015-05-04,5.59,5.595
2015-05-05,5.635,5.625
2015-05-06,5.695,5.535
2015-05-07,5.495,5.285
2015-05-08,5.39,5.41
2015-05-11,5.41,5.54
2015-05-12,5.545,5.5649999999999995
2015-05-13,5.57,5.63
2015-05-14,5.64,5.55
2015-05-15,5.55,5.38
2015-05-18,5.38,5.315
2015-05-19,5.33,5.595
2015-05-20,5.615,5.665
2015-05-21,5.745,5.76
2015-05-22,5.86,5.865
2015-05-25,5.9,6.05
2015-05-26,6.1,6.34
2015-05-27,6.475,6.975
2015-05-28,7.3,6.78
2015-05-29,6.965,7.185
2015-06-01,7.45,7.66
2015-06-02,7.6899999999999995,8.18
2015-06-03,8.015,7.98
2015-06-04,7.98,7.58
2015-06-05,7.725,7.585
2015-06-08,7.595,7.44
2015-06-09,7.44,7.535
2015-06-10,7.5,7.6850000000000005
2015-06-11,7.755,7.61
2015-06-12,7.625,7.58
2015-06-15,7.635,7.5
2015-06-16,7.35,7.675
2015-06-17,7.65,7.82
2015-06-18,7.8,7.78
2015-06-19,7.585,7.0
2015-06-23,7.0,6.725
2015-06-24,6.785,6.735
2015-06-25,6.7,6.61
2015-06-26,6.4,5.95
2015-06-29,6.11,5.355
2015-06-30,5.36,5.795
2015-07-01,5.65,5.37
2015-07-02,5.445,4.875
2015-07-03,4.8,4.595
2015-07-06,5.055,4.9399999999999995
2015-07-07,4.665,4.45
2015-07-08,4.005,4.005
2015-07-09,4.005,4.405
