date,PX_OPEN,PX_LAST
2015-01-05,5.0,4.97
2015-01-06,4.9,4.8
2015-01-07,4.8,4.913
2015-01-08,4.9,4.717
2015-01-09,4.667,4.603
2015-01-12,4.53,4.42
2015-01-13,4.42,4.453
2015-01-14,4.457,4.36
2015-01-15,4.36,4.517
2015-01-16,4.533,4.523
2015-01-19,4.26,4.07
2015-01-20,4.067,4.143
2015-01-21,4.153,4.35
2015-01-22,4.35,4.38
2015-01-23,4.417,4.367
2015-01-26,4.36,4.4
2015-01-27,4.413,4.487
2015-01-28,4.433,4.37
2015-01-29,4.333,4.227
2015-01-30,4.16,3.957
2015-02-02,3.86,3.783
2015-02-03,3.83,3.943
2015-02-04,3.883,3.863
2015-02-05,3.9370000000000003,3.79
2015-02-06,3.77,3.79
2015-02-09,3.793,3.88
2015-02-10,3.887,3.947
2015-02-11,3.963,3.927
2015-02-12,3.927,3.933
2015-02-13,3.96,4.003
2015-02-16,4.09,4.13
2015-02-17,4.1,4.113
2015-02-25,4.123,4.153
2015-02-26,4.157,4.57
2015-02-27,4.583,4.5
2015-03-02,4.617,4.6899999999999995
2015-03-03,4.667,4.6129999999999995
2015-03-04,4.607,4.6
2015-03-05,4.6,4.593
2015-03-06,4.5600000000000005,4.577
2015-03-09,4.537,4.617
2015-03-10,4.623,4.66
2015-03-11,4.663,4.65
2015-03-12,4.6899999999999995,4.577
2015-03-13,4.567,4.6530000000000005
2015-03-16,4.673,4.74
2015-03-17,4.783,4.9399999999999995
2015-03-18,4.993,4.983
2015-03-19,4.983,5.013
2015-03-20,5.057,4.953
2015-03-23,4.967,4.973
2015-03-24,4.97,4.833
2015-03-25,4.833,4.843
2015-03-26,4.85,4.927
2015-03-27,4.927,4.93
2015-03-30,4.873,5.383
2015-03-31,5.337,5.1
2015-04-01,5.107,5.123
2015-04-02,5.113,5.067
2015-04-03,5.033,5.05
2015-04-07,5.083,5.123
2015-04-08,5.123,5.167
2015-04-09,5.15,4.9
2015-04-10,4.893,4.937
2015-04-13,4.933,5.0
2015-04-14,5.0,5.05
2015-04-15,4.997,4.77
2015-04-16,4.683,4.773
2015-04-17,4.787,5.0
2015-04-20,4.933,5.04
2015-04-21,5.033,5.053
2015-04-22,5.057,5.147
2015-04-23,5.163,5.297
2015-04-24,5.267,5.243
2015-04-27,5.267,5.313
2015-04-28,5.313,5.0
2015-04-29,4.953,4.973
2015-04-30,4.963,4.9030000000000005
2015-05-04,4.937,4.963
2015-05-05,4.977,4.713
2015-05-06,4.713,4.567
2015-05-07,4.57,4.423
2015-05-08,4.483,4.537
2015-05-11,4.59,4.693
2015-05-12,4.6899999999999995,4.67
2015-05-13,4.673,4.667
2015-05-14,4.693,4.573
2015-05-15,4.57,4.64
2015-05-18,4.647,4.667
2015-05-19,4.817,4.973
2015-05-20,4.967,4.927
2015-05-21,4.93,5.103
2015-05-22,5.133,5.06
2015-05-25,5.05,5.15
2015-05-26,5.187,5.247
2015-05-27,5.24,5.133
2015-05-28,5.12,5.0
2015-05-29,4.967,4.8870000000000005
2015-06-01,4.893,5.163
2015-06-02,5.207,5.47
2015-06-03,5.517,5.567
2015-06-04,5.433,5.523
2015-06-05,5.55,5.727
2015-06-08,5.74,5.763
2015-06-09,5.767,5.667
2015-06-10,5.617,5.647
2015-06-11,5.65,5.78
2015-06-12,5.797,5.943
2015-06-15,5.963,5.837
2015-06-16,5.767,5.487
2015-06-17,5.483,5.61
2015-06-18,5.553,5.3629999999999995
2015-06-19,5.297,4.957
2015-06-23,4.95,5.097
2015-06-24,5.107,5.293
2015-06-25,5.3,5.083
2015-06-26,4.923,4.577
2015-06-29,4.707,4.12
2015-06-30,4.12,4.423
2015-07-01,4.4,4.063
2015-07-02,4.08,3.673
2015-07-14,4.04,4.04
2015-07-15,4.443,4.333
2015-07-16,4.2,4.287
2015-07-17,4.287,4.527
2015-07-20,4.433,4.523
2015-07-21,4.46,4.423
2015-07-22,4.417,4.4030000000000005
2015-07-23,4.4030000000000005,4.45
2015-07-24,4.46,4.333
2015-07-27,4.223,3.9
2015-07-28,3.717,3.73
2015-07-29,3.7800000000000002,3.867
2015-07-30,3.833,3.66
2015-07-31,3.593,3.673
2015-08-03,3.653,3.817
2015-08-04,3.8,3.92
2015-08-05,3.893,3.997
2015-08-06,3.89,3.873
2015-08-07,3.93,3.957
2015-08-10,3.973,4.1
2015-08-11,4.127,4.083
2015-08-12,4.113,4.053
2015-08-13,4.027,4.13
2015-08-14,4.127,4.077
2015-08-17,4.077,4.103
2015-08-18,4.113,3.723
2015-08-19,3.64,3.77
2015-08-20,3.727,3.627
2015-08-21,3.547,3.357
2015-08-24,3.693,3.693
2015-08-25,3.4699999999999998,3.577
2015-08-26,3.593,3.9
2015-08-27,4.0,4.0
2015-08-28,4.1,4.4
2015-08-31,4.483,4.35
2015-09-01,4.18,3.917
2015-09-02,3.58,3.537
2015-09-07,3.657,3.85
2015-09-08,3.7,4.043
2015-09-09,4.03,4.173
2015-09-10,4.037,4.107
2015-09-11,4.103,4.263
2015-09-14,4.35,3.8369999999999997
2015-09-15,3.733,3.62
2015-09-16,3.707,3.983
2015-09-17,4.293,4.267
2015-09-18,4.427,4.367
2015-09-21,4.333,4.8
2015-09-22,4.667,4.603
2015-09-23,4.5,4.79
2015-09-24,4.71,4.61
2015-09-25,4.6,4.27
2015-09-28,4.27,4.35
2015-09-29,4.27,4.11
2015-09-30,4.11,4.08
2015-10-08,4.25,4.27
2015-10-09,4.23,4.32
2015-10-12,4.3,4.6
