date,PX_OPEN,PX_LAST
2015-01-05,4.47,4.48
2015-01-06,4.455,4.409
2015-01-07,4.365,4.445
2015-01-08,4.45,4.435
2015-01-09,4.424,4.418
2015-01-12,4.382,4.135
2015-01-13,4.094,4.105
2015-01-14,4.111,4.144
2015-01-15,4.139,4.258
2015-01-16,4.247,4.223
2015-01-19,4.027,3.8
2015-01-20,3.867,3.942
2015-01-21,4.0,4.336
2015-01-22,4.5440000000000005,4.747
2015-01-23,4.697,4.665
2015-01-26,4.712,4.712
2015-01-27,4.758,4.67
2015-01-28,4.606,4.532
2015-01-29,4.43,4.524
2015-01-30,4.465,4.482
2015-02-02,4.364,4.567
2015-02-03,4.591,4.6530000000000005
2015-02-04,4.652,4.5
2015-02-05,4.62,4.426
2015-02-06,4.377,4.261
2015-02-09,4.271,4.395
2015-02-10,4.424,4.356
2015-02-11,4.364,4.392
2015-02-12,4.385,4.638
2015-02-13,4.691,4.67
2015-02-16,4.648,4.683
2015-02-17,4.711,4.97
2015-02-25,4.955,4.842
2015-02-26,4.823,4.989
2015-02-27,4.997,4.932
2015-03-02,4.982,4.917
2015-03-03,4.848,4.836
2015-03-04,4.833,5.067
2015-03-05,5.0,4.921
2015-03-06,4.909,4.824
2015-03-09,4.7620000000000005,4.838
2015-03-10,4.803,4.765
2015-03-11,4.755,4.727
2015-03-12,4.733,4.832
2015-03-13,4.811,4.792
2015-03-16,4.852,4.932
2015-03-17,4.976,5.03
2015-03-18,5.045,5.205
2015-03-19,5.303,5.188
2015-03-20,5.218,5.312
2015-03-23,5.317,5.329
2015-03-24,5.335,5.159
2015-03-25,5.148,5.106
2015-03-26,5.076,5.124
2015-03-27,5.124,5.168
2015-03-30,5.167,5.27
2015-03-31,5.3,5.165
2015-04-01,5.171,5.395
2015-04-02,5.394,5.305
2015-04-03,5.227,5.305
2015-04-07,5.341,5.461
2015-04-08,5.482,5.642
2015-04-09,5.633,5.888
2015-04-10,5.727,5.842
2015-04-13,5.833,5.786
2015-04-14,5.788,5.679
2015-04-15,5.641,5.48
2015-04-16,5.424,5.58
2015-04-17,5.623,5.588
2015-04-20,5.576,5.218
2015-04-21,5.215,5.37
2015-04-22,5.436,5.535
2015-04-23,5.558,5.432
2015-04-24,5.311,5.436
2015-04-27,5.452,5.458
2015-04-28,5.455,5.753
2015-04-29,5.648,5.665
2015-04-30,5.682,5.536
2015-05-04,5.542,5.444
2015-05-05,5.43,5.259
2015-05-06,5.256,5.311
2015-05-07,5.315,5.341
2015-05-08,5.376,5.423
2015-05-11,5.453,5.644
2015-05-12,5.576,5.667
2015-05-13,5.633,5.874
2015-05-14,5.742,5.879
2015-05-15,5.829,5.615
2015-05-18,5.591,5.539
2015-05-19,5.553,5.767
2015-05-20,5.756,5.767
2015-05-21,5.732,5.764
2015-05-22,5.802,6.339
2015-05-25,6.561,6.435
2015-05-26,6.391,6.644
2015-05-27,6.576,7.103
2015-05-28,6.97,6.392
2015-05-29,6.3,6.456
2015-06-01,6.456,6.894
2015-06-02,6.894,7.138
2015-06-03,7.212,7.482
2015-06-04,7.424,7.377
2015-06-05,7.455,7.27
2015-06-08,7.167,7.327
2015-06-09,7.303,7.011
2015-06-10,6.894,6.971
2015-06-11,7.045,6.945
2015-06-12,6.938,7.083
2015-06-15,7.145,6.941
2015-06-16,6.879,6.767
2015-06-17,6.689,7.135
2015-06-18,7.098,6.774
2015-06-19,6.618,6.574
2015-06-23,6.665,7.042
2015-06-24,7.121,7.239
2015-06-25,7.297,7.729
2015-06-26,7.503,6.959
2015-06-29,7.273,6.862
2015-06-30,6.877,7.548
2015-07-01,7.497,7.364
2015-07-02,7.576,6.986
2015-07-03,6.442,6.288
2015-07-06,6.917,6.077
2015-07-07,5.758,5.47
2015-07-13,6.017,6.017
2015-07-14,6.618,6.497
2015-07-15,6.348,5.983
2015-07-16,5.983,6.111
2015-07-17,6.129,6.409
2015-07-20,6.5120000000000005,6.477
2015-07-21,6.394,6.976
2015-07-22,6.991,7.159
2015-07-23,7.121,7.271
2015-07-24,7.273,7.689
2015-07-27,7.424,6.921
2015-07-28,6.765,7.014
2015-07-29,7.091,7.715
2015-07-30,7.72,7.735
2015-07-31,7.727,7.28
2015-08-03,7.045,6.553
2015-08-04,6.527,7.094
2015-08-05,6.818,6.7940000000000005
2015-08-06,6.545,6.656
2015-08-07,6.744,6.845
2015-08-10,6.848,7.376
2015-08-11,7.424,7.418
2015-08-12,7.305,7.532
2015-08-13,7.542,8.006
2015-08-14,8.145,8.097
2015-08-17,7.955,8.9
2015-08-18,8.906,8.011
2015-08-19,7.727,8.111
2015-08-20,7.879,7.379
2015-08-21,7.121,7.252
2015-08-24,6.786,6.526
2015-08-25,5.939,5.873
2015-08-26,6.045,5.708
2015-08-27,5.985,6.162
2015-08-28,6.212,6.556
2015-08-31,6.409,6.241
2015-09-01,6.182,5.623
2015-09-02,5.303,5.7940000000000005
2015-09-07,5.9,5.848
2015-09-08,5.803,6.145
2015-09-09,6.242,6.353
2015-09-10,6.197,6.221
2015-09-11,6.177,6.182
2015-09-14,6.211,5.9350000000000005
2015-09-15,5.788,5.341
2015-09-16,5.356,5.832
2015-09-17,5.898,5.765
2015-09-18,5.879,5.962
2015-09-21,5.955,6.342
2015-09-22,6.333,6.188
2015-09-23,6.155,6.345
2015-09-24,6.136,6.129
2015-09-25,6.083,5.625
2015-09-28,5.538,5.716
2015-09-29,5.572,5.424
2015-09-30,5.492,5.443
