date,PX_OPEN,PX_LAST
2015-01-05,7.16,7.13
2015-01-06,7.13,6.95
2015-01-07,6.97,7.05
2015-01-08,7.04,6.8
2015-01-09,6.77,6.71
2015-01-12,6.63,6.39
2015-01-13,6.4,6.42
2015-01-14,6.42,6.32
2015-01-15,6.33,6.54
2015-01-16,6.5600000000000005,6.57
2015-01-19,6.18,5.96
2015-01-20,5.9399999999999995,6.01
2015-01-21,6.02,6.22
2015-01-22,6.2,6.27
2015-01-23,6.25,6.17
2015-01-26,6.19,6.27
2015-01-27,6.28,6.35
2015-01-28,6.33,6.22
2015-01-29,6.17,6.13
2015-01-30,6.16,6.12
2015-02-02,6.06,6.03
2015-02-03,6.06,6.12
2015-02-04,6.13,6.08
2015-02-05,6.18,6.02
2015-02-06,5.99,5.83
2015-02-09,5.83,5.8
2015-02-10,5.8,5.9
2015-02-11,5.92,5.97
2015-02-12,5.98,6.0
2015-02-13,6.03,6.05
2015-02-16,6.05,6.07
2015-02-17,6.09,6.08
2015-02-25,6.1,6.03
2015-02-26,6.03,6.33
2015-02-27,6.29,6.26
2015-03-02,6.3,6.35
2015-03-03,6.32,6.17
2015-03-04,6.19,6.27
2015-03-05,6.23,6.25
2015-03-06,6.25,6.22
2015-03-09,6.19,6.28
2015-03-10,6.26,6.26
2015-03-11,6.26,6.22
2015-03-12,6.22,6.25
2015-03-13,6.28,6.3
2015-03-16,6.32,6.4
2015-03-17,6.42,6.59
2015-03-18,6.6,6.68
2015-03-19,6.6899999999999995,6.76
2015-03-20,6.77,6.7
2015-03-23,6.75,6.8
2015-03-24,6.82,6.7
2015-03-25,6.6899999999999995,6.8
2015-03-26,6.8,6.9
2015-03-27,6.93,6.87
2015-03-30,6.98,7.5600000000000005
2015-03-31,7.8,7.32
2015-04-01,7.32,7.46
2015-04-02,7.47,7.4
2015-04-03,7.4,7.47
2015-04-07,7.61,7.73
2015-04-08,7.75,7.75
2015-04-09,7.77,7.47
2015-04-10,7.45,7.53
2015-04-13,7.55,7.7
2015-04-14,7.71,7.86
2015-04-15,7.74,7.48
2015-04-16,7.37,7.57
2015-04-17,7.61,7.99
2015-04-20,7.82,8.11
2015-04-21,8.09,8.16
2015-04-22,8.2,8.31
2015-04-23,8.33,8.27
2015-04-24,8.14,8.06
2015-04-27,8.38,8.33
2015-04-28,8.25,7.99
2015-04-29,7.95,8.0
2015-04-30,7.99,7.86
2015-05-04,7.88,7.98
2015-05-05,7.98,7.43
2015-05-06,7.45,7.18
2015-05-07,7.17,7.08
2015-05-08,7.19,7.26
2015-05-11,7.35,7.6
2015-05-12,7.55,7.58
2015-05-13,7.62,7.67
2015-05-14,7.67,7.53
2015-05-15,7.59,7.52
2015-05-18,7.53,7.42
2015-05-19,7.46,7.71
2015-05-20,7.72,7.6899999999999995
2015-05-21,7.6899999999999995,8.1
2015-05-22,8.17,8.11
2015-05-25,8.07,8.33
2015-05-26,8.43,8.47
2015-05-27,8.48,8.72
2015-05-28,8.8,8.65
2015-05-29,8.8,8.93
2015-06-02,9.82,9.82
2015-06-03,10.8,10.38
2015-06-04,10.09,10.13
2015-06-05,10.2,10.11
2015-06-08,10.19,10.22
2015-06-09,10.27,10.01
2015-06-10,9.97,9.96
2015-06-11,9.96,10.09
2015-06-12,10.11,10.32
2015-06-15,10.2,9.98
2015-06-16,9.91,9.43
2015-06-17,9.36,9.5
2015-06-18,9.43,9.14
2015-06-19,9.01,8.33
2015-06-23,8.36,8.59
2015-06-24,8.68,8.84
2015-06-25,8.87,8.72
2015-06-26,8.5,7.96
2015-06-29,8.25,7.58
2015-06-30,7.6,8.11
2015-07-01,8.08,7.59
2015-07-02,7.68,7.07
2015-07-03,6.98,6.36
2015-07-06,6.95,6.44
2015-07-07,6.22,5.99
2015-07-08,5.41,5.39
2015-07-09,5.39,5.93
2015-07-10,6.05,6.52
2015-07-13,6.68,7.17
2015-07-14,6.91,6.71
2015-07-15,6.51,6.04
2015-07-16,6.04,6.16
2015-07-17,6.18,6.49
2015-07-20,6.48,6.49
2015-07-21,6.39,6.54
2015-07-22,6.54,6.54
2015-07-23,6.52,6.73
2015-07-24,6.7,6.55
2015-07-27,6.34,5.9
2015-07-28,5.75,5.85
2015-07-29,5.9,6.11
2015-07-30,6.07,5.87
2015-07-31,5.75,5.99
2015-08-03,5.9,6.39
2015-08-04,6.35,6.54
2015-08-05,6.5,6.61
2015-08-06,6.45,6.41
2015-08-07,6.45,6.47
2015-08-10,6.53,6.77
2015-08-11,7.26,7.45
2015-08-12,7.39,7.2
2015-08-13,7.11,7.51
2015-08-14,7.51,7.36
2015-08-17,7.39,7.46
2015-08-18,7.49,6.71
2015-08-19,6.49,6.91
2015-08-20,6.79,6.62
2015-08-21,6.5,6.25
2015-08-24,6.05,5.63
2015-08-25,5.09,5.07
2015-08-26,5.2,5.0
2015-08-27,5.03,5.25
2015-08-28,5.35,5.64
2015-08-31,5.5,5.75
2015-09-01,5.6,5.75
2015-09-02,5.5,5.35
2015-09-07,5.45,5.39
2015-09-08,5.36,5.57
2015-09-09,5.61,5.6899999999999995
2015-09-10,5.6,5.51
2015-09-11,5.51,5.52
2015-09-14,5.66,5.22
2015-09-15,5.08,4.88
2015-09-16,4.91,5.28
2015-09-17,5.26,5.13
2015-09-18,5.15,5.18
2015-09-21,5.13,5.29
2015-09-22,5.29,5.3
2015-09-23,5.21,5.15
2015-09-24,5.16,5.19
2015-09-25,5.17,5.04
2015-09-28,5.05,5.07
2015-09-29,5.01,4.95
2015-09-30,4.98,4.99
2015-10-08,5.15,5.14
2015-10-09,5.14,5.22
2015-10-12,5.22,5.42
2015-10-13,5.37,5.39
2015-10-14,5.32,5.27
2015-10-15,5.25,5.39
2015-10-16,5.4,5.44
2015-10-19,5.46,5.38
2015-10-20,5.38,5.48
2015-10-21,5.48,5.24
2015-10-22,5.2,5.3
2015-10-23,5.31,5.33
2015-10-26,5.41,5.42
2015-10-27,5.37,5.35
2015-10-28,5.31,5.28
2015-10-29,5.3,5.27
2015-10-30,5.27,5.23
2015-11-02,5.17,5.19
2015-11-03,5.21,5.2
2015-11-04,5.2,5.38
2015-11-05,5.39,5.49
2015-11-06,5.48,5.53
2015-11-09,5.64,5.61
2015-11-10,5.6,5.61
2015-11-11,5.62,5.68
2015-11-12,5.7,5.59
2015-11-13,5.53,5.45
2015-11-16,5.39,5.49
2015-11-17,5.52,5.52
2015-11-18,5.52,5.53
2015-11-19,5.54,5.59
2015-11-20,5.58,5.65
2015-11-23,5.63,5.5600000000000005
2015-11-24,5.53,5.52
2015-11-25,5.5,5.52
2015-11-26,5.54,5.46
2015-11-27,5.44,5.09
2015-11-30,5.11,5.1
2015-12-01,5.1,5.18
2015-12-02,5.16,5.7
2015-12-03,5.83,5.73
2015-12-04,5.67,5.63
2015-12-07,5.6,5.62
2015-12-08,5.59,5.35
2015-12-09,5.36,5.38
2015-12-10,5.36,5.29
2015-12-11,5.26,5.28
2015-12-14,5.25,5.42
2015-12-15,5.43,5.38
2015-12-16,5.39,5.33
2015-12-17,5.35,5.45
2015-12-18,5.43,5.41
2015-12-21,5.39,5.52
2015-12-22,5.52,5.5
2015-12-23,5.51,5.55
2015-12-24,5.57,5.58
2015-12-25,5.58,5.61
2015-12-28,5.63,5.4
2015-12-29,5.37,5.4
2015-12-30,5.41,5.41
2015-12-31,5.39,5.35
2016-01-04,5.35,4.96
2016-01-05,4.89,5.06
2016-01-06,5.05,5.21
2016-01-07,5.16,4.84
2016-01-08,5.0,5.04
2016-01-11,4.99,4.92
2016-01-12,4.95,4.93
2016-01-13,4.9399999999999995,4.85
2016-01-14,4.73,4.89
2016-01-15,4.88,4.61
2016-01-18,4.58,4.61
2016-01-19,4.61,4.75
2016-01-20,4.72,4.67
2016-01-21,4.65,4.57
