date,PX_OPEN,PX_LAST
2015-01-05,8.56,8.62
2015-01-06,8.58,8.28
2015-01-07,8.27,8.17
2015-01-08,8.2,7.85
2015-01-09,7.8100000000000005,7.74
2015-01-12,7.63,7.55
2015-01-13,7.5600000000000005,7.58
2015-01-14,7.61,7.63
2015-01-15,7.64,7.95
2015-01-16,7.95,7.88
2015-01-19,7.29,7.09
2015-01-20,7.15,7.16
2015-01-21,7.16,7.88
2015-03-23,8.67,8.67
2015-03-24,9.53,9.54
2015-03-25,9.55,9.26
2015-03-26,9.26,9.13
2015-03-27,9.3,9.5
2015-03-30,9.61,10.03
2015-03-31,10.41,9.65
2015-04-01,9.57,9.64
2015-04-02,9.66,9.52
2015-04-03,9.45,9.49
2015-04-07,9.51,9.69
2015-04-08,9.76,9.7
2015-04-09,9.69,10.28
2015-04-10,10.04,10.16
2015-04-13,10.2,10.22
2015-04-14,10.2,10.4
2015-04-15,10.41,10.09
2015-04-16,10.01,10.27
2015-04-17,10.36,10.37
2015-04-20,10.49,10.16
2015-04-21,10.2,10.34
2015-04-22,10.35,10.59
2015-04-23,10.81,10.47
2015-04-24,10.3,10.18
2015-04-27,10.28,10.3
2015-04-28,10.28,9.97
2015-04-29,9.98,10.11
2015-04-30,10.16,10.37
2015-05-04,10.37,10.61
2015-05-05,10.69,10.0
2015-05-06,10.08,9.68
2015-05-07,9.6,9.42
2015-05-08,9.52,9.7
2015-05-11,9.98,9.87
2015-05-12,9.89,9.77
2015-05-13,9.77,10.02
2015-05-14,10.0,9.75
2015-05-15,9.7,9.43
2015-05-18,9.36,9.38
2015-05-19,9.41,9.65
2015-05-20,9.7,9.7
2015-05-21,9.75,9.81
2015-05-22,9.89,10.27
2015-05-25,10.3,10.5
2015-05-26,10.59,10.65
2015-05-27,11.0,11.72
2015-05-28,12.19,11.1
2015-05-29,11.38,11.74
2015-06-01,12.0,12.28
2015-06-02,12.3,12.3
2015-06-03,12.32,11.8
2015-06-04,11.82,11.61
2015-06-05,11.82,11.99
2015-06-08,12.12,12.19
2015-06-09,12.19,12.07
2015-06-10,12.14,12.14
2015-06-11,12.18,12.0
2015-06-12,12.01,12.08
2015-06-15,12.08,13.2
2015-06-16,12.8,13.1
2015-06-17,13.13,12.87
2015-06-18,12.93,13.37
2015-06-19,13.4,12.49
2015-06-23,12.63,12.83
2015-06-24,13.09,13.44
2015-06-25,13.28,13.85
2015-06-26,13.3,12.47
2015-06-29,12.97,12.57
2015-06-30,12.37,12.98
2015-07-01,12.9,11.7
2015-07-02,11.59,10.53
2015-07-03,9.6,9.48
2015-07-06,10.4,9.12
2015-07-07,8.98,8.19
2015-07-17,9.01,9.01
2015-07-20,9.91,9.91
2015-07-21,9.88,10.04
2015-07-22,9.97,9.92
2015-07-23,9.9,10.27
2015-07-24,10.3,10.02
2015-07-27,9.81,9.02
2015-07-28,8.49,8.67
2015-07-29,8.76,9.17
2015-07-30,9.33,9.02
2015-07-31,8.94,9.4
2015-08-03,9.38,10.0
2015-08-04,10.0,10.12
2015-08-05,10.06,9.72
2015-08-06,9.43,9.31
2015-08-07,9.42,9.49
2015-08-10,9.56,9.98
2015-08-11,9.93,10.16
2015-08-12,10.02,9.91
2015-08-13,9.88,10.05
2015-08-14,10.1,10.38
2015-08-17,10.37,10.92
2015-08-18,10.92,9.83
2015-08-19,9.5,9.95
2015-08-20,9.63,9.34
2015-08-21,9.25,8.8
2015-08-24,8.32,7.92
2015-08-25,7.17,7.13
2015-08-26,7.29,6.84
2015-08-27,7.05,7.24
2015-08-28,7.41,7.72
2015-08-31,7.68,7.89
2015-09-01,7.7,8.13
2015-09-02,7.67,8.18
2015-09-07,8.17,7.73
2015-09-08,7.68,7.88
2015-09-09,7.9,8.08
2015-09-10,7.99,7.83
2015-09-11,8.02,7.85
2015-09-14,7.9399999999999995,7.36
2015-09-15,7.3,7.04
2015-09-16,7.1,7.57
2015-09-17,7.46,7.27
2015-09-18,7.33,7.34
2015-09-21,7.3,7.5600000000000005
2015-09-22,7.5600000000000005,7.55
2015-09-23,7.42,7.25
2015-09-24,7.31,7.28
2015-09-25,7.3,7.16
2015-09-28,7.18,7.2
2015-09-29,7.1,7.0
2015-09-30,7.03,7.11
2015-10-08,7.34,7.33
2015-10-09,7.35,7.37
2015-10-12,7.41,7.75
2015-10-13,7.66,7.6899999999999995
2015-10-14,7.7,7.62
2015-10-15,7.6,7.78
2015-10-16,7.97,8.15
2015-10-19,8.36,8.22
2015-10-20,8.28,8.33
2015-10-21,8.39,8.06
2015-10-22,8.11,8.33
2015-10-23,8.37,8.58
2015-10-26,8.81,8.56
2015-10-27,8.45,8.43
2015-10-28,8.35,8.13
2015-10-29,8.19,8.26
2015-10-30,8.29,8.17
2015-11-02,8.05,8.03
2015-11-03,8.05,8.05
2015-11-04,8.07,8.41
2015-11-05,8.41,8.61
2015-11-06,9.0,8.78
2015-11-09,8.78,8.95
2015-11-10,8.86,8.81
2015-11-11,8.83,8.95
2015-11-12,9.01,8.77
2015-11-13,8.66,8.46
2015-11-16,8.3,8.48
2015-11-17,8.54,8.5
2015-11-18,8.46,8.68
2015-11-19,8.66,8.72
2015-11-20,8.71,8.72
2015-11-23,8.75,8.55
2015-11-24,8.59,8.57
2015-11-25,8.56,8.56
2015-11-26,8.6,8.58
2015-11-27,8.57,8.05
2015-11-30,8.04,8.16
2015-12-01,8.14,8.64
2015-12-02,8.59,8.99
2015-12-03,8.98,8.92
2015-12-04,8.81,8.67
2015-12-07,8.68,8.56
2015-12-08,8.57,8.29
2015-12-09,8.37,8.43
2015-12-10,8.44,8.21
2015-12-11,8.18,8.25
2015-12-14,8.19,8.48
2015-12-15,8.53,8.54
2015-12-16,8.58,8.44
2015-12-17,8.49,9.28
2015-12-18,9.2,9.18
2015-12-21,9.18,9.45
2015-12-22,9.5,9.43
2015-12-23,9.45,9.56
2015-12-24,9.51,9.26
2015-12-25,9.29,9.34
2015-12-28,9.34,8.93
2015-12-29,8.9,8.93
2015-12-30,8.86,8.87
2015-12-31,8.85,8.8
2016-01-04,8.85,7.95
2016-01-05,7.7,7.9399999999999995
2016-01-06,7.93,8.1
2016-01-07,7.98,7.35
2016-01-08,7.59,7.64
2016-01-11,7.49,7.14
2016-01-12,7.26,7.24
2016-01-13,7.29,7.04
2016-01-14,6.9,7.21
2016-01-15,7.08,6.84
2016-01-18,6.73,6.83
2016-01-19,6.85,7.13
2016-01-20,7.1,6.97
2016-01-21,6.88,6.8
2016-01-22,6.87,6.8
2016-01-25,6.85,6.8100000000000005
2016-01-26,6.71,6.29
2016-01-27,6.34,6.2
2016-01-28,6.1,6.25
2016-01-29,6.25,6.42
2016-02-01,6.42,6.33
2016-02-02,6.34,6.63
2016-02-03,6.66,6.63
2016-02-04,6.6,6.66
2016-02-05,6.6899999999999995,6.62
2016-02-15,6.38,6.46
2016-02-16,6.52,6.7
2016-02-17,6.7,6.77
2016-02-18,6.8100000000000005,6.75
2016-02-19,6.75,6.8100000000000005
2016-02-22,6.96,6.95
2016-02-23,7.0,6.85
2016-02-24,6.86,6.92
2016-02-25,6.9,6.43
2016-02-26,6.5,6.5
2016-02-29,6.6,6.47
2016-03-01,6.5600000000000005,6.72
2016-03-02,6.6899999999999995,7.39
2016-03-03,7.5,7.24
2016-03-04,7.15,7.22
2016-03-07,7.33,7.25
2016-03-08,7.25,7.19
2016-03-09,6.98,6.84
2016-03-10,6.84,6.6
2016-03-11,6.5,6.5600000000000005
