date,PX_OPEN,PX_LAST
2015-01-05,9.54,9.8
2015-01-06,9.66,9.59
2015-01-07,9.52,9.75
2015-01-08,9.7,9.18
2015-01-09,9.13,8.95
2015-01-12,8.83,8.49
2015-01-13,8.49,8.53
2015-01-14,8.56,8.54
2015-01-15,8.55,8.81
2015-01-16,8.85,8.82
2015-01-19,8.26,7.9399999999999995
2015-01-20,8.01,8.13
2015-01-21,8.15,8.44
2015-01-22,8.41,8.54
2015-01-23,8.57,8.42
2015-01-26,8.42,8.59
2015-01-27,8.61,8.59
2015-01-28,8.5,8.39
2015-01-29,8.26,8.28
2015-01-30,8.35,8.13
2015-02-02,8.0,7.82
2015-02-03,7.88,7.98
2015-02-04,7.99,7.95
2015-02-05,8.09,7.7
2015-02-06,7.6899999999999995,7.5
2015-02-09,7.48,7.57
2015-02-10,7.57,7.85
2015-02-11,7.97,7.91
2015-02-12,7.89,7.93
2015-02-13,7.96,8.01
2015-02-16,8.0,8.01
2015-02-17,8.01,8.15
2015-02-25,8.18,8.07
2015-02-26,8.07,8.52
2015-02-27,8.46,8.43
2015-03-02,8.5,8.53
2015-03-03,8.5,8.29
2015-03-04,8.32,8.35
2015-03-05,8.31,8.17
2015-03-06,8.17,8.22
2015-03-09,8.15,8.31
2015-03-10,8.26,8.29
2015-03-11,8.34,8.36
2015-03-12,8.4,8.49
2015-03-13,8.51,8.57
2015-03-16,8.64,8.83
2015-03-17,8.86,8.98
2015-03-18,8.98,9.08
2015-03-19,9.06,9.29
2015-03-20,9.27,9.25
2015-03-23,9.3,9.35
2015-03-24,9.36,9.24
2015-03-25,9.2,9.11
2015-03-26,9.12,9.6
2015-03-27,9.56,9.61
2015-03-30,9.75,10.18
2015-03-31,10.24,9.76
2015-04-01,9.6,9.88
2015-04-02,9.88,9.8
2015-04-03,9.74,9.84
2015-04-07,9.9,10.06
2015-04-08,10.08,10.47
2015-04-09,10.35,10.07
2015-04-10,10.07,10.17
2015-04-13,10.25,10.51
2015-04-14,10.45,10.57
2015-04-15,10.55,11.06
2015-04-16,10.8,11.31
2015-04-17,11.1,11.73
2015-04-20,11.68,11.91
2015-04-21,11.75,11.54
2015-04-22,11.55,12.01
2015-04-23,12.01,13.12
2015-04-24,12.7,12.62
2015-04-27,12.75,13.05
2015-04-28,12.95,13.49
2015-04-29,13.38,12.84
2015-04-30,12.76,13.17
2015-05-04,13.25,13.75
2015-05-05,13.9,12.38
2015-05-06,12.41,11.6
2015-05-07,11.52,10.72
2015-05-08,10.81,11.09
2015-05-11,11.18,11.44
2015-05-12,11.39,11.61
2015-05-13,11.54,11.14
2015-05-14,11.08,11.27
2015-05-15,11.19,10.95
2015-05-18,10.78,10.64
2015-05-19,10.65,11.14
2015-05-20,11.25,11.15
2015-05-21,11.1,11.32
2015-05-22,11.41,11.77
2015-05-25,11.77,12.3
2015-05-26,12.4,12.37
2015-05-27,12.31,12.17
2015-05-28,12.13,11.67
2015-05-29,11.64,11.29
2015-06-01,11.29,12.32
2015-06-02,12.3,12.59
2015-06-03,12.54,12.37
2015-06-04,12.48,12.45
2015-06-05,12.65,13.11
2015-06-08,13.15,13.24
2015-06-09,13.28,12.87
2015-06-10,12.69,12.89
2015-06-11,12.85,12.73
2015-06-12,12.63,12.67
2015-06-15,12.68,12.26
2015-06-16,12.13,11.42
2015-06-17,11.43,11.83
2015-06-18,11.8,11.29
2015-06-19,11.1,10.26
2015-06-23,10.35,10.73
2015-06-24,10.75,11.05
2015-06-25,11.1,10.57
2015-06-26,10.28,9.51
2015-06-29,9.79,9.01
2015-06-30,9.0,9.78
2015-07-01,9.5,9.02
2015-07-02,9.09,8.52
2015-07-03,8.44,7.67
2015-07-06,8.44,7.97
2015-07-07,7.71,8.02
2015-07-08,7.22,7.22
2015-07-09,7.22,7.9399999999999995
2015-07-10,8.0,8.73
2015-07-13,8.86,9.4
2015-07-14,9.0,8.65
2015-07-15,8.35,7.88
2015-07-16,7.88,8.22
2015-07-17,8.22,8.48
2015-07-20,8.42,8.83
2015-07-21,8.6,8.69
2015-07-22,8.68,8.81
2015-07-23,8.84,9.07
2015-07-24,8.9,8.8
2015-07-27,8.45,7.92
2015-07-28,7.4,7.55
2015-07-29,7.68,7.97
2015-07-30,7.97,7.6
2015-07-31,7.46,7.67
2015-08-03,7.55,8.08
2015-08-04,8.04,8.28
2015-08-05,8.23,8.05
2015-08-06,7.8,7.9399999999999995
2015-08-07,7.97,8.12
2015-08-10,8.28,8.77
2015-08-11,8.78,8.84
2015-08-12,8.88,8.76
2015-08-13,8.69,8.98
2015-08-14,9.0,8.83
2015-08-17,8.75,8.91
2015-08-18,8.95,8.02
2015-08-19,7.71,8.24
2015-08-20,8.11,7.9
2015-08-21,7.86,7.43
2015-08-24,7.18,6.6899999999999995
2015-08-25,6.25,6.02
2015-08-26,6.17,6.05
2015-08-27,6.19,6.46
2015-08-28,6.47,6.85
2015-08-31,6.82,7.0
2015-09-01,6.8100000000000005,7.13
2015-09-02,6.8,7.23
2015-09-07,7.15,6.68
2015-09-08,6.6,6.9
2015-09-09,6.9399999999999995,7.07
2015-09-10,6.9399999999999995,6.88
2015-09-11,6.88,6.83
2015-09-14,6.93,6.83
2015-09-15,6.57,6.22
2015-09-16,6.26,6.71
2015-09-17,6.6,6.54
2015-09-18,6.57,6.5600000000000005
2015-09-21,6.47,6.6899999999999995
2015-09-22,6.68,6.77
2015-09-23,6.66,6.51
2015-09-24,6.55,6.6
2015-09-25,6.55,6.35
2015-09-28,6.37,6.39
2015-09-29,6.29,6.21
2015-09-30,6.25,6.21
2015-10-08,6.58,6.44
2015-10-09,6.45,6.54
2015-10-12,6.57,6.86
2015-10-13,6.82,6.84
