date,PX_OPEN,PX_LAST
2015-01-05,42.131,39.862
2015-01-06,39.231,41.815
2015-01-07,41.523,42.269
2015-01-08,41.538,42.2
2015-01-09,42.292,42.585
2015-01-12,43.077,45.485
2015-01-13,45.523,47.108
2015-01-14,47.192,46.354
2015-01-15,46.231,46.254
2015-01-16,46.146,48.562
2015-01-19,45.231,45.631
2015-01-20,46.146,48.492
2015-01-21,48.708,48.262
2015-01-22,47.692,47.138
2015-01-23,47.223,45.354
2015-01-26,45.538,46.223
2015-01-27,46.254,48.462
2015-01-28,48.2,46.269
2015-01-29,45.385,46.515
2015-01-30,46.577,46.0
2015-02-02,45.454,46.438
2015-02-03,46.846,48.462
2015-02-04,47.923,48.062
2015-02-05,48.077,48.846
2015-02-06,48.454,46.723
2015-02-09,46.538,48.569
2015-02-10,48.231,49.438
2015-02-11,50.077,54.385
2015-02-12,56.154,53.669
2015-02-13,56.0,54.692
2015-02-16,54.615,59.992
2015-02-17,60.523,61.262
2015-02-25,61.315,57.662
2015-02-26,56.754,58.623
2015-02-27,58.169,59.546
2015-03-02,59.546,63.377
2015-03-03,63.7,63.277
2015-03-04,63.277,62.277
2015-03-05,63.692,63.215
2015-03-06,62.585,62.438
2015-03-09,61.208,62.585
2015-03-10,62.615,63.108
2015-03-11,62.8,63.2
2015-03-12,63.077,67.531
2015-03-13,67.038,69.169
2015-03-16,70.762,75.5
2015-03-17,75.754,74.223
2015-03-18,71.385,74.254
2015-03-19,74.315,74.708
2015-03-20,76.154,77.623
2015-03-23,80.0,84.577
2015-03-24,84.577,87.015
2015-03-25,85.385,83.485
2015-03-26,81.538,78.969
2015-03-27,77.985,82.531
2015-03-30,81.385,80.8
2015-03-31,80.762,83.754
2015-04-01,84.615,90.838
2015-04-02,93.6,93.208
2015-04-03,92.354,102.531
2015-04-07,106.769,102.408
2015-04-08,102.408,99.315
2015-04-09,98.462,109.085
2015-04-10,105.269,108.292
2015-04-13,108.531,108.531
2015-04-14,106.538,108.231
2015-04-15,105.385,98.338
2015-04-16,94.623,97.431
2015-04-17,96.154,98.362
2015-04-20,96.138,91.869
2015-04-21,90.0,95.454
2015-04-22,94.615,99.638
2015-04-23,100.692,95.477
2015-04-24,92.615,93.446
2015-04-27,96.923,93.415
2015-04-28,93.077,84.077
2015-04-29,81.538,91.815
2015-04-30,92.977,96.131
2015-05-04,95.377,90.769
2015-05-05,89.223,87.523
2015-05-06,89.231,88.415
2015-05-07,86.846,90.6
2015-05-08,92.231,99.408
2015-05-11,100.769,109.346
2015-05-12,112.231,111.123
2015-05-13,107.692,109.831
2015-05-14,111.538,102.0
2015-05-15,98.615,100.492
2015-05-18,100.5,107.138
2015-05-19,107.731,105.969
2015-05-20,109.346,103.646
2015-05-21,105.385,100.177
2015-05-22,101.215,100.177
2015-05-25,94.231,97.646
2015-05-26,97.685,103.708
2015-05-27,103.846,99.185
2015-05-28,99.192,92.238
2015-05-29,91.692,93.938
2015-06-01,95.008,98.569
2015-06-02,99.615,108.423
2015-06-03,111.462,119.2
2015-06-04,119.208,116.715
2015-06-05,118.623,111.362
2015-06-09,110.0,114.508
2015-06-10,116.154,125.962
2015-06-11,125.962,133.285
2015-06-12,130.769,127.823
2015-06-15,125.769,115.038
2015-06-16,106.538,106.877
2015-06-17,106.692,117.562
2015-06-18,119.969,111.669
2015-06-19,111.669,114.6
2015-06-23,116.792,112.454
2015-06-24,114.0,107.608
2015-06-25,107.692,96.846
2015-06-26,90.731,87.162
2015-06-29,82.323,78.446
2015-06-30,70.615,86.192
2015-07-01,83.846,77.577
2015-07-02,77.5,69.823
2015-07-03,63.846,62.838
2015-07-06,69.123,56.554
2015-07-13,62.208,62.208
2015-07-14,61.692,68.431
2015-07-15,66.138,61.585
2015-07-16,55.423,55.423
2015-07-17,55.423,60.969
2015-07-20,62.692,67.069
2015-07-21,66.154,65.662
2015-07-22,64.462,68.338
2015-07-23,69.192,70.146
2015-07-24,70.208,65.908
2015-07-27,62.323,59.315
2015-07-28,53.385,53.385
2015-07-29,54.615,55.385
2015-07-30,54.615,49.846
2015-07-31,48.846,50.7
2015-08-03,48.0,46.008
2015-08-04,46.162,50.008
2015-08-05,49.231,47.138
2015-08-06,45.385,48.385
2015-08-07,49.0,53.223
2015-08-10,54.769,55.738
2015-08-11,55.6,57.538
2015-08-12,56.138,52.977
2015-08-13,52.538,56.315
2015-08-14,56.923,57.0
2015-08-17,55.846,55.638
2015-08-18,55.692,50.077
2015-08-19,48.462,55.085
2015-08-20,53.077,51.531
2015-08-21,50.038,47.208
2015-08-24,43.846,42.485
2015-08-25,38.238,38.238
2015-08-26,37.223,34.415
2015-08-27,35.838,37.338
2015-08-28,37.692,39.415
2015-08-31,38.6,38.285
2015-09-01,37.385,36.285
2015-09-02,33.585,35.146
2015-09-07,31.985,32.062
2015-09-08,31.277,34.3
2015-09-09,34.615,37.731
2015-09-10,36.831,36.085
2015-09-11,36.215,36.385
2015-09-14,36.0,32.746
2015-09-15,30.846,29.469
2015-09-16,29.469,32.415
2015-09-17,33.154,31.777
2015-09-18,31.823,33.015
2015-09-21,32.3,35.262
2015-09-22,35.385,35.185
2015-09-23,34.962,35.869
2015-09-24,36.062,35.862
2015-09-25,35.808,33.338
2015-09-28,33.385,34.815
2015-09-29,33.885,33.5
2015-09-30,33.785,33.6
2015-10-08,35.077,35.938
2015-10-09,35.838,36.615
2015-10-12,37.092,40.277
2015-10-13,41.438,43.038
2015-10-14,42.315,43.723
2015-10-15,43.438,46.646
2015-10-16,46.662,51.308
2015-10-19,52.615,50.538
2015-10-20,50.008,55.585
2015-10-21,55.385,50.023
2015-10-22,49.338,51.123
2015-10-23,51.123,50.662
2015-10-26,51.669,49.323
2015-10-27,49.231,52.869
2015-10-28,52.231,49.438
2015-10-29,49.415,49.9
2015-10-30,49.685,49.777
2015-11-02,47.615,47.115
2015-11-03,47.615,47.092
2015-11-04,47.692,51.8
2015-11-05,51.538,51.515
2015-11-06,51.769,54.731
2015-11-09,54.654,60.208
2015-11-10,61.077,60.477
2015-11-11,60.385,59.923
2015-11-12,60.115,57.638
2015-11-13,55.462,56.669
2015-11-16,54.269,57.877
2015-11-17,58.462,55.146
2015-11-18,55.077,52.831
2015-11-19,53.308,54.515
2015-11-20,54.538,53.446
2015-11-23,53.592,53.469
2015-11-24,53.231,54.6
2015-11-25,54.577,57.654
2015-11-26,58.277,55.077
2015-11-27,54.846,50.046
2015-11-30,49.908,49.131
2015-12-01,49.0,48.608
2015-12-02,48.654,49.5
2015-12-03,49.231,51.192
2015-12-04,50.731,49.1
2015-12-07,49.146,50.1
2015-12-08,49.231,48.285
2015-12-09,47.769,48.592
2015-12-10,48.6,49.292
2015-12-11,49.138,49.885
2015-12-14,49.369,50.569
2015-12-15,50.738,51.062
2015-12-16,52.0,50.215
2015-12-17,50.615,51.692
2015-12-18,51.538,50.277
2015-12-21,49.808,49.977
2015-12-22,50.062,50.362
2015-12-23,50.231,47.815
