date,PX_OPEN,PX_LAST
2017-01-20,,6.8100000000000005
2017-01-23,8.17,9.81
2017-01-24,10.79,10.79
2017-01-25,11.87,11.87
2017-01-26,12.12,11.82
2017-02-03,11.4,10.99
2017-02-06,10.92,11.09
2017-02-07,11.02,10.77
2017-02-08,10.72,11.44
2017-02-09,11.19,11.22
2017-02-10,11.16,12.01
2017-02-13,11.85,12.21
2017-02-14,12.2,12.83
2017-02-15,12.6,12.9
2017-02-16,12.7,14.19
2017-02-17,14.4,13.94
2017-02-20,13.51,13.94
2017-02-21,13.9,13.72
2017-02-22,13.6,13.4
2017-02-23,13.4,13.62
2017-02-24,13.51,13.65
2017-02-27,13.6,13.27
2017-02-28,13.21,13.77
2017-03-01,13.8,13.61
2017-03-02,13.66,14.15
2017-03-03,13.97,13.86
2017-03-06,13.8,14.01
2017-03-07,13.99,14.15
2017-03-08,14.12,13.92
2017-03-09,13.86,13.83
2017-03-10,13.73,13.31
2017-03-13,13.12,13.21
2017-03-14,13.18,13.22
2017-03-15,13.2,13.22
2017-03-16,13.32,14.54
2017-03-17,15.3,14.11
2017-03-20,14.1,13.96
2017-03-21,13.82,13.99
2017-03-22,13.81,13.89
2017-03-23,13.85,14.25
2017-03-24,14.09,14.5
2017-03-27,14.52,14.64
2017-03-28,14.49,14.56
2017-03-29,14.55,13.53
2017-03-30,13.3,13.17
2017-03-31,13.27,13.36
2017-04-05,13.31,13.75
2017-04-06,13.65,13.76
2017-04-07,13.71,13.56
2017-04-10,13.4,13.1
2017-04-11,13.06,13.42
2017-04-12,13.46,13.28
2017-04-13,13.19,13.33
2017-04-14,13.27,13.06
2017-04-17,12.75,12.56
2017-04-18,12.6,12.16
2017-04-19,12.15,12.23
2017-04-20,12.21,12.27
2017-04-21,12.2,12.21
2017-04-24,12.19,11.96
2017-04-25,12.03,11.9
2017-04-26,11.88,12.26
2017-04-27,12.15,12.38
2017-04-28,12.31,12.3
2017-05-02,12.25,12.34
2017-05-03,12.33,12.32
2017-05-04,12.27,12.11
2017-05-05,12.05,11.88
2017-05-08,11.7,11.4
2017-05-09,11.41,11.57
2017-05-10,11.54,11.61
2017-05-11,11.45,11.71
2017-05-12,11.62,11.8
2017-05-15,11.73,11.77
2017-05-16,11.73,11.94
2017-05-17,11.89,11.86
2017-05-18,11.7,11.51
