date,PX_OPEN,PX_LAST
2015-01-05,24.115,24.485
2015-01-06,24.177,24.369
2015-01-07,24.369,23.9
2015-01-08,23.9,23.754
2015-01-09,23.762,23.4
2015-01-12,23.138,22.692
2015-01-13,22.677,23.131
2015-01-14,23.362,23.769
2015-01-15,23.815,24.576999999999998
2015-01-16,24.646,24.423
2015-01-19,23.685,23.169
2015-01-20,23.1,23.654
2015-01-21,23.808,24.192
2015-01-22,24.538,24.792
2015-01-23,24.731,24.538
2015-01-26,24.538,24.923000000000002
2015-01-27,25.038,25.185
2015-01-28,25.385,24.746
2015-01-29,24.246,24.308
2015-01-30,24.292,24.223
2015-02-02,23.954,25.123
2015-02-03,25.462,25.423
2015-02-04,25.308,26.608
2015-02-05,26.646,26.054
2015-02-06,26.038,25.392
2015-02-09,25.392,25.023
2015-02-10,25.292,25.708
2015-02-11,25.777,25.238
2015-02-12,25.077,24.869
2015-02-13,24.962,25.454
2015-02-16,25.454,25.576999999999998
2015-02-17,25.431,25.554
2015-02-25,25.576999999999998,25.485
2015-02-26,25.485,25.262
2015-02-27,25.246,25.223
2015-03-02,25.277,26.115
2015-03-03,25.946,25.408
2015-03-04,25.385,25.646
2015-03-05,25.608,25.231
2015-03-06,25.108,25.023
2015-03-09,25.008,25.576999999999998
2015-03-10,25.515,25.8
2015-03-11,25.8,25.623
2015-03-12,25.446,25.492
2015-03-13,25.662,25.423
2015-03-16,25.531,25.869
2015-03-17,25.846,26.662
2015-03-18,26.715,27.085
2015-03-19,27.462,29.515
2015-03-20,29.462,28.985
2015-03-23,29.192,29.908
2015-03-24,29.5,30.6
2015-03-25,30.231,30.054
2015-03-26,29.992,30.062
2015-03-27,30.385,30.346
2015-03-30,30.346,31.138
2015-03-31,31.262,31.623
2015-04-01,31.538,34.015
2015-04-02,34.8,34.169
2015-04-03,33.662,33.708
2015-04-07,33.254,34.515
2015-04-08,34.185,35.577
2015-04-09,35.554,33.515
2015-04-10,33.154,34.385
2015-04-13,34.538,34.585
2015-04-14,34.508,34.915
2015-04-15,35.1,32.946
2015-04-16,32.838,32.469
2015-04-17,32.769,32.154
2015-04-20,32.154,31.115
2015-04-21,31.192,32.177
2015-04-22,32.238,32.492
2015-04-23,32.615,32.115
2015-04-24,31.531,32.185
2015-04-27,32.454,31.715
2015-04-28,31.731,30.015
2015-04-29,29.969,30.054
2015-04-30,30.115,29.846
2015-05-04,29.938,30.669
2015-05-05,30.669,29.846
2015-05-06,29.846,29.354
2015-05-07,29.308,29.438
2015-05-08,29.908,30.662
2015-05-11,31.154,31.115
2015-05-12,31.131,31.438
2015-05-13,31.538,30.731
2015-05-14,30.677,30.169
2015-05-15,30.238,30.854
2015-11-27,28.5,30.33
2015-11-30,28.55,27.3
2015-12-01,27.08,25.44
2015-12-02,25.22,26.9
2015-12-03,26.51,26.65
2015-12-04,26.5,26.13
2015-12-07,26.14,26.45
2015-12-08,26.35,25.3
2015-12-09,25.15,25.7
2015-12-10,25.7,25.34
2015-12-11,25.31,24.67
2015-12-14,24.89,25.28
2015-12-15,25.4,25.87
2015-12-16,25.88,25.62
2015-12-17,25.8,25.84
2015-12-18,25.79,25.5
2015-12-21,25.5,25.96
2015-12-22,26.0,25.99
2015-12-23,25.98,25.7
2015-12-24,25.71,25.23
2015-12-25,25.24,25.28
2015-12-28,25.6,25.48
2015-12-29,25.4,26.0
2015-12-30,26.09,25.68
2015-12-31,25.7,25.79
2016-01-04,25.84,23.42
2016-01-05,22.48,22.98
2016-01-06,23.05,23.29
2016-01-07,23.08,20.96
2016-01-08,21.17,20.48
2016-01-11,19.8,18.43
2016-01-12,18.49,18.67
2016-01-13,19.03,19.03
2016-01-14,18.4,19.73
2016-01-15,19.5,18.7
2016-01-18,18.02,18.81
2016-01-19,18.68,19.43
2016-01-20,19.3,18.72
2016-01-21,18.36,17.87
2016-01-22,18.12,17.89
2016-01-25,18.1,18.17
2016-01-26,17.98,16.42
2016-01-27,16.35,15.79
2016-01-28,15.7,15.5
2016-01-29,16.25,17.05
2016-02-01,17.41,18.42
2016-02-02,18.8,18.87
2016-02-03,18.5,18.7
2016-02-04,18.6,18.87
2016-02-05,19.09,18.37
2016-02-15,17.5,18.11
2016-02-16,18.24,18.83
2016-02-17,18.85,18.94
2016-02-18,19.48,20.83
2016-02-19,20.75,20.66
2016-02-22,20.8,21.44
2016-02-23,21.39,20.65
2016-02-24,20.31,20.4
2016-02-25,20.5,18.69
2016-02-26,18.81,18.78
2016-02-29,18.59,16.93
2016-03-01,17.11,17.3
2016-03-02,17.31,18.3
2016-03-03,18.16,18.43
2016-03-04,18.27,17.7
2016-03-07,17.93,18.19
2016-03-08,18.18,18.74
2016-03-09,18.31,18.13
2016-03-10,18.17,17.7
2016-03-11,17.5,17.41
2016-03-14,17.59,18.07
2016-03-15,18.0,17.86
2016-03-16,18.0,17.46
2016-03-17,17.57,18.71
2016-03-18,19.0,19.53
2016-03-21,19.7,20.0
2016-03-22,19.6,19.7
2016-03-23,19.75,19.79
2016-03-24,19.7,19.32
2016-03-25,19.29,19.47
2016-03-28,19.69,20.3
2016-03-29,20.32,19.75
2016-03-30,19.9,20.44
2016-03-31,20.57,20.24
2016-04-01,20.06,19.78
2016-04-05,19.97,20.32
2016-04-06,20.15,20.1
2016-04-07,20.23,19.75
2016-04-08,19.5,19.46
2016-04-11,19.68,19.8
2016-04-12,19.8,20.22
2016-04-13,20.23,20.36
2016-04-14,20.45,20.44
2016-04-15,20.37,20.5
2016-04-18,20.21,19.66
2016-04-19,19.81,19.67
2016-04-20,19.8,18.75
2016-04-21,18.8,18.56
2016-04-22,18.35,18.61
2016-04-25,18.5,18.49
2016-04-26,18.49,18.65
2016-04-27,18.67,19.09
2016-04-28,18.95,18.84
2016-04-29,18.74,18.86
2016-05-03,18.86,19.27
2016-05-04,19.27,19.28
2016-05-05,19.2,19.16
2016-05-06,19.11,18.53
2016-05-09,18.55,17.93
2016-05-10,17.78,18.07
2016-05-11,18.15,18.0
2016-05-12,17.8,17.85
2016-05-13,17.75,17.89
2016-05-16,18.18,19.04
2016-05-17,19.15,18.74
2016-05-18,18.67,18.22
2016-05-19,18.01,18.17
2016-05-20,18.01,18.29
2016-05-23,18.3,18.72
2016-05-24,18.5,18.13
2016-05-25,18.22,18.1
2016-05-26,18.1,18.06
2016-05-27,18.03,18.18
2016-05-30,18.09,17.86
2016-05-31,17.81,18.6
2016-06-01,18.51,18.5
2016-06-02,18.44,19.07
2016-06-03,19.18,18.9
2016-06-06,19.02,19.08
2016-06-07,19.09,18.91
2016-06-08,18.82,18.71
2016-06-13,18.5,18.05
2016-06-14,18.1,18.12
2016-06-15,17.9,18.7
2016-06-16,18.63,19.26
2016-06-17,19.37,19.24
2016-06-20,19.2,19.16
2016-06-21,19.29,18.83
2016-06-22,18.7,19.12
2016-06-23,19.0,18.79
2016-06-24,18.8,18.38
2016-06-27,18.3,18.71
2016-06-28,18.65,18.72
2016-06-29,18.73,19.02
2016-06-30,19.14,18.85
2016-07-01,18.84,18.99
2016-07-04,19.0,19.41
2016-07-05,19.38,19.33
2016-07-06,19.23,19.21
2016-07-07,19.2,19.43
2016-07-08,19.43,19.22
2016-07-11,19.32,19.62
2016-07-12,19.65,20.75
2016-07-13,20.76,20.59
