,averaged daily return,averaged daily return after transaction cost
2015-09-01,-0.007613583015725828,-0.007613583015725828
2015-09-02,0.023964307867313534,0.023964307867313534
2015-09-07,-0.03888851252497519,-0.03996258659904926
2015-09-08,0.035621890150511225,0.035621890150511225
2015-09-09,0.025983578796734602,0.025983578796734602
2015-09-10,-0.021303231016278946,-0.021303231016278946
2015-09-11,-0.008907293513931448,-0.008907293513931448
2015-09-14,-0.04559881245309588,-0.046598812453095884
2015-09-15,-0.055633288714374465,-0.055633288714374465
2015-09-16,0.0803047798605489,0.0803047798605489
2015-09-17,-0.023700513459661003,-0.023700513459661003
2015-09-18,0.00787071824993059,0.00787071824993059
2015-09-21,0.030333009811631992,0.02943300981163199
2015-09-22,0.012009460626788688,0.012009460626788688
2015-09-23,-0.02375808262334038,-0.02375808262334038
2015-09-24,0.012629923649485689,0.012629923649485689
2015-09-25,-0.028015124727792818,-0.028015124727792818
2015-09-28,0.011893724222859317,0.011307517326307593
2015-09-29,-0.020416130152567574,-0.020416130152567574
2015-09-30,0.006846785198816796,0.006846785198816796
2015-10-08,0.04048507298428605,0.04048507298428605
2015-10-09,0.017141933948788365,0.017141933948788365
2015-10-12,0.039567874640322014,0.03849644606889344
2015-10-13,-0.0014979456483104367,-0.0014979456483104367
2015-10-14,-0.015730343696043828,-0.015730343696043828
2015-10-15,0.028555987355315577,0.028555987355315577
2015-10-16,0.01623112243333307,0.01623112243333307
2015-10-19,-0.0019380482092221558,-0.0030047148758888228
2015-10-20,0.02760987648887505,0.02760987648887505
2015-10-21,-0.04015398269983167,-0.04015398269983167
2015-10-22,0.03496704370271612,0.03496704370271612
2015-10-23,0.022040321212781672,0.022040321212781672
2015-10-26,0.0017136759171022544,0.00048034258376892093
2015-10-27,0.00029003199982727913,0.00029003199982727913
2015-10-28,-0.01702415920647364,-0.01702415920647364
2015-10-29,0.009932962025172186,0.009932962025172186
2015-10-30,-0.0013792174014684406,-0.0013792174014684406
2015-11-02,-0.013351706161880984,-0.014317223403260294
2015-11-03,-0.003967104294541881,-0.003967104294541881
2015-11-04,0.04207631034630663,0.04207631034630663
2015-11-05,0.0006983051017039695,0.0006983051017039695
2015-11-06,0.01688161550193398,0.01688161550193398
2015-11-09,0.01452925723250596,0.013494774473885269
2015-11-10,0.0029045938955960175,0.0029045938955960175
2015-11-11,0.0022752262054462212,0.0022752262054462212
2015-11-12,-0.003140034940186492,-0.003140034940186492
2015-11-13,-0.026993333893849437,-0.026993333893849437
2015-11-16,0.011339467390573944,0.01058084670091877
2015-11-17,-0.003000683302301375,-0.003000683302301375
2015-11-18,-0.004089214957686719,-0.004089214957686719
2015-11-19,0.020917202574000003,0.020917202574000003
2015-11-20,0.0012591001895028507,0.0012591001895028507
2015-11-23,-0.00042182753065790564,-0.0013573114016256476
2015-11-24,-0.003717203803655017,-0.003717203803655017
2015-11-25,0.018526131753631624,0.018526131753631624
2015-11-26,-0.009413228411002809,-0.009413228411002809
2015-11-27,-0.05374388066228434,-0.05374388066228434
2015-11-30,0.008632575056578036,0.007865908389911368
2015-12-01,0.010891287102850223,0.010891287102850223
2015-12-02,0.008376349018222897,0.008376349018222897
2015-12-03,0.013649144782506995,0.013649144782506995
2015-12-04,-0.013877273840325792,-0.013877273840325792
2015-12-07,0.014125256407851379,0.013351062859464281
2015-12-08,-0.02403327652332212,-0.02403327652332212
2015-12-09,-0.0006686392178991955,-0.0006686392178991955
2015-12-10,0.00041783022272040695,0.00041783022272040695
2015-12-11,-0.006796620633970541,-0.006796620633970541
2015-12-14,0.020455543180721736,0.019593474215204493
2015-12-15,0.006276537138957391,0.006276537138957391
2015-12-16,-0.0004055210062645769,-0.0004055210062645769
2015-12-17,0.015388636686676983,0.015388636686676983
2015-12-18,0.0016720191190411973,0.0016720191190411973
2015-12-21,0.019370935777231542,0.01840665006294583
2015-12-22,-0.004269772563931324,-0.004269772563931324
2015-12-23,-0.006306885966958482,-0.006306885966958482
2015-12-24,-0.0032099773705836186,-0.0032099773705836186
2015-12-25,0.005548755690291194,0.005548755690291194
2015-12-28,-0.021303402512815556,-0.02192409216798797
2015-12-29,0.007770686834651402,0.007770686834651402
2015-12-30,0.006375366813169217,0.006375366813169217
2015-12-31,-0.006859813504398208,-0.006859813504398208
2016-01-04,-0.0759910848288486,-0.0759910848288486
2016-01-05,0.008853416180290032,0.007853416180290031
2016-01-06,0.0189032261736229,0.0189032261736229
2016-01-07,-0.07686184566380198,-0.07686184566380198
2016-01-08,0.024189802963690926,0.024189802963690926
2016-01-11,-0.05182234175496317,-0.05182234175496317
2016-01-12,0.010308363059060834,0.009708363059060834
2016-01-13,-0.01986011316787688,-0.01986011316787688
2016-01-14,0.0279606427326312,0.0279606427326312
2016-01-15,-0.03695836203262798,-0.03695836203262798
2016-01-18,0.005871478603762393,0.005871478603762393
2016-01-19,0.02788892507632004,0.027055591742986707
2016-01-20,-0.020812021337779547,-0.020812021337779547
2016-01-21,-0.03331937213034171,-0.03331937213034171
2016-01-22,0.008780607991898302,0.008780607991898302
2016-01-25,0.010412351194437175,0.010412351194437175
2016-01-26,-0.06949767363279781,-0.07029077708107367
2016-01-27,-0.005558004108151741,-0.005558004108151741
2016-01-28,-0.02056722124337474,-0.02056722124337474
2016-01-29,0.04107078254323088,0.04107078254323088
2016-02-01,-0.007897908863394263,-0.007897908863394263
2016-02-02,0.030504341164261414,0.029671007830928083
2016-02-03,-0.002937366972100258,-0.002937366972100258
2016-02-04,0.0200511178429246,0.0200511178429246
2016-02-05,-0.004859225721552997,-0.004859225721552997
2016-02-15,-0.0036376473550007345,-0.0036376473550007345
2016-02-16,0.03502473834581707,0.0336543679754467
2016-02-17,0.014723169568641364,0.014723169568641364
2016-02-18,0.007266834522490888,0.007266834522490888
2016-02-19,0.004290711733004132,0.004290711733004132
2016-02-22,0.01769187032357468,0.01769187032357468
2016-02-23,-0.005222658160942573,-0.00679958123786565
2016-02-24,0.0037705371670499546,0.0037705371670499546
2016-02-25,-0.07037887621857662,-0.07037887621857662
2016-02-26,0.014796456878888182,0.014796456878888182
2016-02-29,-0.03213859057085208,-0.03213859057085208
2016-03-01,0.01431419141003869,0.013383156927280069
2016-03-02,0.04610543286245089,0.04610543286245089
2016-03-03,0.0018791897784403396,0.0018791897784403396
2016-03-04,0.0019978608090117744,0.0019978608090117744
2016-03-07,0.010944317523947164,0.010944317523947164
2016-03-08,0.0055623842763244105,0.004177768891709026
2016-03-09,-0.014018958164650925,-0.014018958164650925
2016-03-10,-0.017917287643421324,-0.017917287643421324
2016-03-11,-0.004997099676620147,-0.004997099676620147
2016-03-14,0.025895170456766325,0.025895170456766325
2016-03-15,0.00889468537852136,0.007586993070829052
2016-03-16,0.0041109789363072335,0.0041109789363072335
2016-03-17,0.022842969984049565,0.022842969984049565
2016-03-18,0.022330621425404398,0.022330621425404398
2016-03-21,0.018225901380376833,0.018225901380376833
2016-03-22,-0.007282279763322378,-0.008817994049036664
2016-03-23,0.003303239902032212,0.003303239902032212
2016-03-24,-0.008858653134747561,-0.008858653134747561
2016-03-25,0.009632830141236505,0.009632830141236505
2016-03-28,-0.006951196465740738,-0.006951196465740738
2016-03-29,-0.012065788864161429,-0.013307168174506256
2016-03-30,0.029178605636566553,0.029178605636566553
2016-03-31,0.002787189697083888,0.002787189697083888
2016-04-01,-0.004516187806886755,-0.004516187806886755
2016-04-05,0.018836871294394004,0.018836871294394004
2016-04-06,0.005009493966083751,0.0038370801729803025
2016-04-07,-0.017830626302917818,-0.017830626302917818
2016-04-08,-0.005017425017374772,-0.005017425017374772
2016-04-11,0.02441679487445898,0.02441679487445898
2016-04-12,-0.003486117232656785,-0.003486117232656785
2016-04-13,0.016682642866946686,0.015579194591084616
2016-04-14,0.0075784971468910445,0.0075784971468910445
2016-04-15,-0.005000793519512648,-0.005000793519512648
2016-04-18,-0.019226881734617875,-0.019226881734617875
2016-04-19,0.0038493354751471063,0.0038493354751471063
2016-04-20,-0.02193279136558415,-0.023117976550769335
2016-04-21,-0.00570348368538144,-0.00570348368538144
2016-04-22,0.001204188967314721,0.001204188967314721
2016-04-25,-0.0067592912724015785,-0.0067592912724015785
2016-04-26,0.008392809066590732,0.008392809066590732
2016-04-27,-0.008167675149215166,-0.009029744114732407
2016-04-28,0.002243185898950747,0.002243185898950747
2016-04-29,-0.00100623219352714,-0.00100623219352714
2016-05-03,0.02171276653494886,0.02171276653494886
2016-05-04,-0.00031358604384139067,-0.00031358604384139067
2016-05-05,0.0025541223739777947,0.0014541223739777947
2016-05-06,-0.02969923530987945,-0.02969923530987945
2016-05-09,-0.022918262280148614,-0.022918262280148614
2016-05-10,0.004028611860742504,0.004028611860742504
2016-05-11,0.014042910135648966,0.014042910135648966
2016-05-12,0.0044822662096187516,0.003413300692377372
2016-05-13,-0.004500685193277692,-0.004500685193277692
2016-05-16,0.0062854515119327055,0.0062854515119327055
2016-05-17,0.0019611159377074185,0.0019611159377074185
2016-05-18,-0.00970264228344255,-0.00970264228344255
2016-05-19,-0.006420118907664014,-0.007777261764806871
2016-05-20,0.006760035713488896,0.006760035713488896
2016-05-23,0.006083952444920743,0.006083952444920743
2016-05-24,-0.009040025306015784,-0.009040025306015784
2016-05-25,-0.004834200874310964,-0.004834200874310964
2016-05-26,0.0035100890618494666,0.002331517633278038
2016-05-27,-0.005204070339032802,-0.005204070339032802
2016-05-30,0.00018952431763517266,0.00018952431763517266
2016-05-31,0.03645044819652847,0.03645044819652847
2016-06-01,-0.0014070981857826005,-0.0014070981857826005
2016-06-02,0.0013705115758380255,0.00023258054135526685
2016-06-03,0.00986342485245458,0.00986342485245458
2016-06-06,-0.004887240117994083,-0.004887240117994083
2016-06-07,0.0005980398817981655,0.0005980398817981655
2016-06-08,-0.005571313702156742,-0.005571313702156742
2016-06-13,-0.031309007392072784,-0.03254234072540612
2016-06-14,-0.0011081397745207157,-0.0011081397745207157
2016-06-15,0.021777008472080434,0.021777008472080434
2016-06-16,-0.008486475326097732,-0.008486475326097732
2016-06-17,0.00835023410275036,0.00835023410275036
2016-06-20,-0.002068855815717913,-0.0029720816221695256
2016-06-21,0.001524491599040396,0.001524491599040396
2016-06-22,0.01092330389110725,0.01092330389110725
2016-06-23,0.00056450213429574,0.00056450213429574
2016-06-24,-0.015870157953947337,-0.015870157953947337
2016-06-27,0.01652445153512246,0.015363161212541814
2016-06-28,0.009978219797112399,0.009978219797112399
2016-06-29,0.0017819433728713126,0.0017819433728713126
2016-06-30,6.403775915023544e-05,6.403775915023544e-05
2016-07-01,-0.0024293395484547365,-0.0024293395484547365
2016-07-04,0.020077454413135378,0.019109712477651506
2016-07-05,0.0037288150246271115,0.0037288150246271115
2016-07-06,0.0007595758080092647,0.0007595758080092647
2016-07-07,0.003619068764999071,0.003619068764999071
2016-07-08,-0.0031599408997024943,-0.0031599408997024943
2016-07-11,0.0009979530973911728,-9.882109615721416e-05
2016-07-12,0.023799244972870778,0.023799244972870778
2016-07-13,0.012158823873254117,0.012158823873254117
2016-07-14,0.0026996832845516466,0.0026996832845516466
2016-07-15,0.0017368160785890272,0.0017368160785890272
2016-07-18,-0.0033848893118054945,-0.0044816635053538815
2016-07-19,-0.007129917877845566,-0.007129917877845566
2016-07-20,0.003748376195989179,0.003748376195989179
2016-07-21,0.003358647091838155,0.003358647091838155
2016-07-22,-0.009655752945877451,-0.009655752945877451
2016-07-25,0.00034065425920636055,-0.0009496683214388008
2016-07-26,0.01198976482781721,0.01198976482781721
2016-07-27,-0.015423120387225401,-0.015423120387225401
2016-07-28,0.01102621836760537,0.01102621836760537
2016-07-29,-0.003743416202249065,-0.003743416202249065
2016-08-01,-0.012655565732341128,-0.013752339925889515
2016-08-02,0.008107180785290765,0.008107180785290765
2016-08-03,0.0036093339961667885,0.0036093339961667885
2016-08-04,1.1980342367186766e-05,1.1980342367186766e-05
2016-08-05,-0.003264810820996888,-0.003264810820996888
2016-08-08,0.014002784148375032,0.012841493825794387
2016-08-09,0.006540570297224167,0.006540570297224167
2016-08-10,-0.006034351459114195,-0.006034351459114195
2016-08-11,-0.009261055804131701,-0.009261055804131701
2016-08-12,0.018517956028657967,0.018517956028657967
2016-08-15,0.027239928234560937,0.026207670170044807
2016-08-16,-0.003468190345531128,-0.003468190345531128
2016-08-17,0.005914463915256503,0.005914463915256503
2016-08-18,-0.00634368629332671,-0.00634368629332671
2016-08-19,-0.00312100641181316,-0.00312100641181316
2016-08-22,-0.007239298018590479,-0.008308263535831858
2016-08-23,0.0032295203270620134,0.0032295203270620134
2016-08-24,0.0010815463716637036,0.0010815463716637036
2016-08-25,-0.007448470249121159,-0.007448470249121159
2016-08-26,0.002466658795792786,0.002466658795792786
2016-08-29,-0.0012432563061503606,-0.0023432563061503604
2016-08-30,-0.0003064644534129173,-0.0003064644534129173
2016-08-31,0.0014444263992617146,0.0014444263992617146
2016-09-01,-0.006522182720938031,-0.006522182720938031
2016-09-02,0.006586552552138477,0.006586552552138477
2016-09-05,0.0030346439012711533,0.001841095514174379
2016-09-06,0.011651239882140988,0.011651239882140988
2016-09-07,-0.0018097404674635967,-0.0018097404674635967
2016-09-08,0.0028314857761740538,0.0028314857761740538
2016-09-09,-0.008575030793720285,-0.008575030793720285
2016-09-12,-0.017377300084000256,-0.018443966750666924
2016-09-13,-6.589747174654533e-05,-6.589747174654533e-05
2016-09-14,-0.006340221292250789,-0.006340221292250789
2016-09-19,0.008774018959462093,0.008774018959462093
2016-09-20,-0.001100973306917066,-0.001100973306917066
2016-09-21,-0.0013632306218479457,-0.0028298972885146124
2016-09-22,0.004867257278397755,0.004867257278397755
2016-09-23,-0.0031662976644175546,-0.0031662976644175546
2016-09-26,-0.0189688630411287,-0.0189688630411287
2016-09-27,0.005982210387926951,0.005982210387926951
2016-09-28,-0.0007328019681303477,-0.0021328019681303477
2016-09-29,0.010351200479222918,0.010351200479222918
2016-09-30,0.0035075264239572052,0.0035075264239572052
2016-10-10,0.020644820160724314,0.020644820160724314
2016-10-11,0.00446062225167598,0.00446062225167598
2016-10-12,0.004997008376259965,0.0035970083762599647
2016-10-13,0.002760992352275461,0.002760992352275461
2016-10-14,-0.0019333731301107097,-0.0019333731301107097
2016-10-17,-0.009371471515781589,-0.009371471515781589
2016-10-18,0.012942782653563257,0.012942782653563257
2016-10-19,0.002128489015569183,0.0009618223489025162
2016-10-20,0.0022753286915448813,0.0022753286915448813
2016-10-21,-0.0013999120173346093,-0.0013999120173346093
2016-10-24,0.013563446439109393,0.013563446439109393
2016-10-25,-0.002520553346019779,-0.002520553346019779
2016-10-26,-0.003466763530015584,-0.004628053852596229
2016-10-27,-0.002158782304881297,-0.002158782304881297
2016-10-28,-0.005666956728445895,-0.005666956728445895
2016-10-31,-0.0006150280112293524,-0.0006150280112293524
2016-11-01,0.006148720793194863,0.006148720793194863
2016-11-02,-0.007660497081752393,-0.009039807426579978
2016-11-03,0.006608352777583854,0.006608352777583854
2016-11-04,-0.004539915537886064,-0.004539915537886064
2016-11-07,4.261647974211208e-06,4.261647974211208e-06
2016-11-08,0.005351829866478521,0.005351829866478521
2016-11-09,-0.010985000355802093,-0.011847069321319334
2016-11-10,0.010688195805216329,0.010688195805216329
2016-11-11,0.0023233534372671394,0.0023233534372671394
2016-11-14,0.001378415129741608,0.001378415129741608
2016-11-15,0.0013740925522991233,0.0013740925522991233
2016-11-16,-0.001283333488518483,-0.002383333488518483
2016-11-17,0.00034919085838945433,0.00034919085838945433
2016-11-18,-0.006658921437347429,-0.006658921437347429
2016-11-21,0.007589745429230373,0.007589745429230373
2016-11-22,0.00940255806298088,0.00940255806298088
2016-11-23,-0.0035272868728127606,-0.004872114459019658
2016-11-24,0.0028398024073132515,0.0028398024073132515
2016-11-25,0.0077644926183725585,0.0077644926183725585
2016-11-28,0.00403770438768433,0.00403770438768433
2016-11-29,0.004668865334144583,0.004668865334144583
2016-11-30,-0.010656156855482941,-0.011956156855482942
2016-12-01,0.0061089350840091055,0.0061089350840091055
2016-12-02,-0.005054842172637929,-0.005054842172637929
2016-12-05,-0.008068112683301437,-0.008068112683301437
2016-12-06,-0.00163186216325952,-0.00163186216325952
2016-12-07,0.005684149017595098,0.00444276970725027
2016-12-08,-0.0036080364238909855,-0.0036080364238909855
2016-12-09,0.00045599686384975645,0.00045599686384975645
2016-12-12,-0.02577628247352554,-0.02577628247352554
2016-12-13,-0.0014014722606797182,-0.0014014722606797182
2016-12-14,-0.0014312828095169666,-0.002810593154344553
2016-12-15,-0.012015389020727449,-0.012015389020727449
2016-12-16,0.007200146392656044,0.007200146392656044
2016-12-19,-0.0030783489753273413,-0.0030783489753273413
2016-12-20,-0.007336469541511279,-0.007336469541511279
2016-12-21,0.00762595849661281,0.006174345593387004
2016-12-22,-1.0710938281166627e-05,-1.0710938281166627e-05
2016-12-23,-0.007608867056253118,-0.007608867056253118
2016-12-26,0.002015771013808995,0.002015771013808995
2016-12-27,-0.004028556992596072,-0.004028556992596072
2016-12-28,-0.004421528493849792,-0.005821528493849792
2016-12-29,-0.0024884339864720577,-0.0024884339864720577
2016-12-30,0.005717043126936265,0.005717043126936265
2017-01-03,0.003689104980683948,0.003689104980683948
2017-01-04,0.01091753646941119,0.01091753646941119
2017-01-05,-0.0014567742418501383,-0.0027901075751834716
2017-01-06,-0.00670890758585034,-0.00670890758585034
2017-01-09,0.0039058353089446536,0.0039058353089446536
2017-01-10,-0.00037181464567591095,-0.00037181464567591095
2017-01-11,-0.007579657892066326,-0.007579657892066326
2017-01-12,-0.007625896495422798,-0.008625896495422797
2017-01-13,-0.0015400229775822344,-0.0015400229775822344
2017-01-16,-0.0011422777891992202,-0.0011422777891992202
2017-01-17,0.0027417393200158315,0.0027417393200158315
2017-01-18,0.0037153304224666795,0.0037153304224666795
2017-01-19,-0.0026386135480054263,-0.003505280214672093
2017-01-20,0.009423592573036613,0.009423592573036613
2017-01-23,0.00233352550044711,0.00233352550044711
2017-01-24,-0.0012225145618551898,-0.0012225145618551898
2017-01-25,0.00440264406354244,0.00440264406354244
2017-01-26,0.0032633728259243155,0.002396706159257649
2017-02-03,-0.0034513085062298954,-0.0034513085062298954
2017-02-06,0.007841678201127564,0.007841678201127564
2017-02-07,-0.004665406764488343,-0.004665406764488343
2017-02-08,0.006525193124507744,0.006525193124507744
2017-02-09,0.005667669523640551,0.0044343361903072176
2017-02-10,0.003136018536409272,0.003136018536409272
2017-02-13,0.008097055151096806,0.008097055151096806
2017-02-14,-0.0010201754696069277,-0.0010201754696069277
2017-02-15,-0.005503474823124703,-0.005503474823124703
2017-02-16,0.005452487643650829,0.004555935919512898
2017-02-17,-0.0032375775169718765,-0.0032375775169718765
2017-02-20,0.013697337127687005,0.013697337127687005
2017-02-21,0.003178900390118965,0.003178900390118965
2017-02-22,0.001841081338886072,0.001841081338886072
2017-02-23,-0.005031136115478702,-0.006031136115478702
2017-02-24,0.001747524710712976,0.001747524710712976
2017-02-27,-0.005277299466192242,-0.005277299466192242
2017-02-28,0.003056961420614126,0.003056961420614126
2017-03-01,-0.0011718125142680693,-0.0011718125142680693
2017-03-02,-0.005713957811617461,-0.006613957811617461
2017-03-03,0.0012057119470214486,0.0012057119470214486
2017-03-06,0.008986818440129232,0.008986818440129232
2017-03-07,0.009476407105948763,0.009476407105948763
2017-03-08,-0.003950179147138328,-0.003950179147138328
2017-03-09,-0.006886229584600052,-0.007886229584600052
2017-03-10,0.0019097088295155686,0.0019097088295155686
2017-03-13,0.009883613595611669,0.009883613595611669
2017-03-14,-0.001567890916496825,-0.001567890916496825
2017-03-15,-0.001958467884638374,-0.001958467884638374
2017-03-16,0.004693402904825337,0.003943402904825337
2017-03-17,-0.009771470264088703,-0.009771470264088703
2017-03-20,0.00216191046708596,0.00216191046708596
2017-03-21,0.007194480803616449,0.007194480803616449
2017-03-22,-0.0014508119799399018,-0.0014508119799399018
2017-03-23,0.0023494323426089957,0.0015107226651896407
2017-03-24,0.006508773880609113,0.006508773880609113
2017-03-27,-0.005466901695450425,-0.005466901695450425
2017-03-28,-0.0032296511342510105,-0.0032296511342510105
2017-03-29,-0.0010353817134157064,-0.0010353817134157064
2017-03-30,-0.010526774170475421,-0.011285394860130594
2017-03-31,0.010284490796713829,0.010284490796713829
2017-04-05,0.009657079293540776,0.009657079293540776
2017-04-06,0.0007637769661226768,0.0007637769661226768
2017-04-07,0.0010828207466388351,0.0010828207466388351
2017-04-10,-0.006408545917196758,-0.007408545917196758
2017-04-11,-0.0012044331531709132,-0.0012044331531709132
2017-04-12,-0.002275009578358198,-0.002275009578358198
2017-04-13,0.0023650219725525946,0.0023650219725525946
2017-04-14,-0.00777949313289581,-0.00777949313289581
2017-04-17,-0.0030579477377179953,-0.0040912810710513284
2017-04-18,-0.007473137851305006,-0.007473137851305006
2017-04-19,-0.0050611371126563,-0.0050611371126563
2017-04-20,0.0031676462956773104,0.0031676462956773104
2017-04-21,0.0022097107013662166,0.0022097107013662166
2017-04-24,-0.008604733698064736,-0.00947570144000022
2017-04-25,-0.0017797942209053954,-0.0017797942209053954
2017-04-26,0.0014291526010808435,0.0014291526010808435
2017-04-27,0.003652569144518007,0.003652569144518007
2017-04-28,0.0009559411996439075,0.0009559411996439075
2017-05-02,-0.00951002782292461,-0.01061002782292461
2017-05-03,-0.002813605286193436,-0.002813605286193436
2017-05-04,-0.00348350792425135,-0.00348350792425135
2017-05-05,-0.011459960074408084,-0.011459960074408084
