Ticker,Returns
0086.hk,0.018
0435.hk,0.043
0496.hk,-0.18
0856.hk,-0.023
1117.hk,-0.059
1521.hk,0.16
1573.hk,2.475
1680.hk,-0.074
1797.hk,0.029
1890.hk,-0.015
1905.hk,0.039
1907.hk,-0.048
1908.hk,0.074
1951.hk,0.272
2013.hk,0.002
2019.hk,0.018
3692.hk,-0.055
3868.hk,0.009
3877.hk,0.24
3990.hk,0.045
6055.hk,0.207
^HSI,0.029
