Ticker,Returns
0086.hk,0.0
0435.hk,0.019
0496.hk,-0.078
0856.hk,-0.093
1117.hk,-0.043
1521.hk,0.059
1573.hk,1.622
1680.hk,-0.033
1797.hk,0.011
1890.hk,-0.075
1905.hk,-0.076
1907.hk,-0.051
1908.hk,0.047
1951.hk,0.133
2013.hk,-0.091
2019.hk,-0.003
3692.hk,-0.141
3868.hk,0.024
3877.hk,0.14
3990.hk,0.038
6055.hk,-0.029
^HSI,0.002
