Ticker,Returns
0086.hk,0.033
0435.hk,0.077
0496.hk,-0.169
0856.hk,0.02
1117.hk,-0.042
1521.hk,0.125
1573.hk,2.597
1680.hk,-0.093
1797.hk,-0.005
1890.hk,0.026
1905.hk,-0.051
1907.hk,0.004
1908.hk,0.09
1951.hk,0.283
2013.hk,0.057
2019.hk,0.028
3692.hk,0.004
3868.hk,0.0
3877.hk,0.245
3990.hk,0.107
6055.hk,0.082
^HSI,0.055
