Ticker,Returns
0086.hk,-0.012
0435.hk,0.06
0496.hk,-0.183
0856.hk,0.034
1117.hk,-0.098
1521.hk,0.177
1573.hk,2.909
1680.hk,-0.146
1797.hk,-0.022
1890.hk,0.021
1905.hk,-0.006
1907.hk,-0.044
1908.hk,0.039
1951.hk,0.238
2013.hk,0.091
2019.hk,0.009
3692.hk,-0.024
3868.hk,0.038
3877.hk,0.222
3990.hk,0.062
6055.hk,-0.048
^HSI,0.044
