Ticker,Returns
0086.hk,-0.009
0435.hk,0.028
0496.hk,-0.035
0856.hk,-0.01
1117.hk,0.034
1521.hk,0.237
1573.hk,1.723
1680.hk,-0.033
1797.hk,0.048
1890.hk,-0.048
1905.hk,-0.095
1907.hk,-0.024
1908.hk,0.048
1951.hk,0.196
2013.hk,-0.079
2019.hk,0.006
3692.hk,-0.13
3868.hk,-0.01
3877.hk,0.079
3990.hk,0.031
6055.hk,-0.013
^HSI,0.006
