Ticker,Returns
0086.hk,0.024
0435.hk,0.099
0496.hk,-0.109
0856.hk,0.033
1117.hk,0.008
1521.hk,0.172
1573.hk,1.766
1680.hk,-0.011
1797.hk,0.02
1890.hk,-0.031
1905.hk,-0.1
1907.hk,-0.01
1908.hk,0.083
1951.hk,0.228
2013.hk,-0.029
2019.hk,0.034
3692.hk,-0.051
3868.hk,-0.014
3877.hk,0.09
3990.hk,0.047
6055.hk,0.118
^HSI,0.041
