Ticker,Returns
0086.hk,-0.017
0435.hk,0.027
0496.hk,-0.177
0856.hk,0.008
1117.hk,-0.098
1521.hk,0.217
1573.hk,2.855
1680.hk,-0.146
1797.hk,0.029
1890.hk,0.026
1905.hk,0.032
1907.hk,-0.064
1908.hk,0.032
1951.hk,0.338
2013.hk,0.091
2019.hk,0.009
3692.hk,0.018
3868.hk,0.024
3877.hk,0.253
3990.hk,0.014
6055.hk,-0.078
^HSI,0.031
