Ticker,Returns
0086.hk,0.0
0435.hk,0.039
0496.hk,-0.059
0856.hk,-0.086
1117.hk,-0.017
1521.hk,0.042
1573.hk,2.527
1680.hk,-0.033
1797.hk,-0.014
1890.hk,-0.062
1905.hk,-0.11
1907.hk,-0.02
1908.hk,0.037
1951.hk,0.056
2013.hk,-0.06
2019.hk,0.006
3692.hk,-0.085
3868.hk,0.014
3877.hk,0.028
3990.hk,0.086
6055.hk,-0.052
^HSI,0.025
