Ticker,Returns
0086.hk,0.033
0435.hk,0.092
0496.hk,-0.154
0856.hk,-0.015
1117.hk,-0.025
1521.hk,0.158
1573.hk,3.279
1680.hk,-0.074
1797.hk,-0.024
1890.hk,-0.018
1905.hk,0.0
1907.hk,-0.01
1908.hk,0.083
1951.hk,0.173
2013.hk,0.044
2019.hk,0.021
3692.hk,-0.042
3868.hk,0.009
3877.hk,0.1
3990.hk,0.123
6055.hk,0.193
^HSI,0.063
