Ticker,Returns
0086.hk,0.018
0435.hk,0.079
0496.hk,-0.156
0856.hk,-0.02
1117.hk,-0.09
1521.hk,0.183
1573.hk,2.312
1680.hk,-0.022
1797.hk,0.017
1890.hk,-0.053
1905.hk,-0.117
1907.hk,-0.052
1908.hk,0.072
1951.hk,0.297
2013.hk,-0.029
2019.hk,0.04
3692.hk,-0.056
3868.hk,0.019
3877.hk,0.24
3990.hk,0.037
6055.hk,0.106
^HSI,0.033
