Ticker,Returns
0086.hk,0.024
0435.hk,0.106
0496.hk,-0.114
0856.hk,0.01
1117.hk,-0.051
1521.hk,0.173
1573.hk,2.308
1680.hk,-0.064
1797.hk,-0.003
1890.hk,-0.015
1905.hk,-0.095
1907.hk,-0.031
1908.hk,0.091
1951.hk,0.167
2013.hk,-0.089
2019.hk,0.024
3692.hk,-0.132
3868.hk,0.038
3877.hk,0.186
3990.hk,0.099
6055.hk,0.065
^HSI,0.049
