Ticker,Returns
0086.hk,0.03
0435.hk,0.11
0496.hk,-0.086
0856.hk,-0.01
1117.hk,-0.043
1521.hk,0.187
1573.hk,1.862
1680.hk,-0.064
1797.hk,-0.005
1890.hk,-0.023
1905.hk,-0.101
1907.hk,-0.014
1908.hk,0.089
1951.hk,0.155
2013.hk,-0.045
2019.hk,0.012
3692.hk,-0.089
3868.hk,0.029
3877.hk,0.059
3990.hk,0.083
6055.hk,0.007
^HSI,0.061
