Ticker,Returns
0086.hk,-0.009
0435.hk,0.024
0496.hk,-0.094
0856.hk,-0.07
1117.hk,-0.051
1521.hk,0.01
1573.hk,1.905
1680.hk,-0.033
1797.hk,-0.013
1890.hk,-0.065
1905.hk,-0.11
1907.hk,-0.038
1908.hk,0.036
1951.hk,0.059
2013.hk,-0.098
2019.hk,0.003
3692.hk,-0.135
3868.hk,0.029
3877.hk,0.131
3990.hk,0.058
6055.hk,-0.01
^HSI,0.004
