Ticker,Returns
0086.hk,0.042
0435.hk,0.088
0496.hk,-0.172
0856.hk,0.008
1117.hk,-0.034
1521.hk,0.122
1573.hk,2.951
1680.hk,-0.074
1797.hk,-0.006
1890.hk,-0.008
1905.hk,-0.026
1907.hk,-0.017
1908.hk,0.09
1951.hk,0.237
2013.hk,0.059
2019.hk,0.009
3692.hk,-0.06
3868.hk,-0.005
3877.hk,0.22
3990.hk,0.107
6055.hk,0.18
^HSI,0.054
