Ticker,Returns
0086.hk,0.012
0435.hk,0.071
0496.hk,-0.066
0856.hk,-0.007
1117.hk,-0.034
1521.hk,0.17
1573.hk,2.493
1680.hk,-0.011
1797.hk,0.01
1890.hk,-0.055
1905.hk,-0.172
1907.hk,-0.031
1908.hk,0.054
1951.hk,0.225
2013.hk,-0.036
2019.hk,0.0
3692.hk,-0.126
3868.hk,0.0
3877.hk,0.208
3990.hk,0.092
6055.hk,-0.041
^HSI,0.023
