Ticker,Returns
0086.hk,0.033
0435.hk,0.107
0496.hk,-0.147
0856.hk,-0.02
1117.hk,-0.082
1521.hk,0.199
1573.hk,2.031
1680.hk,-0.022
1797.hk,-0.009
1890.hk,-0.068
1905.hk,-0.117
1907.hk,-0.045
1908.hk,0.091
1951.hk,0.284
2013.hk,-0.021
2019.hk,0.034
3692.hk,-0.102
3868.hk,0.029
3877.hk,0.22
3990.hk,0.065
6055.hk,0.12
^HSI,0.044
