Ticker,Returns
0086.hk,0.018
0435.hk,0.072
0496.hk,-0.107
0856.hk,-0.015
1117.hk,-0.051
1521.hk,0.213
1573.hk,2.262
1680.hk,-0.064
1797.hk,0.049
1890.hk,-0.01
1905.hk,-0.059
1907.hk,-0.052
1908.hk,0.084
1951.hk,0.261
2013.hk,-0.089
2019.hk,0.024
3692.hk,-0.094
3868.hk,0.024
3877.hk,0.216
3990.hk,0.05
6055.hk,0.031
^HSI,0.037
