Ticker,Returns
0086.hk,-0.012
0435.hk,0.027
0496.hk,-0.074
0856.hk,-0.037
1117.hk,-0.059
1521.hk,0.21
1573.hk,2.072
1680.hk,-0.011
1797.hk,0.045
1890.hk,-0.062
1905.hk,-0.117
1907.hk,-0.061
1908.hk,0.038
1951.hk,0.26
2013.hk,-0.087
2019.hk,0.009
3692.hk,-0.121
3868.hk,0.014
3877.hk,0.228
3990.hk,0.031
6055.hk,-0.019
^HSI,-0.002
