Ticker,Returns
0086.hk,-0.014
0435.hk,0.062
0496.hk,-0.135
0856.hk,0.071
1117.hk,0.008
1521.hk,0.145
1573.hk,4.66
1680.hk,-0.092
1797.hk,-0.045
1890.hk,0.008
1905.hk,0.026
1907.hk,0.0
1908.hk,0.047
1951.hk,0.137
2013.hk,0.095
2019.hk,0.043
3692.hk,-0.023
3868.hk,-0.014
3877.hk,0.111
3990.hk,0.037
6055.hk,-0.013
^HSI,0.06
