Ticker,Returns
0086.hk,0.006
0435.hk,0.071
0496.hk,-0.169
0856.hk,0.039
1117.hk,-0.073
1521.hk,0.177
1573.hk,3.382
1680.hk,-0.146
1797.hk,-0.006
1890.hk,0.034
1905.hk,-0.032
1907.hk,-0.034
1908.hk,0.048
1951.hk,0.301
2013.hk,0.153
2019.hk,0.0
3692.hk,0.012
3868.hk,0.01
3877.hk,0.232
3990.hk,0.074
6055.hk,-0.098
^HSI,0.057
