Ticker,Returns
0086.hk,-0.003
0435.hk,0.075
0496.hk,-0.151
0856.hk,0.016
1117.hk,-0.065
1521.hk,0.214
1573.hk,3.745
1680.hk,-0.146
1797.hk,-0.024
1890.hk,0.024
1905.hk,-0.006
1907.hk,-0.027
1908.hk,0.04
1951.hk,0.234
2013.hk,0.137
2019.hk,0.012
3692.hk,0.033
3868.hk,0.024
3877.hk,0.111
3990.hk,0.09
6055.hk,-0.088
^HSI,0.066
