Ticker,Returns
0086.hk,0.024
0435.hk,0.081
0496.hk,-0.151
0856.hk,-0.003
1117.hk,-0.034
1521.hk,0.161
1573.hk,2.896
1680.hk,-0.093
1797.hk,-0.022
1890.hk,0.016
1905.hk,-0.025
1907.hk,0.011
1908.hk,0.083
1951.hk,0.217
2013.hk,0.042
2019.hk,0.04
3692.hk,0.024
3868.hk,0.014
3877.hk,0.122
3990.hk,0.123
6055.hk,0.094
^HSI,0.064
