Ticker,Returns
0086.hk,0.0
0435.hk,0.036
0496.hk,-0.077
0856.hk,-0.06
1117.hk,-0.059
1521.hk,0.266
1573.hk,1.985
1680.hk,-0.043
1797.hk,0.018
1890.hk,-0.083
1905.hk,-0.112
1907.hk,-0.058
1908.hk,0.056
1951.hk,0.252
2013.hk,-0.072
2019.hk,0.006
3692.hk,-0.176
3868.hk,0.034
3877.hk,0.208
3990.hk,0.049
6055.hk,-0.011
^HSI,0.009
