Ticker,Returns
0086.hk,0.024
0435.hk,0.076
0496.hk,-0.186
0856.hk,0.003
1117.hk,-0.059
1521.hk,0.122
1573.hk,2.525
1680.hk,-0.074
1797.hk,-0.022
1890.hk,-0.02
1905.hk,0.0
1907.hk,-0.028
1908.hk,0.082
1951.hk,0.177
2013.hk,0.002
2019.hk,0.018
3692.hk,-0.094
3868.hk,0.024
3877.hk,0.21
3990.hk,0.094
6055.hk,0.246
^HSI,0.041
