Ticker,Returns
0086.hk,0.009
0435.hk,0.053
0496.hk,-0.078
0856.hk,-0.031
1117.hk,-0.042
1521.hk,0.208
1573.hk,2.708
1680.hk,-0.043
1797.hk,0.01
1890.hk,-0.062
1905.hk,-0.168
1907.hk,-0.034
1908.hk,0.053
1951.hk,0.229
2013.hk,-0.027
2019.hk,0.003
3692.hk,-0.14
3868.hk,0.01
3877.hk,0.208
3990.hk,0.082
6055.hk,-0.045
^HSI,0.023
