Ticker,Returns
0086.hk,0.003
0435.hk,0.054
0496.hk,-0.064
0856.hk,-0.037
1117.hk,-0.051
1521.hk,0.227
1573.hk,1.812
1680.hk,-0.011
1797.hk,0.018
1890.hk,-0.077
1905.hk,-0.117
1907.hk,-0.054
1908.hk,0.057
1951.hk,0.248
2013.hk,-0.081
2019.hk,0.003
3692.hk,-0.163
3868.hk,0.024
3877.hk,0.208
3990.hk,0.058
6055.hk,-0.006
^HSI,0.009
