Ticker,Returns
0086.hk,0.021
0435.hk,0.039
0496.hk,-0.121
0856.hk,0.066
1117.hk,0.034
1521.hk,0.144
1573.hk,0.731
1680.hk,-0.082
1797.hk,0.017
1890.hk,0.078
1905.hk,0.057
1907.hk,0.018
1908.hk,0.084
1951.hk,0.253
2013.hk,0.025
2019.hk,0.022
3692.hk,0.052
3868.hk,-0.01
3877.hk,0.122
3990.hk,0.052
6055.hk,0.176
^HSI,0.038
