Ticker,Returns
0086.hk,-0.006
0435.hk,0.063
0496.hk,-0.157
0856.hk,0.013
1117.hk,-0.089
1521.hk,0.191
1573.hk,2.382
1680.hk,-0.146
1797.hk,-0.024
1890.hk,0.013
1905.hk,-0.013
1907.hk,-0.027
1908.hk,0.037
1951.hk,0.225
2013.hk,0.145
2019.hk,-0.003
3692.hk,0.024
3868.hk,0.029
3877.hk,0.091
3990.hk,0.046
6055.hk,-0.1
^HSI,0.055
