Ticker,Returns
0086.hk,0.003
0435.hk,0.038
0496.hk,-0.051
0856.hk,-0.019
1117.hk,0.025
1521.hk,0.175
1573.hk,3.615
1680.hk,-0.033
1797.hk,-0.008
1890.hk,-0.088
1905.hk,-0.123
1907.hk,-0.024
1908.hk,0.032
1951.hk,0.117
2013.hk,-0.088
2019.hk,0.012
3692.hk,-0.128
3868.hk,-0.005
3877.hk,0.089
3990.hk,0.036
6055.hk,-0.021
^HSI,0.024
