Ticker,Returns
0086.hk,0.024
0435.hk,0.092
0496.hk,-0.057
0856.hk,0.038
1117.hk,0.051
1521.hk,0.202
1573.hk,1.723
1680.hk,-0.053
1797.hk,0.052
1890.hk,0.013
1905.hk,-0.041
1907.hk,-0.01
1908.hk,0.095
1951.hk,0.194
2013.hk,-0.089
2019.hk,0.018
3692.hk,-0.089
3868.hk,-0.01
3877.hk,0.069
3990.hk,0.059
6055.hk,0.043
^HSI,0.045
