Ticker,Returns
0086.hk,0.033
0435.hk,0.129
0496.hk,-0.13
0856.hk,-0.013
1117.hk,-0.057
1521.hk,0.18
1573.hk,3.078
1680.hk,-0.022
1797.hk,-0.035
1890.hk,-0.056
1905.hk,-0.15
1907.hk,-0.014
1908.hk,0.08
1951.hk,0.196
2013.hk,0.012
2019.hk,0.043
3692.hk,-0.043
3868.hk,0.019
3877.hk,0.1
3990.hk,0.115
6055.hk,0.094
^HSI,0.067
