Ticker,Returns
0086.hk,-0.009
0435.hk,0.011
0496.hk,-0.036
0856.hk,-0.044
1117.hk,0.051
1521.hk,0.034
1573.hk,1.392
1680.hk,-0.022
1797.hk,0.042
1890.hk,-0.038
1905.hk,-0.058
1907.hk,-0.017
1908.hk,0.039
1951.hk,0.083
2013.hk,-0.098
2019.hk,-0.003
3692.hk,-0.092
3868.hk,-0.019
3877.hk,0.019
3990.hk,0.02
6055.hk,-0.031
^HSI,-0.0
