Ticker,Returns
0086.hk,0.03
0435.hk,0.049
0496.hk,-0.124
0856.hk,0.053
1117.hk,0.042
1521.hk,0.141
1573.hk,0.902
1680.hk,-0.063
1797.hk,0.016
1890.hk,0.043
1905.hk,0.085
1907.hk,-0.003
1908.hk,0.084
1951.hk,0.208
2013.hk,0.027
2019.hk,0.003
3692.hk,-0.015
3868.hk,-0.014
3877.hk,0.1
3990.hk,0.052
6055.hk,0.283
^HSI,0.037
