Ticker,Returns
0086.hk,-0.012
0435.hk,0.046
0496.hk,-0.13
0856.hk,0.062
1117.hk,0.0
1521.hk,0.205
1573.hk,2.218
1680.hk,-0.136
1797.hk,0.032
1890.hk,0.05
1905.hk,0.052
1907.hk,-0.024
1908.hk,0.043
1951.hk,0.266
2013.hk,0.091
2019.hk,0.003
3692.hk,0.024
3868.hk,-0.01
3877.hk,0.101
3990.hk,0.023
6055.hk,-0.068
^HSI,0.04
