Ticker,Returns
0086.hk,-0.02
0435.hk,0.039
0496.hk,-0.111
0856.hk,0.105
1117.hk,0.017
1521.hk,0.197
1573.hk,1.189
1680.hk,-0.092
1797.hk,-0.006
1890.hk,0.089
1905.hk,0.085
1907.hk,0.003
1908.hk,0.062
1951.hk,0.223
2013.hk,0.133
2019.hk,0.028
3692.hk,0.01
3868.hk,-0.01
3877.hk,0.111
3990.hk,0.029
6055.hk,0.047
^HSI,0.042
