Ticker,Returns
0086.hk,0.03
0435.hk,0.085
0496.hk,-0.099
0856.hk,0.055
1117.hk,0.008
1521.hk,0.163
1573.hk,0.812
1680.hk,-0.011
1797.hk,0.005
1890.hk,0.002
1905.hk,-0.078
1907.hk,-0.007
1908.hk,0.081
1951.hk,0.232
2013.hk,-0.005
2019.hk,0.025
3692.hk,-0.017
3868.hk,-0.005
3877.hk,0.1
3990.hk,0.044
6055.hk,0.176
^HSI,0.041
