Ticker,Returns
0086.hk,-0.003
0435.hk,0.028
0496.hk,-0.066
0856.hk,-0.088
1117.hk,-0.043
1521.hk,0.022
1573.hk,1.514
1680.hk,-0.033
1797.hk,-0.014
1890.hk,-0.072
1905.hk,-0.116
1907.hk,-0.02
1908.hk,0.033
1951.hk,0.048
2013.hk,-0.053
2019.hk,-0.009
3692.hk,-0.092
3868.hk,0.019
3877.hk,0.009
3990.hk,0.043
6055.hk,-0.065
^HSI,0.015
