Ticker,Returns
0086.hk,0.0
0435.hk,0.057
0496.hk,-0.058
0856.hk,-0.053
1117.hk,-0.034
1521.hk,0.246
1573.hk,3.015
1680.hk,-0.043
1797.hk,-0.008
1890.hk,-0.071
1905.hk,-0.145
1907.hk,-0.027
1908.hk,0.045
1951.hk,0.166
2013.hk,-0.041
2019.hk,0.015
3692.hk,-0.123
3868.hk,0.024
3877.hk,0.089
3990.hk,0.097
6055.hk,-0.034
^HSI,0.031
