Ticker,Returns
0086.hk,0.033
0435.hk,0.122
0496.hk,-0.079
0856.hk,-0.008
1117.hk,-0.017
1521.hk,0.21
1573.hk,3.015
1680.hk,-0.064
1797.hk,-0.005
1890.hk,-0.013
1905.hk,-0.095
1907.hk,-0.014
1908.hk,0.092
1951.hk,0.163
2013.hk,-0.051
2019.hk,0.027
3692.hk,-0.081
3868.hk,0.024
3877.hk,0.078
3990.hk,0.128
6055.hk,0.02
^HSI,0.071
