Date,Price,Open,High,Low,Vol.,Change %
6-May-19,"3,684.62","3,775.08","3,791.61","3,647.14",197.47K,-5.84%
30-Apr-19,"3,913.21","3,887.18","3,923.11","3,885.15",116.23K,0.33%
29-Apr-19,"3,900.33","3,896.58","3,953.23","3,875.45",153.87K,0.28%
26-Apr-19,"3,889.27","3,921.89","3,943.83","3,887.25",142.01K,-1.33%
25-Apr-19,"3,941.82","4,013.60","4,022.56","3,938.33",159.72K,-2.19%
24-Apr-19,"4,030.09","4,033.63","4,044.34","3,967.81",145.50K,0.28%
23-Apr-19,"4,019.01","4,021.63","4,061.09","4,005.28",155.61K,-0.16%
22-Apr-19,"4,025.61","4,125.97","4,126.09","4,015.47",189.35K,-2.31%
19-Apr-19,"4,120.61","4,076.30","4,120.64","4,046.20",150.80K,1.19%
18-Apr-19,"4,072.08","4,085.11","4,094.05","4,056.24",146.56K,-0.37%
17-Apr-19,"4,087.24","4,080.72","4,106.62","4,057.50",180.37K,0.04%
16-Apr-19,"4,085.79","3,958.10","4,085.79","3,943.49",202.04K,2.77%
15-Apr-19,"3,975.52","4,056.49","4,085.39","3,974.23",182.65K,-0.33%
12-Apr-19,"3,988.62","3,986.78","4,006.93","3,961.46",135.86K,-0.22%
11-Apr-19,"3,997.58","4,083.46","4,097.12","3,990.24",169.05K,-2.16%
10-Apr-19,"4,085.85","4,062.44","4,115.38","4,035.47",194.69K,0.26%
9-Apr-19,"4,075.43","4,063.81","4,084.24","4,038.28",182.96K,0.45%
8-Apr-19,"4,057.23","4,097.10","4,122.60","4,017.49",267.51K,-0.12%
4-Apr-19,"4,062.23","4,039.74","4,072.11","4,021.71",260.41K,1.00%
3-Apr-19,"4,022.16","3,947.87","4,026.50","3,939.78",231.92K,1.28%
2-Apr-19,"3,971.29","3,986.34","3,988.10","3,956.51",226.00K,-0.07%
1-Apr-19,"3,973.93","3,901.17","3,982.91","3,901.17",271.38K,2.62%
29-Mar-19,"3,872.34","3,739.77","3,876.38","3,739.77",215.64K,3.86%
28-Mar-19,"3,728.40","3,731.06","3,755.72","3,710.08",133.27K,-0.40%
27-Mar-19,"3,743.39","3,724.41","3,750.26","3,703.45",138.76K,1.16%
26-Mar-19,"3,700.44","3,766.53","3,770.84","3,687.55",173.05K,-1.13%
25-Mar-19,"3,742.83","3,776.44","3,807.18","3,741.61",198.59K,-2.37%
22-Mar-19,"3,833.80","3,838.13","3,845.58","3,786.59",171.36K,-0.08%
21-Mar-19,"3,836.89","3,840.28","3,864.07","3,823.47",196.31K,0.04%
20-Mar-19,"3,835.44","3,825.34","3,855.15","3,790.51",175.63K,0.04%
19-Mar-19,"3,833.96","3,856.59","3,868.34","3,815.22",181.73K,-0.46%
18-Mar-19,"3,851.75","3,753.64","3,851.75","3,733.68",216.93K,2.85%
15-Mar-19,"3,745.01","3,713.94","3,782.24","3,713.94",175.18K,1.26%
14-Mar-19,"3,698.49","3,710.29","3,747.82","3,673.85",190.82K,-0.69%
13-Mar-19,"3,724.19","3,758.71","3,763.09","3,708.81",233.68K,-0.83%
12-Mar-19,"3,755.35","3,758.32","3,804.72","3,723.68",274.93K,0.68%
11-Mar-19,"3,729.95","3,663.98","3,731.91","3,650.81",230.91K,1.98%
8-Mar-19,"3,657.58","3,721.40","3,774.54","3,656.19",317.99K,-3.97%
7-Mar-19,"3,808.85","3,841.15","3,845.18","3,778.80",329.85K,-1.02%
6-Mar-19,"3,848.09","3,822.86","3,855.16","3,787.52",318.08K,0.84%
5-Mar-19,"3,816.01","3,785.38","3,816.16","3,770.79",230.85K,0.58%
4-Mar-19,"3,794.10","3,783.04","3,886.58","3,764.78",323.49K,1.18%
1-Mar-19,"3,749.71","3,699.22","3,749.71","3,668.77",204.71K,2.19%
28-Feb-19,"3,669.37","3,675.26","3,695.46","3,650.05",184.81K,-0.25%
27-Feb-19,"3,678.39","3,682.81","3,737.63","3,638.33",286.24K,-0.17%
26-Feb-19,"3,684.69","3,734.71","3,762.11","3,679.27",358.04K,-1.20%
25-Feb-19,"3,729.48","3,575.85","3,729.48","3,574.69",342.56K,5.95%
22-Feb-19,"3,520.12","3,439.38","3,520.12","3,417.98",187.24K,2.25%
21-Feb-19,"3,442.71","3,450.14","3,500.25","3,431.63",180.14K,-0.27%
20-Feb-19,"3,451.93","3,449.93","3,463.77","3,421.51",147.39K,0.36%
19-Feb-19,"3,439.61","3,454.72","3,480.79","3,419.07",179.08K,-0.18%
18-Feb-19,"3,445.74","3,366.42","3,445.74","3,366.42",182.89K,3.21%
15-Feb-19,"3,338.70","3,391.24","3,395.03","3,335.87",143.67K,-1.86%
14-Feb-19,"3,402.14","3,392.85","3,415.40","3,381.98",151.13K,0.15%
13-Feb-19,"3,397.03","3,337.78","3,405.58","3,329.14",163.83K,2.00%
12-Feb-19,"3,330.34","3,306.35","3,335.36","3,298.63",122.23K,0.72%
11-Feb-19,"3,306.47","3,239.81","3,307.06","3,239.81",98.82K,1.82%
1-Feb-19,"3,247.40","3,225.73","3,247.50","3,207.72",82.02K,1.43%
31-Jan-19,"3,201.63","3,182.70","3,216.07","3,178.01",86.25K,1.05%
30-Jan-19,"3,168.48","3,181.66","3,202.90","3,167.89",63.75K,-0.80%
29-Jan-19,"3,193.97","3,177.26","3,200.99","3,148.23",77.66K,0.32%
28-Jan-19,"3,183.78","3,203.12","3,228.87","3,174.72",82.62K,-0.02%
25-Jan-19,"3,184.47","3,165.18","3,203.17","3,164.41",83.97K,0.81%
24-Jan-19,"3,158.78","3,146.60","3,165.63","3,125.30",72.94K,0.56%
23-Jan-19,"3,141.05","3,136.10","3,157.63","3,131.87",59.87K,-0.07%
22-Jan-19,"3,143.32","3,181.95","3,181.95","3,135.34",72.99K,-1.33%
21-Jan-19,"3,185.64","3,170.88","3,199.21","3,170.88",93.92K,0.55%
18-Jan-19,"3,168.17","3,124.50","3,171.69","3,120.35",103.96K,1.82%
17-Jan-19,"3,111.42","3,132.63","3,141.71","3,110.06",80.18K,-0.55%
16-Jan-19,"3,128.65","3,126.13","3,135.01","3,117.29",80.21K,0.02%
15-Jan-19,"3,127.99","3,071.52","3,129.37","3,064.67",88.77K,1.96%
14-Jan-19,"3,067.78","3,092.50","3,097.41","3,064.38",66.12K,-0.87%
11-Jan-19,"3,094.78","3,082.26","3,102.83","3,071.03",71.79K,0.72%
10-Jan-19,"3,072.69","3,077.48","3,092.54","3,062.57",85.27K,-0.19%
9-Jan-19,"3,078.48","3,065.23","3,117.96","3,062.85",107.36K,1.01%
8-Jan-19,"3,047.70","3,049.87","3,055.51","3,038.53",86.17K,-0.22%
7-Jan-19,"3,054.30","3,055.15","3,061.75","3,035.91",101.16K,0.61%
4-Jan-19,"3,035.87","2,940.19","3,036.81","2,935.83",103.32K,2.40%
3-Jan-19,"2,964.84","2,963.02","3,000.44","2,953.25",70.87K,-0.16%
2-Jan-19,"2,969.54","3,017.07","3,018.78","2,958.49",68.66K,-1.37%
28-Dec-18,"3,010.65","2,994.80","3,024.35","2,984.82",71.05K,0.67%
27-Dec-18,"2,990.51","3,042.95","3,047.23","2,990.51",80.54K,-0.38%
26-Dec-18,"3,002.03","3,012.87","3,029.06","2,996.48",55.65K,-0.51%
25-Dec-18,"3,017.28","3,006.88","3,030.14","2,964.88",78.69K,-0.69%
24-Dec-18,"3,038.20","3,015.50","3,040.35","3,007.33",57.30K,0.29%
21-Dec-18,"3,029.40","3,055.33","3,057.40","3,007.61",76.76K,-1.24%
20-Dec-18,"3,067.42","3,083.54","3,097.72","3,044.29",69.75K,-0.77%
19-Dec-18,"3,091.13","3,133.74","3,137.01","3,086.76",55.52K,-1.19%
18-Dec-18,"3,128.43","3,139.95","3,165.00","3,114.47",63.82K,-1.04%
17-Dec-18,"3,161.20","3,158.28","3,167.51","3,134.37",66.50K,-0.15%
14-Dec-18,"3,165.91","3,207.35","3,210.72","3,165.91",84.30K,-1.67%
13-Dec-18,"3,219.69","3,178.89","3,234.08","3,169.42",90.44K,1.55%
12-Dec-18,"3,170.61","3,181.57","3,182.21","3,160.28",53.31K,0.34%
11-Dec-18,"3,159.82","3,148.23","3,161.96","3,143.61",53.22K,0.48%
10-Dec-18,"3,144.76","3,153.52","3,170.15","3,134.38",63.44K,-1.16%
7-Dec-18,"3,181.56","3,187.49","3,193.82","3,176.71",53.36K,0.00%
6-Dec-18,"3,181.67","3,218.11","3,223.52","3,179.89",76.33K,-2.16%
5-Dec-18,"3,252.00","3,224.26","3,266.90","3,219.98",76.15K,-0.48%
4-Dec-18,"3,267.71","3,256.23","3,267.94","3,243.70",79.42K,0.21%
3-Dec-18,"3,260.95","3,260.69","3,273.64","3,228.36",121.49K,2.78%
30-Nov-18,"3,172.69","3,136.20","3,175.15","3,132.42",70.92K,1.12%
29-Nov-18,"3,137.65","3,198.83","3,204.86","3,137.65",80.50K,-1.30%
28-Nov-18,"3,178.93","3,137.75","3,179.41","3,126.62",74.88K,1.33%
27-Nov-18,"3,137.24","3,152.77","3,162.01","3,126.29",55.41K,-0.13%
26-Nov-18,"3,141.24","3,148.67","3,169.44","3,131.64",59.38K,-0.07%
23-Nov-18,"3,143.48","3,208.59","3,212.20","3,139.39",84.64K,-2.21%
22-Nov-18,"3,214.43","3,232.97","3,235.45","3,199.70",65.10K,-0.37%
21-Nov-18,"3,226.49","3,187.10","3,230.26","3,185.24",84.12K,0.25%
20-Nov-18,"3,218.41","3,268.08","3,278.78","3,213.68",109.36K,-2.31%
19-Nov-18,"3,294.60","3,258.79","3,294.60","3,251.07",115.96K,1.13%
16-Nov-18,"3,257.67","3,242.88","3,282.39","3,223.72",126.88K,0.47%
15-Nov-18,"3,242.37","3,201.28","3,242.38","3,198.78",98.56K,1.17%
14-Nov-18,"3,204.94","3,233.64","3,239.24","3,200.23",113.81K,-1.00%
13-Nov-18,"3,237.38","3,164.92","3,254.77","3,161.10",126.49K,1.01%
12-Nov-18,"3,205.14","3,160.25","3,206.51","3,152.44",88.06K,1.19%
9-Nov-18,"3,167.44","3,193.30","3,193.30","3,166.31",84.28K,-1.41%
8-Nov-18,"3,212.77","3,251.73","3,253.57","3,207.71",76.42K,-0.28%
7-Nov-18,"3,221.91","3,243.88","3,270.50","3,218.42",91.62K,-0.65%
6-Nov-18,"3,243.15","3,254.98","3,254.98","3,213.89",83.87K,-0.60%
5-Nov-18,"3,262.84","3,269.47","3,279.88","3,230.36",109.71K,-0.83%
2-Nov-18,"3,290.25","3,258.61","3,290.25","3,222.44",153.47K,3.56%
1-Nov-18,"3,177.03","3,185.20","3,217.80","3,173.10",132.65K,0.74%
31-Oct-18,"3,153.82","3,116.66","3,168.92","3,106.03",111.21K,1.40%
30-Oct-18,"3,110.26","3,061.93","3,146.63","3,050.77",116.07K,1.08%
29-Oct-18,"3,076.89","3,157.49","3,158.81","3,062.58",91.84K,-3.05%
26-Oct-18,"3,173.64","3,204.28","3,218.10","3,151.92",101.30K,-0.65%
25-Oct-18,"3,194.31","3,107.84","3,197.32","3,099.89",106.95K,0.19%
24-Oct-18,"3,188.20","3,169.46","3,245.40","3,164.29",110.91K,0.15%
23-Oct-18,"3,183.43","3,273.13","3,276.02","3,163.57",121.01K,-2.66%
22-Oct-18,"3,270.27","3,159.56","3,297.38","3,159.56",145.86K,4.32%
19-Oct-18,"3,134.95","3,017.75","3,137.75","3,009.50",98.84K,2.97%
18-Oct-18,"3,044.39","3,097.79","3,097.79","3,043.38",73.77K,-2.37%
17-Oct-18,"3,118.25","3,140.68","3,149.13","3,062.55",76.84K,0.56%
