Date,Price,Open,High,Low,Vol.,Change %
19-Sep-17,"3,832.12","3,849.88","3,857.30","3,820.29",112.43K,-0.29%
18-Sep-17,"3,843.14","3,832.96","3,862.36","3,832.96",117.93K,0.31%
15-Sep-17,"3,831.30","3,826.14","3,843.30","3,818.52",122.43K,0.03%
14-Sep-17,"3,829.96","3,843.57","3,854.49","3,820.09",115.36K,-0.33%
13-Sep-17,"3,842.61","3,835.55","3,847.78","3,822.94",95.41K,0.12%
12-Sep-17,"3,837.93","3,832.24","3,849.39","3,822.00",144.19K,0.32%
11-Sep-17,"3,825.65","3,828.34","3,850.74","3,817.51",123.88K,-0.01%
8-Sep-17,"3,825.99","3,830.07","3,843.02","3,813.98",106.04K,-0.10%
7-Sep-17,"3,829.87","3,851.69","3,858.16","3,828.84",123.88K,-0.51%
6-Sep-17,"3,849.45","3,846.75","3,858.25","3,831.38",131.40K,-0.20%
5-Sep-17,"3,857.05","3,845.55","3,865.29","3,841.95",124.96K,0.30%
4-Sep-17,"3,845.62","3,828.54","3,847.09","3,813.55",149.57K,0.39%
1-Sep-17,"3,830.54","3,825.34","3,843.62","3,818.16",158.65K,0.22%
31-Aug-17,"3,822.09","3,835.84","3,840.20","3,800.89",132.95K,-0.32%
30-Aug-17,"3,834.30","3,834.27","3,854.71","3,827.86",141.35K,-0.01%
29-Aug-17,"3,834.54","3,839.18","3,847.93","3,825.76",128.23K,-0.21%
28-Aug-17,"3,842.71","3,805.66","3,866.94","3,805.66",185.58K,1.24%
25-Aug-17,"3,795.75","3,736.29","3,795.97","3,736.29",129.94K,1.64%
24-Aug-17,"3,734.65","3,755.89","3,765.71","3,729.09",89.95K,-0.57%
23-Aug-17,"3,756.09","3,747.61","3,772.46","3,741.72",104.96K,0.10%
22-Aug-17,"3,752.30","3,745.75","3,758.29","3,734.56",100.29K,0.30%
21-Aug-17,"3,740.99","3,731.84","3,744.26","3,728.62",100.31K,0.44%
18-Aug-17,"3,724.67","3,707.19","3,733.49","3,700.41",96.56K,0.09%
17-Aug-17,"3,721.28","3,707.07","3,722.62","3,704.41",108.66K,0.54%
16-Aug-17,"3,701.42","3,701.13","3,707.14","3,679.73",104.13K,-0.13%
15-Aug-17,"3,706.06","3,695.78","3,719.29","3,692.28",106.45K,0.31%
14-Aug-17,"3,694.68","3,651.38","3,698.37","3,651.38",115.31K,1.30%
11-Aug-17,"3,647.35","3,687.93","3,700.49","3,645.09",150.39K,-1.85%
10-Aug-17,"3,715.92","3,724.96","3,746.86","3,688.18",130.09K,-0.41%
9-Aug-17,"3,731.04","3,728.03","3,739.00","3,713.57",124.68K,-0.03%
8-Aug-17,"3,732.21","3,724.33","3,737.33","3,718.81",137.24K,0.15%
7-Aug-17,"3,726.79","3,701.22","3,730.78","3,689.96",124.23K,0.52%
4-Aug-17,"3,707.58","3,724.72","3,738.73","3,707.00",157.47K,-0.54%
3-Aug-17,"3,727.83","3,755.11","3,766.35","3,718.44",146.15K,-0.88%
2-Aug-17,"3,760.85","3,768.19","3,784.35","3,759.28",172.29K,-0.25%
1-Aug-17,"3,770.38","3,738.74","3,770.40","3,737.10",152.55K,0.87%
31-Jul-17,"3,737.87","3,722.43","3,746.52","3,713.66",148.43K,0.43%
28-Jul-17,"3,721.89","3,703.49","3,725.54","3,696.78",111.41K,0.26%
27-Jul-17,"3,712.19","3,700.86","3,716.69","3,672.50",145.00K,0.18%
26-Jul-17,"3,705.39","3,722.88","3,738.53","3,684.18",136.33K,-0.38%
25-Jul-17,"3,719.56","3,742.64","3,752.16","3,713.28",121.67K,-0.64%
24-Jul-17,"3,743.47","3,724.38","3,755.19","3,719.85",134.87K,0.40%
21-Jul-17,"3,728.60","3,738.18","3,751.69","3,722.07",117.94K,-0.51%
20-Jul-17,"3,747.88","3,725.14","3,750.19","3,723.07",142.41K,0.49%
19-Jul-17,"3,729.75","3,660.87","3,731.05","3,658.20",182.48K,1.71%
18-Jul-17,"3,667.18","3,648.49","3,667.54","3,622.04",124.62K,0.10%
17-Jul-17,"3,663.56","3,700.62","3,716.47","3,621.37",178.82K,-1.07%
14-Jul-17,"3,703.09","3,682.62","3,703.09","3,672.74",105.51K,0.44%
13-Jul-17,"3,686.92","3,656.35","3,690.48","3,652.57",125.67K,0.77%
12-Jul-17,"3,658.82","3,672.63","3,691.58","3,640.59",122.29K,-0.33%
11-Jul-17,"3,670.81","3,646.88","3,701.21","3,645.99",118.76K,0.47%
10-Jul-17,"3,653.69","3,647.94","3,667.85","3,641.53",120.59K,-0.06%
7-Jul-17,"3,655.93","3,647.64","3,657.11","3,631.87",103.74K,-0.11%
6-Jul-17,"3,660.10","3,654.56","3,666.77","3,629.56",102.38K,0.01%
5-Jul-17,"3,659.68","3,611.90","3,660.73","3,610.46",88.23K,1.10%
4-Jul-17,"3,619.98","3,646.83","3,646.85","3,611.69",95.07K,-0.85%
3-Jul-17,"3,650.85","3,667.23","3,667.60","3,633.78",88.82K,-0.43%
30-Jun-17,"3,666.80","3,654.73","3,669.76","3,646.23",81.51K,-0.06%
29-Jun-17,"3,668.83","3,649.25","3,669.13","3,644.73",85.59K,0.62%
28-Jun-17,"3,646.17","3,664.16","3,672.19","3,644.03",97.92K,-0.78%
27-Jun-17,"3,674.72","3,665.58","3,676.53","3,648.76",97.56K,0.18%
26-Jun-17,"3,668.09","3,627.02","3,671.94","3,627.02",134.64K,1.25%
23-Jun-17,"3,622.88","3,583.44","3,623.24","3,569.32",105.13K,0.91%
22-Jun-17,"3,590.34","3,583.56","3,635.53","3,581.34",135.53K,0.07%
21-Jun-17,"3,587.95","3,567.13","3,587.99","3,545.57",87.86K,1.17%
20-Jun-17,"3,546.49","3,560.79","3,563.70","3,539.51",80.51K,-0.20%
19-Jun-17,"3,553.67","3,520.06","3,554.91","3,520.06",79.80K,0.99%
16-Jun-17,"3,518.76","3,522.97","3,536.14","3,514.39",76.45K,-0.28%
15-Jun-17,"3,528.79","3,530.75","3,542.28","3,508.95",82.63K,-0.18%
14-Jun-17,"3,535.30","3,571.25","3,571.25","3,530.27",83.81K,-1.31%
13-Jun-17,"3,582.27","3,569.16","3,584.41","3,559.21",75.18K,0.22%
12-Jun-17,"3,574.39","3,570.22","3,603.69","3,565.90",90.38K,-0.05%
9-Jun-17,"3,576.17","3,561.24","3,590.89","3,560.63",101.19K,0.43%
8-Jun-17,"3,560.98","3,531.24","3,562.27","3,528.18",90.23K,0.77%
7-Jun-17,"3,533.87","3,493.88","3,537.09","3,491.13",104.42K,1.17%
6-Jun-17,"3,492.88","3,464.38","3,492.88","3,460.45",64.09K,0.70%
5-Jun-17,"3,468.75","3,480.17","3,484.12","3,462.31",79.74K,-0.51%
2-Jun-17,"3,486.51","3,491.59","3,498.12","3,470.20",82.67K,-0.32%
1-Jun-17,"3,497.74","3,485.22","3,499.81","3,476.43",103.13K,0.14%
31-May-17,"3,492.88","3,495.07","3,515.08","3,474.92",104.83K,0.36%
26-May-17,"3,480.43","3,479.62","3,498.31","3,473.04",103.24K,-0.15%
25-May-17,"3,485.66","3,414.40","3,490.42","3,413.22",130.72K,1.80%
24-May-17,"3,424.17","3,409.72","3,424.17","3,383.89",83.55K,0.00%
23-May-17,"3,424.19","3,405.03","3,434.77","3,401.53",116.91K,0.38%
22-May-17,"3,411.24","3,400.59","3,424.18","3,391.17",92.54K,0.22%
19-May-17,"3,403.85","3,395.23","3,405.94","3,392.38",71.47K,0.17%
18-May-17,"3,398.11","3,387.67","3,409.93","3,383.93",85.76K,-0.35%
17-May-17,"3,409.97","3,423.19","3,433.97","3,408.15",99.74K,-0.54%
16-May-17,"3,428.65","3,390.93","3,428.85","3,373.55",105.24K,0.87%
15-May-17,"3,399.19","3,391.59","3,406.58","3,391.59",82.98K,0.41%
12-May-17,"3,385.38","3,350.94","3,387.27","3,349.17",93.39K,0.86%
11-May-17,"3,356.65","3,322.95","3,359.60","3,312.89",109.25K,0.57%
10-May-17,"3,337.70","3,350.65","3,369.43","3,336.00",92.08K,-0.44%
9-May-17,"3,352.53","3,342.60","3,358.05","3,327.59",76.77K,-0.19%
8-May-17,"3,358.81","3,369.11","3,374.16","3,339.57",123.75K,-0.70%
5-May-17,"3,382.55","3,393.48","3,395.45","3,366.56",109.90K,-0.64%
4-May-17,"3,404.39","3,404.94","3,421.40","3,391.28",103.48K,-0.26%
3-May-17,"3,413.13","3,421.76","3,432.22","3,403.08",91.67K,-0.39%
2-May-17,"3,426.58","3,427.92","3,436.31","3,418.67",92.80K,-0.38%
28-Apr-17,"3,439.75","3,439.57","3,439.90","3,417.24",101.63K,-0.20%
27-Apr-17,"3,446.72","3,435.10","3,449.27","3,399.54",123.30K,0.04%
26-Apr-17,"3,445.18","3,440.25","3,466.57","3,439.15",111.94K,0.12%
25-Apr-17,"3,440.97","3,427.73","3,449.67","3,422.65",94.07K,0.28%
24-Apr-17,"3,431.26","3,458.23","3,458.23","3,403.98",114.66K,-1.02%
21-Apr-17,"3,466.79","3,461.39","3,475.56","3,449.54",104.42K,0.15%
20-Apr-17,"3,461.55","3,444.52","3,465.61","3,440.72",114.18K,0.45%
19-Apr-17,"3,445.88","3,452.99","3,459.35","3,418.51",121.35K,-0.49%
18-Apr-17,"3,462.74","3,474.89","3,489.08","3,462.63",110.93K,-0.49%
17-Apr-17,"3,479.94","3,475.74","3,480.57","3,453.68",117.17K,-0.19%
14-Apr-17,"3,486.50","3,516.81","3,517.47","3,476.95",135.47K,-0.80%
13-Apr-17,"3,514.57","3,500.28","3,518.44","3,496.57",129.98K,0.15%
12-Apr-17,"3,509.44","3,514.57","3,523.10","3,498.00",181.83K,-0.22%
11-Apr-17,"3,517.33","3,503.83","3,520.13","3,466.14",165.95K,0.35%
10-Apr-17,"3,505.14","3,519.46","3,522.80","3,502.08",141.89K,-0.35%
7-Apr-17,"3,517.46","3,514.45","3,526.82","3,506.39",140.29K,0.10%
6-Apr-17,"3,514.05","3,507.99","3,517.78","3,495.72",136.77K,0.29%
5-Apr-17,"3,503.89","3,476.42","3,504.54","3,475.15",143.40K,1.38%
31-Mar-17,"3,456.05","3,434.82","3,456.31","3,430.82",91.58K,0.56%
30-Mar-17,"3,436.76","3,461.62","3,467.30","3,422.37",116.38K,-0.82%
29-Mar-17,"3,465.19","3,472.97","3,483.06","3,455.55",104.85K,-0.13%
28-Mar-17,"3,469.81","3,480.25","3,482.29","3,461.47",84.20K,-0.24%
27-Mar-17,"3,478.04","3,488.76","3,505.98","3,474.52",107.02K,-0.33%
24-Mar-17,"3,489.60","3,464.20","3,499.32","3,461.11",125.65K,0.80%
23-Mar-17,"3,461.98","3,452.41","3,470.82","3,435.69",94.32K,0.35%
22-Mar-17,"3,450.05","3,450.75","3,464.33","3,433.50",104.94K,-0.47%
21-Mar-17,"3,466.35","3,449.77","3,466.70","3,445.64",87.71K,0.49%
20-Mar-17,"3,449.61","3,449.05","3,454.06","3,429.83",88.73K,0.11%
17-Mar-17,"3,445.81","3,485.31","3,488.50","3,441.47",103.76K,-1.03%
16-Mar-17,"3,481.51","3,472.27","3,492.13","3,472.27",106.33K,0.52%
15-Mar-17,"3,463.64","3,452.21","3,463.92","3,445.27",79.11K,0.20%
14-Mar-17,"3,456.69","3,456.66","3,465.39","3,448.90",77.08K,-0.04%
13-Mar-17,"3,458.10","3,425.67","3,458.10","3,412.69",91.68K,0.88%
10-Mar-17,"3,427.89","3,423.98","3,436.24","3,423.94",70.02K,0.03%
9-Mar-17,"3,426.94","3,442.90","3,443.05","3,414.68",84.57K,-0.63%
8-Mar-17,"3,448.73","3,452.20","3,457.04","3,441.26",79.59K,-0.15%
7-Mar-17,"3,453.96","3,446.16","3,454.04","3,440.06",80.34K,0.22%
6-Mar-17,"3,446.48","3,427.25","3,449.03","3,425.90",83.07K,0.54%
3-Mar-17,"3,427.86","3,424.66","3,428.88","3,412.83",81.00K,-0.21%
2-Mar-17,"3,435.10","3,463.48","3,468.47","3,434.00",89.90K,-0.67%
1-Mar-17,"3,458.44","3,452.21","3,472.70","3,449.11",103.26K,0.16%
28-Feb-17,"3,452.81","3,445.03","3,460.91","3,441.36",75.22K,0.19%
27-Feb-17,"3,446.22","3,471.13","3,472.84","3,441.39",98.67K,-0.80%
24-Feb-17,"3,473.85","3,468.96","3,473.85","3,455.25",95.54K,0.02%
23-Feb-17,"3,473.32","3,487.57","3,492.96","3,460.12",99.54K,-0.47%
22-Feb-17,"3,489.76","3,483.20","3,489.95","3,473.52",102.82K,0.20%
21-Feb-17,"3,482.82","3,475.06","3,490.09","3,472.02",114.84K,0.33%
20-Feb-17,"3,471.39","3,421.64","3,472.60","3,421.64",132.63K,1.46%
17-Feb-17,"3,421.44","3,443.62","3,457.56","3,419.61",114.60K,-0.57%
16-Feb-17,"3,440.93","3,421.83","3,440.93","3,418.35",108.28K,0.56%
15-Feb-17,"3,421.71","3,435.39","3,448.03","3,417.08",127.64K,-0.41%
14-Feb-17,"3,435.80","3,438.51","3,440.67","3,424.40",94.81K,-0.01%
13-Feb-17,"3,436.28","3,416.92","3,439.54","3,416.87",120.15K,0.67%
10-Feb-17,"3,413.49","3,398.32","3,422.33","3,398.03",123.77K,0.51%
9-Feb-17,"3,396.29","3,381.90","3,406.59","3,379.79",97.56K,0.38%
8-Feb-17,"3,383.29","3,361.78","3,383.69","3,347.43",75.40K,0.52%
7-Feb-17,"3,365.68","3,371.77","3,376.71","3,354.63",63.75K,-0.22%
6-Feb-17,"3,373.21","3,368.11","3,381.33","3,358.75",68.52K,0.26%
3-Feb-17,"3,364.49","3,390.93","3,392.48","3,362.57",55.19K,-0.69%
26-Jan-17,"3,387.96","3,378.26","3,395.88","3,378.26",65.32K,0.36%
25-Jan-17,"3,375.90","3,361.66","3,376.44","3,357.22",58.38K,0.34%
24-Jan-17,"3,364.45","3,363.14","3,371.32","3,355.90",66.19K,0.01%
23-Jan-17,"3,364.08","3,359.05","3,378.74","3,355.85",75.56K,0.27%
20-Jan-17,"3,354.89","3,326.98","3,358.41","3,326.37",65.30K,0.77%
19-Jan-17,"3,329.29","3,330.95","3,346.50","3,324.68",66.16K,-0.30%
18-Jan-17,"3,339.37","3,323.34","3,350.96","3,320.41",70.62K,0.39%
17-Jan-17,"3,326.36","3,305.60","3,327.38","3,292.20",69.45K,0.21%
16-Jan-17,"3,319.45","3,314.15","3,322.78","3,264.21",157.78K,-0.01%
13-Jan-17,"3,319.91","3,317.96","3,338.17","3,309.37",84.18K,0.07%
12-Jan-17,"3,317.62","3,332.69","3,343.13","3,315.96",81.24K,-0.51%
11-Jan-17,"3,334.50","3,355.80","3,366.63","3,334.30",91.07K,-0.71%
10-Jan-17,"3,358.27","3,361.64","3,370.51","3,354.09",83.82K,-0.17%
9-Jan-17,"3,363.90","3,345.75","3,366.22","3,344.35",83.71K,0.48%
6-Jan-17,"3,347.67","3,366.85","3,368.87","3,346.89",87.46K,-0.60%
5-Jan-17,"3,367.79","3,368.34","3,373.41","3,361.46",88.34K,-0.02%
4-Jan-17,"3,368.31","3,340.56","3,369.57","3,338.15",90.05K,0.78%
3-Jan-17,"3,342.23","3,313.95","3,345.26","3,313.95",86.57K,0.97%
30-Dec-16,"3,310.08","3,302.60","3,313.55","3,295.75",71.74K,0.37%
29-Dec-16,"3,297.76","3,297.04","3,312.11","3,288.10",70.09K,-0.13%
28-Dec-16,"3,301.89","3,315.75","3,320.55","3,293.17",69.00K,-0.44%
27-Dec-16,"3,316.39","3,319.21","3,330.23","3,315.83",75.49K,-0.18%
26-Dec-16,"3,322.40","3,293.22","3,322.42","3,267.05",89.79K,0.45%
23-Dec-16,"3,307.60","3,333.40","3,334.89","3,300.88",97.45K,-0.84%
22-Dec-16,"3,335.67","3,335.12","3,340.36","3,322.72",92.28K,-0.09%
21-Dec-16,"3,338.54","3,313.75","3,342.48","3,313.75",108.26K,0.89%
20-Dec-16,"3,309.06","3,328.30","3,329.10","3,289.27",87.57K,-0.60%
19-Dec-16,"3,328.98","3,342.34","3,344.86","3,325.00",81.64K,-0.51%
16-Dec-16,"3,346.03","3,335.36","3,356.29","3,330.49",90.78K,0.17%
15-Dec-16,"3,340.43","3,363.86","3,378.04","3,327.14",114.96K,-1.14%
14-Dec-16,"3,378.95","3,399.41","3,412.28","3,378.27",124.01K,-0.77%
13-Dec-16,"3,405.04","3,394.21","3,416.21","3,370.60",121.11K,-0.12%
12-Dec-16,"3,409.18","3,489.27","3,495.80","3,400.79",187.47K,-2.42%
9-Dec-16,"3,493.70","3,464.87","3,507.93","3,461.76",150.30K,0.68%
8-Dec-16,"3,470.14","3,481.81","3,484.34","3,466.51",117.38K,-0.16%
7-Dec-16,"3,475.75","3,458.37","3,475.75","3,445.76",114.35K,0.48%
6-Dec-16,"3,459.15","3,466.24","3,477.59","3,456.81",115.53K,-0.30%
5-Dec-16,"3,469.41","3,473.69","3,496.88","3,457.34",180.85K,-1.69%
2-Dec-16,"3,528.95","3,559.77","3,562.55","3,516.79",196.36K,-1.01%
1-Dec-16,"3,565.04","3,543.96","3,575.97","3,543.24",180.17K,0.76%
30-Nov-16,"3,538.00","3,557.64","3,567.07","3,527.02",178.56K,-0.73%
29-Nov-16,"3,564.04","3,525.90","3,583.72","3,521.38",236.92K,0.82%
28-Nov-16,"3,535.08","3,538.68","3,553.36","3,528.32",207.38K,0.39%
25-Nov-16,"3,521.30","3,490.04","3,521.30","3,463.95",153.62K,0.93%
24-Nov-16,"3,488.74","3,468.81","3,508.16","3,467.01",145.75K,0.40%
23-Nov-16,"3,474.73","3,473.89","3,492.96","3,465.76",162.39K,0.18%
22-Nov-16,"3,468.36","3,443.22","3,469.22","3,443.22",168.52K,0.79%
21-Nov-16,"3,441.11","3,412.65","3,463.14","3,412.08",146.44K,0.69%
18-Nov-16,"3,417.46","3,437.49","3,443.12","3,413.27",115.95K,-0.55%
17-Nov-16,"3,436.53","3,423.47","3,437.67","3,412.88",121.56K,0.20%
16-Nov-16,"3,429.59","3,432.43","3,435.64","3,419.24",129.81K,-0.01%
15-Nov-16,"3,429.87","3,428.87","3,434.92","3,415.99",134.57K,-0.01%
14-Nov-16,"3,430.25","3,409.22","3,452.62","3,408.14",213.25K,0.38%
11-Nov-16,"3,417.22","3,387.95","3,422.67","3,382.89",198.78K,0.78%
10-Nov-16,"3,390.61","3,374.91","3,403.02","3,374.91",134.71K,1.12%
9-Nov-16,"3,353.05","3,370.60","3,373.10","3,322.08",139.11K,-0.54%
8-Nov-16,"3,371.12","3,367.70","3,383.92","3,361.13",103.15K,0.43%
7-Nov-16,"3,356.59","3,353.44","3,362.74","3,342.31",99.88K,0.07%
4-Nov-16,"3,354.17","3,362.21","3,377.64","3,348.43",104.07K,-0.32%
3-Nov-16,"3,365.09","3,326.90","3,379.99","3,324.84",126.22K,0.95%
2-Nov-16,"3,333.35","3,350.71","3,356.40","3,331.38",91.20K,-0.77%
1-Nov-16,"3,359.05","3,338.71","3,359.39","3,334.46",74.94K,0.68%
31-Oct-16,"3,336.28","3,332.41","3,340.47","3,317.33",71.35K,-0.12%
28-Oct-16,"3,340.13","3,347.14","3,370.75","3,337.29",93.13K,-0.17%
27-Oct-16,"3,345.70","3,351.46","3,352.35","3,335.13",77.63K,-0.27%
26-Oct-16,"3,354.80","3,365.20","3,367.83","3,349.57",98.03K,-0.38%
25-Oct-16,"3,367.45","3,367.48","3,373.91","3,356.59",111.19K,0.00%
24-Oct-16,"3,367.58","3,332.51","3,382.83","3,330.97",153.01K,1.20%
21-Oct-16,"3,327.74","3,315.72","3,341.56","3,309.18",109.79K,0.28%
20-Oct-16,"3,318.60","3,317.18","3,324.90","3,312.17",79.24K,0.07%
19-Oct-16,"3,316.24","3,323.30","3,332.52","3,309.83",101.17K,-0.15%
18-Oct-16,"3,321.33","3,272.68","3,321.33","3,272.68",102.86K,1.33%
17-Oct-16,"3,277.88","3,305.96","3,309.01","3,271.54",86.11K,-0.85%
14-Oct-16,"3,305.85","3,298.73","3,306.69","3,285.73",82.32K,0.10%
13-Oct-16,"3,302.65","3,299.16","3,307.41","3,292.40",81.22K,0.08%
12-Oct-16,"3,300.01","3,299.14","3,302.56","3,289.75",68.67K,-0.20%
11-Oct-16,"3,306.56","3,296.87","3,308.00","3,292.88",87.71K,0.39%
10-Oct-16,"3,293.87","3,265.36","3,294.64","3,258.96",80.52K,1.25%
30-Sep-16,"3,253.28","3,240.18","3,260.94","3,239.04",44.98K,0.27%
29-Sep-16,"3,244.39","3,234.86","3,257.77","3,234.80",55.45K,0.42%
28-Sep-16,"3,230.89","3,243.65","3,243.65","3,228.00",44.73K,-0.30%
27-Sep-16,"3,240.75","3,214.87","3,240.78","3,214.44",58.46K,0.64%
26-Sep-16,"3,220.28","3,267.69","3,267.69","3,220.28",70.45K,-1.69%
23-Sep-16,"3,275.67","3,292.28","3,293.92","3,275.03",57.99K,-0.47%
22-Sep-16,"3,291.12","3,281.47","3,303.20","3,277.98",75.75K,0.75%
21-Sep-16,"3,266.64","3,257.71","3,270.90","3,254.32",59.14K,0.28%
20-Sep-16,"3,257.40","3,264.66","3,265.04","3,252.39",52.78K,-0.18%
19-Sep-16,"3,263.12","3,242.74","3,264.90","3,242.74",58.83K,0.75%
14-Sep-16,"3,238.73","3,245.74","3,254.99","3,231.34",70.43K,-0.66%
13-Sep-16,"3,260.33","3,265.34","3,269.22","3,246.39",67.18K,-0.07%
12-Sep-16,"3,262.60","3,271.87","3,276.72","3,234.57",122.92K,-1.67%
9-Sep-16,"3,318.04","3,339.37","3,344.95","3,318.04",82.66K,-0.64%
8-Sep-16,"3,339.56","3,338.01","3,343.39","3,328.23",71.92K,-0.04%
7-Sep-16,"3,340.82","3,344.07","3,357.36","3,337.75",102.94K,-0.05%
6-Sep-16,"3,342.63","3,322.02","3,347.95","3,300.13",98.28K,0.69%
5-Sep-16,"3,319.68","3,321.01","3,338.42","3,314.63",78.29K,0.17%
2-Sep-16,"3,314.11","3,298.72","3,320.43","3,295.76",82.79K,0.38%
1-Sep-16,"3,301.58","3,326.74","3,329.35","3,301.21",84.95K,-0.79%
31-Aug-16,"3,327.79","3,310.57","3,333.97","3,304.66",79.57K,0.48%
30-Aug-16,"3,311.99","3,310.32","3,325.12","3,304.60",75.73K,0.13%
29-Aug-16,"3,307.78","3,306.57","3,315.08","3,297.07",77.04K,0.02%
26-Aug-16,"3,307.09","3,312.50","3,328.95","3,301.74",81.53K,-0.06%
25-Aug-16,"3,308.97","3,314.08","3,315.08","3,279.81",100.59K,-0.63%
24-Aug-16,"3,329.86","3,341.93","3,348.13","3,323.73",81.19K,-0.36%
23-Aug-16,"3,341.83","3,332.62","3,359.65","3,324.96",92.93K,0.15%
22-Aug-16,"3,336.79","3,364.68","3,372.83","3,335.47",107.95K,-0.84%
19-Aug-16,"3,365.02","3,358.55","3,374.05","3,341.19",119.96K,0.02%
18-Aug-16,"3,364.49","3,369.95","3,394.79","3,349.69",142.38K,-0.25%
17-Aug-16,"3,373.05","3,377.77","3,394.39","3,356.92",138.85K,-0.15%
16-Aug-16,"3,378.25","3,403.38","3,418.69","3,372.02",196.39K,-0.45%
15-Aug-16,"3,393.42","3,303.47","3,417.91","3,302.38",220.54K,3.01%
12-Aug-16,"3,294.23","3,231.81","3,294.23","3,231.14",116.25K,1.88%
11-Aug-16,"3,233.36","3,239.56","3,274.03","3,232.61",101.04K,-0.31%
10-Aug-16,"3,243.34","3,255.18","3,261.86","3,242.75",90.43K,-0.42%
9-Aug-16,"3,256.98","3,232.60","3,257.33","3,229.17",91.07K,0.70%
8-Aug-16,"3,234.18","3,199.57","3,234.48","3,187.25",86.68K,0.91%
5-Aug-16,"3,205.11","3,201.35","3,224.87","3,192.86",77.20K,0.12%
4-Aug-16,"3,201.29","3,190.55","3,201.55","3,170.42",73.50K,0.24%
3-Aug-16,"3,193.51","3,179.68","3,197.16","3,173.54",72.86K,0.14%
2-Aug-16,"3,189.05","3,173.76","3,189.05","3,165.54",62.17K,0.39%
1-Aug-16,"3,176.81","3,196.43","3,199.98","3,156.75",87.00K,-0.85%
29-Jul-16,"3,203.93","3,217.19","3,225.42","3,198.68",88.05K,-0.53%
28-Jul-16,"3,221.14","3,204.46","3,235.78","3,195.27",112.78K,0.09%
27-Jul-16,"3,218.24","3,270.08","3,276.51","3,157.41",160.19K,-1.57%
26-Jul-16,"3,269.59","3,228.23","3,269.75","3,228.01",81.05K,1.20%
25-Jul-16,"3,230.89","3,220.17","3,243.79","3,218.14",70.20K,0.18%
22-Jul-16,"3,225.16","3,251.24","3,253.77","3,220.89",86.03K,-0.84%
21-Jul-16,"3,252.52","3,238.34","3,271.37","3,238.30",86.01K,0.46%
20-Jul-16,"3,237.61","3,246.86","3,254.51","3,232.26",72.70K,-0.33%
19-Jul-16,"3,248.23","3,260.43","3,264.73","3,226.20",88.89K,-0.42%
18-Jul-16,"3,262.02","3,269.71","3,281.64","3,251.77",110.31K,-0.44%
15-Jul-16,"3,276.28","3,278.84","3,285.03","3,265.29",102.67K,-0.01%
14-Jul-16,"3,276.76","3,277.48","3,281.95","3,259.07",107.53K,-0.19%
13-Jul-16,"3,282.87","3,274.02","3,300.99","3,271.78",175.20K,0.30%
12-Jul-16,"3,273.18","3,201.91","3,273.47","3,200.30",172.53K,2.18%
11-Jul-16,"3,203.33","3,199.04","3,235.96","3,197.63",138.53K,0.35%
8-Jul-16,"3,192.28","3,199.75","3,204.93","3,183.96",89.74K,-0.55%
7-Jul-16,"3,209.95","3,206.55","3,220.54","3,190.12",118.60K,-0.21%
6-Jul-16,"3,216.80","3,197.62","3,217.52","3,183.45",124.90K,0.29%
5-Jul-16,"3,207.38","3,199.16","3,216.70","3,198.00",130.23K,0.08%
4-Jul-16,"3,204.70","3,136.39","3,210.60","3,134.02",133.31K,1.60%
1-Jul-16,"3,154.20","3,156.93","3,170.26","3,148.29",71.75K,0.01%
30-Jun-16,"3,153.92","3,152.83","3,163.72","3,148.20",79.69K,0.08%
29-Jun-16,"3,151.39","3,142.48","3,158.08","3,139.13",103.72K,0.48%
28-Jun-16,"3,136.40","3,107.40","3,139.43","3,099.70",92.03K,0.51%
27-Jun-16,"3,120.54","3,065.13","3,120.64","3,064.97",83.27K,1.41%
24-Jun-16,"3,077.16","3,110.65","3,130.54","3,033.97",104.79K,-1.29%
23-Jun-16,"3,117.32","3,129.72","3,129.72","3,102.48",67.75K,-0.53%
22-Jun-16,"3,133.96","3,100.45","3,134.06","3,096.99",66.49K,0.89%
21-Jun-16,"3,106.32","3,124.90","3,155.49","3,097.94",87.97K,-0.20%
20-Jun-16,"3,112.67","3,114.91","3,118.73","3,089.71",63.59K,0.07%
17-Jun-16,"3,110.36","3,096.09","3,131.05","3,096.09",85.40K,0.51%
16-Jun-16,"3,094.67","3,104.36","3,112.48","3,089.48",82.98K,-0.70%
15-Jun-16,"3,116.37","3,043.96","3,128.67","3,042.23",87.39K,1.31%
14-Jun-16,"3,075.98","3,058.44","3,078.75","3,055.66",66.28K,0.31%
13-Jun-16,"3,066.34","3,134.05","3,145.61","3,065.77",92.98K,-3.09%
8-Jun-16,"3,163.99","3,171.81","3,174.97","3,148.35",76.29K,-0.41%
7-Jun-16,"3,177.05","3,182.44","3,186.62","3,168.18",68.93K,-0.05%
6-Jun-16,"3,178.79","3,192.78","3,197.22","3,168.55",76.69K,-0.33%
3-Jun-16,"3,189.33","3,172.95","3,201.75","3,162.09",101.49K,0.70%
2-Jun-16,"3,167.10","3,158.03","3,168.82","3,151.07",86.00K,0.21%
1-Jun-16,"3,160.55","3,172.96","3,181.79","3,159.82",113.15K,-0.28%
31-May-16,"3,169.56","3,068.60","3,170.93","3,068.60",138.86K,3.35%
30-May-16,"3,066.71","3,056.31","3,075.26","3,037.66",63.10K,0.14%
