Effective Date 生效日期,No. of Constituents,Change 變動,Count 數目,Stock Code 股份代號,Listing Place 上市地點,Stock Name,股份名稱,Type
2015-03-09,176,Add 加入,20.0,933.0,Hong Kong 香港,Brightoil,光匯石油,Mid Cap
2015-03-09,176,Add 加入,20.0,778.0,Hong Kong 香港,Fortune REIT,置富產業信託,Mid Cap
2015-03-09,176,Add 加入,20.0,285.0,Hong Kong 香港,BYD Electronic,比亞迪電子,Mid Cap
2015-03-09,176,Add 加入,20.0,241.0,Hong Kong 香港,Ali Health,阿里健康,Mid Cap
2015-03-09,176,Add 加入,20.0,86.0,Hong Kong 香港,Sun Hung Kai Co,新鴻基公司,Mid Cap
2015-03-09,176,Add 加入,20.0,2382.0,Hong Kong 香港,Sunny Optical,舜宇光學科技,Mid Cap
2015-03-09,176,Add 加入,20.0,6199.0,Hong Kong 香港,China CNR,中國北車,Mid Cap
2015-03-09,176,Add 加入,20.0,3331.0,Hong Kong 香港,Vinda Int'l,維達國際,Mid Cap
2015-03-09,195,Delete 刪除,-14.0,2178.0,Hong Kong 香港,Petro-King,百勤油服,Small Cap
2015-03-09,90,Add 加入,5.0,257.0,Hong Kong 香港,China EB Int'l,中國光大國際,Large Cap
2015-03-09,90,Add 加入,5.0,460.0,Hong Kong 香港,Sihuan Pharm,四環醫藥,Large Cap
2015-03-09,90,Add 加入,5.0,566.0,Hong Kong 香港,Hanergy TFP,漢能薄膜發電,Large Cap
2015-03-09,195,Delete 刪除,-14.0,6199.0,Hong Kong 香港,China CNR,中國北車,Small Cap
2015-03-09,195,Delete 刪除,-14.0,3639.0,Hong Kong 香港,Yida China,億達中國,Small Cap
2015-03-09,195,Delete 刪除,-14.0,3331.0,Hong Kong 香港,Vinda Int'l,維達國際,Small Cap
2015-03-09,195,Delete 刪除,-14.0,2382.0,Hong Kong 香港,Sunny Optical,舜宇光學科技,Small Cap
2015-03-09,195,Delete 刪除,-14.0,2357.0,Hong Kong 香港,AviChina,中航科工,Small Cap
2015-03-09,195,Delete 刪除,-14.0,1600.0,Hong Kong 香港,Tian Lun Gas,天倫燃氣,Small Cap
2015-03-09,176,Add 加入,20.0,3699.0,Hong Kong 香港,Wanda Comm,萬達商業,Mid Cap
2015-03-09,176,Delete 刪除,-10.0,3368.0,Hong Kong 香港,Parkson Group,百盛集團,Mid Cap
2015-03-09,176,Delete 刪除,-10.0,2328.0,Hong Kong 香港,PICC P & C,中國財險,Mid Cap
2015-03-09,176,Delete 刪除,-10.0,1432.0,Hong Kong 香港,China Shengmu,中國聖牧,Mid Cap
2015-03-09,176,Delete 刪除,-10.0,1068.0,Hong Kong 香港,Yurun Food,雨潤食品,Mid Cap
2015-03-09,176,Delete 刪除,-10.0,917.0,Hong Kong 香港,New World China,新世界中國,Mid Cap
2015-03-09,176,Delete 刪除,-10.0,460.0,Hong Kong 香港,Sihuan Pharm,四環醫藥,Mid Cap
2015-03-09,176,Delete 刪除,-10.0,257.0,Hong Kong 香港,China EB Int'l,中國光大國際,Mid Cap
2015-03-09,176,Delete 刪除,-10.0,116.0,Hong Kong 香港,Chow Sang Sang,周生生,Mid Cap
2015-03-09,176,Delete 刪除,-10.0,3389.0,Hong Kong 香港,Hengdeli,亨得利,Mid Cap
2015-03-09,195,Delete 刪除,-14.0,86.0,Hong Kong 香港,Sun Hung Kai Co,新鴻基公司,Small Cap
2015-03-09,195,Delete 刪除,-14.0,1224.0,Hong Kong 香港,C C Land,中渝置地,Small Cap
2015-03-09,195,Add 加入,41.0,1180.0,Hong Kong 香港,Paradise Ent,匯彩控股,Small Cap
2015-03-09,195,Add 加入,41.0,1076.0,Hong Kong 香港,Imperial Pac,博華太平洋,Small Cap
2015-03-09,195,Add 加入,41.0,1068.0,Hong Kong 香港,Yurun Food,雨潤食品,Small Cap
2015-03-09,195,Add 加入,41.0,1004.0,Hong Kong 香港,Rising Dev Hold,麗盛集團控股,Small Cap
2015-03-09,195,Add 加入,41.0,950.0,Hong Kong 香港,Lee's Pharm,李氏大藥廠,Small Cap
2015-03-09,195,Add 加入,41.0,931.0,Hong Kong 香港,China LNG,中國天然氣,Small Cap
2015-03-09,195,Add 加入,41.0,925.0,Hong Kong 香港,Bj Properties,北京建設,Small Cap
2015-03-09,195,Add 加入,41.0,698.0,Hong Kong 香港,Tongda Group,通達集團,Small Cap
2015-03-09,195,Add 加入,41.0,543.0,Hong Kong 香港,Pacific Online,太平洋網絡,Small Cap
2015-03-09,195,Add 加入,41.0,520.0,Hong Kong 香港,Xiabuxiabu,呷哺呷哺,Small Cap
2015-03-09,195,Add 加入,41.0,517.0,Hong Kong 香港,COSCO Intl Hold,中遠國際控股,Small Cap
2015-03-09,195,Add 加入,41.0,451.0,Hong Kong 香港,GCL NewEnergy,協鑫新能源,Small Cap
2015-03-09,195,Add 加入,41.0,439.0,Hong Kong 香港,KuangChi,光啟科學,Small Cap
2015-03-09,195,Add 加入,41.0,435.0,Hong Kong 香港,Sunlight REIT,陽光房地產基金,Small Cap
2015-03-09,195,Add 加入,41.0,405.0,Hong Kong 香港,Yuexiu REIT,越秀房產信託基金,Small Cap
2015-03-09,90,Add 加入,5.0,2328.0,Hong Kong 香港,PICC P & C,中國財險,Large Cap
2015-03-09,195,Add 加入,41.0,400.0,Hong Kong 香港,Cogobuy,科通芯城,Small Cap
2015-03-09,195,Add 加入,41.0,348.0,Hong Kong 香港,HaierHealthwise,海爾智能健康,Small Cap
2015-03-09,195,Add 加入,41.0,327.0,Hong Kong 香港,PAX Global,百富環球,Small Cap
2015-03-09,195,Add 加入,41.0,317.0,Hong Kong 香港,Guangzhou Ship,廣州廣船國際股份,Small Cap
2015-03-09,195,Add 加入,41.0,182.0,Hong Kong 香港,China Windpower,中國風電,Small Cap
2015-03-09,195,Add 加入,41.0,35.0,Hong Kong 香港,FE Consort Intl,FE Consort Intl,Small Cap
2015-03-09,195,Add 加入,41.0,1101.0,Hong Kong 香港,Ch Rongsheng,中國熔盛重工,Small Cap
2015-03-09,195,Add 加入,41.0,1302.0,Hong Kong 香港,LifeTech Sci,先健科技,Small Cap
2015-03-09,195,Delete 刪除,-14.0,1136.0,Hong Kong 香港,TCC Int'l Hold,台泥國際集團,Small Cap
2015-03-09,195,Add 加入,41.0,1366.0,Hong Kong 香港,Jiangnan Gp,江南集團,Small Cap
2015-03-09,195,Delete 刪除,-14.0,996.0,Hong Kong 香港,Carnival Group,嘉年華國際,Small Cap
2015-03-09,195,Delete 刪除,-14.0,968.0,Hong Kong 香港,Xinyi Solar,信義光能,Small Cap
2015-03-09,195,Delete 刪除,-14.0,285.0,Hong Kong 香港,BYD Electronic,比亞迪電子,Small Cap
2015-03-09,195,Delete 刪除,-14.0,169.0,Hong Kong 香港,Wanda Hotel Dev,萬達酒店發展,Small Cap
2015-03-09,195,Add 加入,41.0,6136.0,Hong Kong 香港,Kangda Env,康達環保,Small Cap
2015-03-09,195,Add 加入,41.0,3886.0,Hong Kong 香港,Town Health,康健國際醫療,Small Cap
2015-03-09,195,Add 加入,41.0,3823.0,Hong Kong 香港,Tech Pro,德普科技,Small Cap
2015-03-09,195,Add 加入,41.0,3393.0,Hong Kong 香港,Wasion Group,威勝集團,Small Cap
2015-03-09,195,Add 加入,41.0,3389.0,Hong Kong 香港,Hengdeli,亨得利,Small Cap
2015-03-09,195,Add 加入,41.0,3368.0,Hong Kong 香港,Parkson Group,百盛集團,Small Cap
2015-03-09,195,Add 加入,41.0,2348.0,Hong Kong 香港,Dawnrays Pharma,東瑞製葯,Small Cap
2015-03-09,195,Add 加入,41.0,2280.0,Hong Kong 香港,HC Intl,慧聰網,Small Cap
2015-03-09,195,Add 加入,41.0,2236.0,Hong Kong 香港,Wison Engrg,惠生工程,Small Cap
2015-03-09,195,Add 加入,41.0,2208.0,Hong Kong 香港,Goldwind,金風科技,Small Cap
2015-03-09,195,Add 加入,41.0,2066.0,Hong Kong 香港,ShengjingBank,盛京銀行,Small Cap
2015-03-09,195,Add 加入,41.0,1980.0,Hong Kong 香港,TianGe,天鴿互動,Small Cap
2015-03-09,195,Add 加入,41.0,1881.0,Hong Kong 香港,Regal REIT,富豪產業信託,Small Cap
2015-03-09,195,Add 加入,41.0,1811.0,Hong Kong 香港,CGN Meiya,中廣核美亞,Small Cap
2015-03-09,195,Add 加入,41.0,1778.0,Hong Kong 香港,Colour Life,彩生活,Small Cap
2015-03-09,195,Add 加入,41.0,1381.0,Hong Kong 香港,Canvest Env,粵豐環保,Small Cap
2015-03-09,195,Add 加入,41.0,1371.0,Hong Kong 香港,China LotSyn,華彩控股,Small Cap
2015-03-09,90,Add 加入,5.0,823.0,Hong Kong 香港,Link REIT,領匯房產基金,Large Cap
2015-03-09,176,Delete 刪除,-10.0,566.0,Hong Kong 香港,Hanergy TFP,漢能薄膜發電,Mid Cap
2014-12-08,85,Add 加入,1.0,288.0,Hong Kong 香港,WH Group,萬洲國際 ,Large Cap
2014-12-08,166,Add 加入,4.0,699.0,Hong Kong 香港,Car INC,神州租車,Mid Cap
2014-12-08,166,Add 加入,4.0,2186.0,Hong Kong 香港,Luye Pharma,綠葉製藥,Mid Cap
2014-12-08,166,Add 加入,4.0,1432.0,Hong Kong 香港,China ShengMu,中國聖牧 ,Mid Cap
2014-12-08,166,Add 加入,4.0,787.0,Hong Kong 香港,Global Brands,利標品牌,Mid Cap
2014-10-20,162,Delete 刪除,-1.0,1101.0,Hong Kong 香港,CH Rongsheng,中國熔盛重工,Mid Cap
2014-10-20,168,Delete 刪除,-1.0,1060.0,Hong Kong 香港,Ali Pictures,阿里影業,Small Cap
2014-09-29,169,Delete 刪除,-1.0,2222.0,Hong Kong 香港,NVC Lighting,雷士照明,Small Cap
2014-09-08,170,Add 加入,36.0,169.0,Hong Kong 香港,Wanda Comm PPT,萬達商業地產,Small Cap
2014-09-08,170,Add 加入,36.0,102.0,Hong Kong 香港,Summit Ascent,凱升控股,Small Cap
2014-09-08,163,Add 加入,14.0,530.0,Hong Kong 香港,Goldin Fin Hold,高銀金融,Mid Cap
2014-09-08,84,Add 加入,7.0,270.0,Hong Kong 香港,Guangdong Inv,粵海投資,Large Cap
2014-09-08,170,Add 加入,36.0,189.0,Hong Kong 香港,Dongyue Group,東岳集團,Small Cap
2014-09-08,170,Add 加入,36.0,210.0,Hong Kong 香港,Daphne Int'l,達芙妮國際,Small Cap
2014-09-08,170,Add 加入,36.0,382.0,Hong Kong 香港,Welling Holding,威靈控股,Small Cap
2014-09-08,170,Add 加入,36.0,579.0,Hong Kong 香港,JNCEC,京能清潔能源,Small Cap
2014-09-08,170,Add 加入,36.0,582.0,Hong Kong 香港,Landing Intl,藍鼎國際,Small Cap
2014-09-08,163,Add 加入,14.0,173.0,Hong Kong 香港,K. Wah Int'l,嘉華國際,Mid Cap
2014-09-08,163,Add 加入,14.0,177.0,Hong Kong 香港,Jiangsu Express,江蘇寧滬高速公路,Mid Cap
2014-09-08,163,Add 加入,14.0,283.0,Hong Kong 香港,Goldin PPT,高銀地產,Mid Cap
2014-09-08,163,Add 加入,14.0,732.0,Hong Kong 香港,Truly Int'l,信利國際,Mid Cap
2014-09-08,170,Add 加入,36.0,631.0,Hong Kong 香港,Sany Int'l,三一國際,Small Cap
2014-09-08,163,Add 加入,14.0,1111.0,Hong Kong 香港,Chong Hing Bank,創興銀行,Mid Cap
2014-09-08,163,Delete 刪除,-12.0,1169.0,Hong Kong 香港,Haier Elec,海爾電器,Mid Cap
2014-09-08,163,Delete 刪除,-12.0,848.0,Hong Kong 香港,Maoye Int'l,茂業國際,Mid Cap
2014-09-08,163,Delete 刪除,-12.0,845.0,Hong Kong 香港,Glorious PPT H,恒盛地產,Mid Cap
2014-09-08,163,Delete 刪除,-12.0,631.0,Hong Kong 香港,Sany Int'l,三一國際,Mid Cap
2014-09-08,163,Delete 刪除,-12.0,384.0,Hong Kong 香港,China Gas Hold,中國燃氣,Mid Cap
2014-09-08,163,Delete 刪除,-12.0,341.0,Hong Kong 香港,Cafe de Coral H,大家樂集團,Mid Cap
2014-09-08,163,Delete 刪除,-12.0,270.0,Hong Kong 香港,Guangdong Inv,粵海投資,Mid Cap
2014-09-08,163,Delete 刪除,-12.0,210.0,Hong Kong 香港,Daphne Int'l,達芙妮國際,Mid Cap
2014-09-08,163,Delete 刪除,-12.0,189.0,Hong Kong 香港,Dongyue Group,東岳集團,Mid Cap
2014-09-08,163,Add 加入,14.0,3898.0,Hong Kong 香港,CSR Times Elec,南車時代電氣,Mid Cap
2014-09-08,163,Add 加入,14.0,3383.0,Hong Kong 香港,Agile Property,雅居樂地產,Mid Cap
2014-09-08,163,Add 加入,14.0,3380.0,Hong Kong 香港,Logan PPT,龍光地產,Mid Cap
2014-09-08,163,Add 加入,14.0,2202.0,Hong Kong 香港,China Vanke Co,萬科,Mid Cap
2014-09-08,163,Add 加入,14.0,1999.0,Hong Kong 香港,Man Wah Hldgs,敏華控股,Mid Cap
2014-09-08,163,Add 加入,14.0,1668.0,Hong Kong 香港,ChinaSouthCity,華南城,Mid Cap
2014-09-08,163,Add 加入,14.0,1638.0,Hong Kong 香港,Kaisa Group,佳兆業集團,Mid Cap
2014-09-08,163,Add 加入,14.0,1165.0,Hong Kong 香港,Shunfeng Pv,順風光電,Mid Cap
2014-09-08,170,Add 加入,36.0,598.0,Hong Kong 香港,SINOTRANS,中國外運,Small Cap
2014-09-08,170,Add 加入,36.0,665.0,Hong Kong 香港,Haitong Int'L,海通國際,Small Cap
2014-09-08,163,Delete 刪除,-12.0,2018.0,Hong Kong 香港,AAC Tech,瑞聲科技,Mid Cap
2014-09-08,170,Add 加入,36.0,2211.0,Hong Kong 香港,Jintian Pharm,金天醫藥集團,Small Cap
2014-09-08,170,Add 加入,36.0,2298.0,Hong Kong 香港,Cosmo Lady,都市麗人,Small Cap
2014-09-08,170,Add 加入,36.0,2383.0,Hong Kong 香港,Tom Group,TOM集團,Small Cap
2014-09-08,170,Add 加入,36.0,3639.0,Hong Kong 香港,Yida China,億達中國,Small Cap
2014-09-08,170,Add 加入,36.0,6199.0,Hong Kong 香港,China Cnr,中國北車,Small Cap
2014-09-08,170,Delete 刪除,-13.0,73.0,Hong Kong 香港,Asian Citrus,亞洲果業,Small Cap
2014-09-08,170,Delete 刪除,-13.0,173.0,Hong Kong 香港,K. Wah Int'l,嘉華國際,Small Cap
2014-09-08,170,Delete 刪除,-13.0,177.0,Hong Kong 香港,Jiangsu Express,江蘇寧滬高速公路,Small Cap
2014-09-08,170,Delete 刪除,-13.0,517.0,Hong Kong 香港,COSCO Intl Hold,中遠國際控股,Small Cap
2014-09-08,170,Delete 刪除,-13.0,732.0,Hong Kong 香港,Truly Int'l,信利國際,Small Cap
2014-09-08,170,Delete 刪除,-13.0,1111.0,Hong Kong 香港,Chong Hing Bank,創興銀行,Small Cap
2014-09-08,170,Delete 刪除,-13.0,1133.0,Hong Kong 香港,Harbin Electric,哈爾濱電氣,Small Cap
2014-09-08,170,Delete 刪除,-13.0,1368.0,Hong Kong 香港,Xtep Int'l,特步國際,Small Cap
2014-09-08,170,Delete 刪除,-13.0,1638.0,Hong Kong 香港,Kaisa Group,佳兆業集團,Small Cap
2014-09-08,170,Delete 刪除,-13.0,1668.0,Hong Kong 香港,ChinaSouthCity,華南城,Small Cap
2014-09-08,170,Delete 刪除,-13.0,1999.0,Hong Kong 香港,Man Wah Hldgs,敏華控股,Small Cap
2014-09-08,170,Delete 刪除,-13.0,3380.0,Hong Kong 香港,Logan PPT,龍光地產,Small Cap
2014-09-08,170,Delete 刪除,-13.0,3898.0,Hong Kong 香港,CSR Times Elec,南車時代電氣,Small Cap
2014-09-08,170,Add 加入,36.0,2255.0,Hong Kong 香港,Haichang Hldg,海昌控股,Small Cap
2014-09-08,170,Add 加入,36.0,2014.0,Hong Kong 香港,Ozner Water,浩澤淨水,Small Cap
2014-09-08,170,Add 加入,36.0,816.0,Hong Kong 香港,Huadian Fuxin,華電福新,Small Cap
2014-09-08,170,Add 加入,36.0,1685.0,Hong Kong 香港,Boer Power,博耳電力,Small Cap
2014-09-08,170,Add 加入,36.0,818.0,Hong Kong 香港,Hi Sun Tech,高陽科技,Small Cap
2014-09-08,170,Add 加入,36.0,848.0,Hong Kong 香港,Maoye Int'l,茂業國際,Small Cap
2014-09-08,170,Add 加入,36.0,940.0,Hong Kong 香港,C Animal Health,中國動物保健品,Small Cap
2014-09-08,170,Add 加入,36.0,963.0,Hong Kong 香港,Bloomage Biotec,華熙生物科技,Small Cap
2014-09-08,170,Add 加入,36.0,978.0,Hong Kong 香港,Chi Mer Land,招商局置地,Small Cap
2014-09-08,170,Add 加入,36.0,996.0,Hong Kong 香港,Carnival Group,嘉年華國際,Small Cap
2014-09-08,170,Add 加入,36.0,1009.0,Hong Kong 香港,Int'L Ent,國際娛樂,Small Cap
2014-09-08,170,Add 加入,36.0,1045.0,Hong Kong 香港,Apt Satellite,亞太衛星,Small Cap
2014-09-08,170,Add 加入,36.0,1060.0,Hong Kong 香港,Ali Pictures,阿里影業,Small Cap
2014-09-08,170,Add 加入,36.0,1071.0,Hong Kong 香港,Huadian Power,華電國際電力股份,Small Cap
2014-09-08,170,Add 加入,36.0,1094.0,Hong Kong 香港,C P Procurement,中國公共採購,Small Cap
2014-09-08,170,Add 加入,36.0,1148.0,Hong Kong 香港,Power Xinchen,新晨動力,Small Cap
2014-09-08,170,Add 加入,36.0,1345.0,Hong Kong 香港,Pioneer Pharm,中國先鋒醫藥,Small Cap
2014-09-08,170,Add 加入,36.0,1363.0,Hong Kong 香港,CTEG,中滔環保,Small Cap
2014-09-08,170,Add 加入,36.0,1513.0,Hong Kong 香港,Livzon Pharma,麗珠醫藥,Small Cap
2014-09-08,170,Add 加入,36.0,1622.0,Hong Kong 香港,Redco PPT,力高地產,Small Cap
2014-09-08,170,Add 加入,36.0,1681.0,Hong Kong 香港,Consun Pharma,康臣葯業,Small Cap
2014-09-08,163,Delete 刪除,-12.0,1193.0,Hong Kong 香港,China Res Gas,華潤燃氣,Mid Cap
2014-09-08,163,Delete 刪除,-12.0,656.0,Hong Kong 香港,Fosun Int'l,復星國際,Mid Cap
2014-09-08,84,Add 加入,7.0,384.0,Hong Kong 香港,China Gas Hold,中國燃氣,Large Cap
2014-09-08,84,Add 加入,7.0,656.0,Hong Kong 香港,Fosun Int'l,復星國際,Large Cap
2014-09-08,84,Add 加入,7.0,1169.0,Hong Kong 香港,Haier Elec,海爾電器,Large Cap
2014-09-08,84,Add 加入,7.0,1193.0,Hong Kong 香港,China Res Gas,華潤燃氣,Large Cap
2014-09-08,84,Add 加入,7.0,1619.0,Hong Kong 香港,Tianhe Chem,天合化工,Large Cap
2014-09-08,84,Add 加入,7.0,2018.0,Hong Kong 香港,AAC Tech,瑞聲科技,Large Cap
2014-09-08,84,Delete 刪除,-1.0,3383.0,Hong Kong 香港,Agile Property,雅居樂地產,Large Cap
2014-08-04,161,Delete 刪除,-1.0,302.0,Hong Kong 香港,Wing Hang Bank,永亨銀行,Mid Cap
2014-05-19,162,Delete 刪除,-1.0,67.0,Hong Kong 香港,Lumena Newmat,旭光高新材料,Mid Cap
2014-04-02,147,Delete 刪除,-1.0,1633.0,Hong Kong 香港,Magic Holdings,美即控股,Small Cap
2014-03-10,148,Delete 刪除,-14.0,1093.0,Hong Kong 香港,CSPC Pharma,石藥集團,Small Cap
2014-03-10,148,Delete 刪除,-14.0,1230.0,Hong Kong 香港,Yashili Int'l,雅士利國際,Small Cap
2014-03-10,148,Add 加入,36.0,3380.0,Hong Kong 香港,Logan PPT,龍光地產,Small Cap
2014-03-10,148,Delete 刪除,-14.0,1393.0,Hong Kong 香港,Hidili Industry,恒鼎實業,Small Cap
2014-03-10,148,Delete 刪除,-14.0,1733.0,Hong Kong 香港,Winsway,永暉焦煤,Small Cap
2014-03-10,148,Delete 刪除,-14.0,3888.0,Hong Kong 香港,Kingsoft,金山軟件,Small Cap
2014-03-10,148,Delete 刪除,-14.0,3899.0,Hong Kong 香港,CIMC Enric,中集安瑞科,Small Cap
2014-03-10,163,Add 加入,14.0,152.0,Hong Kong 香港,Shenzhen Int'l,深圳國際,Mid Cap
2014-03-10,148,Delete 刪除,-14.0,999.0,Hong Kong 香港,I.T,I.T,Small Cap
2014-03-10,148,Delete 刪除,-14.0,746.0,Hong Kong 香港,L & M Chemical,理文化工,Small Cap
2014-03-10,148,Delete 刪除,-14.0,604.0,Hong Kong 香港,Shenzhen Invest,深圳控股,Small Cap
2014-03-10,148,Delete 刪除,-14.0,589.0,Hong Kong 香港,Ports,寶姿,Small Cap
2014-03-10,148,Delete 刪除,-14.0,566.0,Hong Kong 香港,Hanergy Solar,漢能太陽能,Small Cap
2014-03-10,148,Delete 刪除,-14.0,152.0,Hong Kong 香港,Shenzhen Int'l,深圳國際,Small Cap
2014-03-10,148,Delete 刪除,-14.0,1382.0,Hong Kong 香港,Pacifictextiles,互太紡織,Small Cap
2014-03-10,148,Add 加入,36.0,1623.0,Hong Kong 香港,Hilong,海隆控股,Small Cap
2014-03-10,163,Add 加入,14.0,341.0,Hong Kong 香港,Cafe de Coral H,大家樂集團,Mid Cap
2014-03-10,163,Add 加入,14.0,566.0,Hong Kong 香港,Hanergy Solar,漢能太陽能,Mid Cap
2014-03-10,148,Add 加入,36.0,1633.0,Hong Kong 香港,Magic Holdings,美即控股,Small Cap
2014-03-10,163,Delete 刪除,-9.0,3668.0,Hong Kong 香港,Chinalco-CMC,中鋁礦業國際,Mid Cap
2014-03-10,163,Delete 刪除,-9.0,3311.0,Hong Kong 香港,China State Con,中國建築國際,Mid Cap
2014-03-10,163,Delete 刪除,-9.0,2688.0,Hong Kong 香港,ENN Energy,新奧能源,Mid Cap
2014-03-10,163,Delete 刪除,-9.0,1988.0,Hong Kong 香港,Minsheng Banking,民生銀行,Mid Cap
2014-03-10,163,Delete 刪除,-9.0,1818.0,Hong Kong 香港,Zhaojin Mining,招金礦業,Mid Cap
2014-03-10,163,Delete 刪除,-9.0,1114.0,Hong Kong 香港,Brilliance Chi,華晨汽車控股,Mid Cap
2014-03-10,163,Delete 刪除,-9.0,933.0,Hong Kong 香港,Brightoil,光滙石油,Mid Cap
2014-03-10,163,Delete 刪除,-9.0,659.0,Hong Kong 香港,NWS Holdings,新創建集團,Mid Cap
2014-03-10,163,Delete 刪除,-9.0,53.0,Hong Kong 香港,Guoco Group,國浩集團,Mid Cap
2014-03-10,163,Add 加入,14.0,6863.0,Hong Kong 香港,Huishan Dairy,輝山乳業,Mid Cap
2014-03-10,163,Add 加入,14.0,6818.0,Hong Kong 香港,CEB Bank,中國光大銀行,Mid Cap
2014-03-10,163,Add 加入,14.0,3899.0,Hong Kong 香港,CIMC Enric,中集安瑞科,Mid Cap
2014-03-10,163,Add 加入,14.0,3888.0,Hong Kong 香港,Kingsoft,金山軟件,Mid Cap
2014-03-10,163,Add 加入,14.0,1680.0,Hong Kong 香港,Macau Legend,澳門勵駿,Mid Cap
2014-03-10,163,Add 加入,14.0,1382.0,Hong Kong 香港,Pacifictextiles,互太紡織,Mid Cap
2014-03-10,163,Add 加入,14.0,1230.0,Hong Kong 香港,Yashili Int'l,雅士利國際,Mid Cap
2014-03-10,163,Add 加入,14.0,1093.0,Hong Kong 香港,CSPC Pharma,石藥集團,Mid Cap
2014-03-10,163,Add 加入,14.0,636.0,Hong Kong 香港,Kerry Log Net,嘉里物流,Mid Cap
2014-03-10,163,Add 加入,14.0,604.0,Hong Kong 香港,Shenzhen Invest,深圳控股,Mid Cap
2014-03-10,163,Add 加入,14.0,586.0,Hong Kong 香港,Conch Venture,海螺創業,Mid Cap
2014-03-10,148,Add 加入,36.0,3698.0,Hong Kong 香港,Huishang Bank,徽商銀行,Small Cap
2014-03-10,148,Delete 刪除,-14.0,825.0,Hong Kong 香港,NWDS China,新世界百貨中國,Small Cap
2014-03-10,148,Add 加入,36.0,3336.0,Hong Kong 香港,Ju Teng Intl,巨騰國際,Small Cap
2014-03-10,148,Add 加入,36.0,434.0,Hong Kong 香港,Boyaa,博雅互動,Small Cap
2014-03-10,148,Add 加入,36.0,535.0,Hong Kong 香港,Gemdale PPT,金地商置,Small Cap
2014-03-10,148,Add 加入,36.0,570.0,Hong Kong 香港,Trad Chi Med,中國中藥,Small Cap
2014-03-10,148,Add 加入,36.0,696.0,Hong Kong 香港,TravelSky Tech,中國民航信息網絡,Small Cap
2014-03-10,148,Add 加入,36.0,750.0,Hong Kong 香港,Singyes Solar,興業太陽能,Small Cap
2014-03-10,148,Add 加入,36.0,832.0,Hong Kong 香港,Central China,建業地產,Small Cap
2014-03-10,148,Add 加入,36.0,874.0,Hong Kong 香港,Baiyunshan Pharm,白雲山,Small Cap
2014-03-10,148,Add 加入,36.0,968.0,Hong Kong 香港,Xinyi Solar,信義光能,Small Cap
2014-03-10,148,Add 加入,36.0,1111.0,Hong Kong 香港,Chong Hing Bank,創興銀行,Small Cap
2014-03-10,148,Add 加入,36.0,1219.0,Hong Kong 香港,Tenwow Int'l,天喔國際,Small Cap
2014-03-10,148,Add 加入,36.0,3315.0,Hong Kong 香港,Goldpac Group,金邦達寶嘉,Small Cap
2014-03-10,148,Add 加入,36.0,1251.0,Hong Kong 香港,SPT Energy,華油能源,Small Cap
2014-03-10,148,Add 加入,36.0,1358.0,Hong Kong 香港,PW Medtech,普華和順,Small Cap
2014-03-10,148,Add 加入,36.0,1396.0,Hong Kong 香港,Hydoo Intl,毅德國際,Small Cap
2014-03-10,148,Add 加入,36.0,1431.0,Hong Kong 香港,YST Dairy,原生態牧業,Small Cap
2014-03-10,148,Add 加入,36.0,1448.0,Hong Kong 香港,Fu Shou Yuan,福壽園,Small Cap
2014-03-10,148,Add 加入,36.0,1515.0,Hong Kong 香港,PhoenixHealth,鳳凰醫療,Small Cap
2014-03-10,148,Add 加入,36.0,1600.0,Hong Kong 香港,Tian Lun Gas,天倫燃氣,Small Cap
2014-03-10,148,Add 加入,36.0,484.0,Hong Kong 香港,Forgame,雲遊控股,Small Cap
2014-03-10,148,Add 加入,36.0,1233.0,Hong Kong 香港,Times PPT,時代地產,Small Cap
2014-03-10,148,Add 加入,36.0,337.0,Hong Kong 香港,Greenland HK,綠地香港,Small Cap
2014-03-10,78,Add 加入,6.0,3311.0,Hong Kong 香港,China State Con,中國建築國際,Large Cap
2014-03-10,148,Add 加入,36.0,2618.0,Hong Kong 香港,TCL Comm,TCL通訊,Small Cap
2014-03-10,148,Add 加入,36.0,269.0,Hong Kong 香港,CRTG,中國資源交通,Small Cap
2014-03-10,148,Add 加入,36.0,2196.0,Hong Kong 香港,Fosun Pharma,復星醫藥,Small Cap
2014-03-10,148,Add 加入,36.0,1966.0,Hong Kong 香港,China SCE PPT,中駿置業,Small Cap
2014-03-10,148,Add 加入,36.0,1818.0,Hong Kong 香港,Zhaojin Mining,招金礦業,Small Cap
2014-03-10,148,Add 加入,36.0,1700.0,Hong Kong 香港,Springland,華地國際控股,Small Cap
2014-03-10,148,Add 加入,36.0,1661.0,Hong Kong 香港,Wisdom Group,智美集團,Small Cap
2014-03-10,148,Add 加入,36.0,1963.0,Hong Kong 香港,BCQ,重慶銀行,Small Cap
2014-03-10,78,Add 加入,6.0,1988.0,Hong Kong 香港,Minsheng Banking,民生銀行,Large Cap
2014-03-10,78,Add 加入,6.0,1359.0,Hong Kong 香港,China Cinda,中國信達,Large Cap
2014-03-10,78,Add 加入,6.0,1114.0,Hong Kong 香港,Brilliance Chi,華晨汽車控股,Large Cap
2014-03-10,78,Add 加入,6.0,659.0,Hong Kong 香港,NWS Holdings,新創建集團,Large Cap
2014-03-10,78,Add 加入,6.0,2688.0,Hong Kong 香港,ENN Energy,新奧能源,Large Cap
